135042; ELIQUIS; NOT FOUND; CPR REVEST 5 MG x 20; BMS;505113090020002; ELIQUIS; NOT FOUND; 5.0 MG COM REV CT BL AL PLAS INC X 20 ; BMS
156874; SENES; NOT FOUND; CPR REV 5 MG x 10; SP0;542614060002104; SENES; NOT FOUND; 5 MG COM REV CT BL AL PLAS TRANS X 10; SP0
48979; DORGEN; NOT FOUND; DRAG 50 MG x 20; CAZ;505504401117413; DORGEN; NOT FOUND; 50 MG COM CT BL AL PLAST INC X 20; CAZ
70571; ABILIFY; NOT FOUND; CPR 10 MG x 10; BMS;505100106113218; ABILIFY; NOT FOUND; 10 MG COM CT BL AL/AL X 10; BMS
51215; RETEMIC; NOT FOUND; CPR 5 MG x 60; APS;501602403111313; RETEMIC; NOT FOUND; 5 MG COM CT BL AL PLAS INC X 60; APS
47026; CEDUR; NOT FOUND; DRAG RETARD 400 MG x 30; GMK;521912120018614; CEDUR; NOT FOUND; 400 MG COM AP CT BL AL PLAS INC X 30; GMK
53059; SECOTEX; NOT FOUND; CAPS L.P. 0.40 MG x 20; B_I;504505002110310; SECOTEX; NOT FOUND; 0.4 MG COM REV CT BL AL/AL X 20; B_I
69474; CEMAX; NOT FOUND; F.AMP S/DILU 2 G x 50; I_B;513401006151410; CEMAX; NOT FOUND; 2.0 G PO LIOF CX 50 FA VD INC ; I_B
83720; OMNIC OCAS; NOT FOUND; CPR REV LP 0.40 MG x 30; AES;540300302119413; OMNIC OCAS; NOT FOUND; 0.4 MG COM REV CT BL AL AL X 30; AES
74198; TOFRANIL PAMO; NOT FOUND; CAPS 75 MG x 30; NVR;526527904118316; TOFRANIL PAMOATO; NOT FOUND; 75 MG CAP GEL DURA CT BL AL PLAS INC X 30; NVR
64358; PARACETAMOL; PARACETAMOL; GOTAS 200 MG 15 ML x 1 (/ML); EUF;508010702137110; PARACETAMOL; PARACETAMOL; 200 MG/ML SOL OR CT FR PLAS OPC GOT X 15 ML; EUF
103085; CARVEDILOL; CARVEDILOL; CPR 6.25 MG x 30; LG6;538812070042706; CARVEDILOL; CARVEDILOL; 6.25MG COM CT BL AL AL X 30; LG6
74458; VARFARINA SODIC; VARFARINA SODICA; CPR 5 MG x 30; TTB;520728701118115; VARFARINA SODICA; VARFARINA SODICA; 5 MG COM CT BL AL PVDC OPC X 30; TTB
51341; CEFZIL; NOT FOUND; CPR 500 MG x 10; BMS;505101202116311; CEFZIL; NOT FOUND; 500 MG COM REV CT BL AL PLAS INC X 10; BMS
66786; PROP CLOBETASOL; NOT FOUND; POM. 0.50 MG 30 G x 1 (/G); GM2;526117801165114; PROPIONATO CLOBETASOL; PROPIONATO CLOBETASOL; 0.5 MG/G CREM DERM CT BG AL X 30 G ; GM2
46469; HYDREA; NOT FOUND; CAPS 500 MG x 100; BMS;505102501117316; HYDREA; NOT FOUND; 500 MG CAP GEL DURA CT FR VD AMB X 100; BMS
72910; CLOTRIMAZOL; CLOTRIMAZOL; CREME DERMAT 10 MG 20 G x 1 (/G); LG6;538808101160110; CLOTRIMAZOL; CLOTRIMAZOL; 10 MG/G CREM DERM CT BG AL X 20 G; LG6
69758; PARACETAMOL; PARACETAMOL; CPR REVEST 750 MG x 200; GM2;526121906111111; PARACETAMOL; PARACETAMOL; 750 MG COM REV CT BL AL PLAS LEIT X 200 (EMB HOSP); GM2
132734; CARDVITA; NOT FOUND; CPR REVEST 25 MG x 500; L3B;522815010009103; CARDVITA; NOT FOUND; 25 MG COM REV CT  BL AL PLAS INC X 500; L3B
75531; LEXAPRO; NOT FOUND; CPR REVEST 20 MG x 28; LUN;524200308131314; LEXAPRO; NOT FOUND; 20 MG/ML SOL OR CT FR VD AMB CGT X 28 ML; LUN
55734; RENALAPRIL; NOT FOUND; CPR 5 MG x 30; N_Q;519014703117418; RENALAPRIL; NOT FOUND; 5 MG COM CT 3 STRIP X 10; N_Q
137027; AMPICILINA; AMPICILINA; SUSP 50 MG 60 ML x 1 (/ML); PZ8;528512030112706; AMPICILINA; AMPICILINA; 50 MG/ ML SUS OR CT FR PLAS OPC X 60 ML + CP MED ; PZ8
31030; PLAMET; NOT FOUND; CPR 10 MG x 20; LIB;523703701119414; PLAMET; NOT FOUND; 10 MG COM CT BL AL PLAS INC X 20; LIB
91032; PANTOPRAZOL; PANTOPRAZOL; CPR REVEST 20 MG x 28; A4H;500513040048406; PANTOPRAZOL; PANTOPRAZOL; 20 MG COM REV CT BL AL/AL X 28; A4H
58328; CLO TERBINAFINA; CLORIDRATO TERBINAFINA; CPR 125 MG x 14; MD7;525004001114112; CLORIDRATO TERBINAFINA; CLORIDRATO TERBINAFINA; 125 MG COM CT BL AL PLAS INC X 14; MD7
88133; ADENOSINA; ADENOSINA; AMP. 3 MG 2 ML x 50 (/ML); HPO;511613103154114; ADENOSINA; ADENOSINA; 3 MG/ML SOL INJ CX 50 AMP VD AMB X 2 ML (EMB HOSP); HPO
76520; BEPANTRIZ; NOT FOUND; POM. 50 MG 30 G x 1 (/G); CM5;506413070027603; BEPANTRIZ; NOT FOUND; 50 MG/G POM DERM CT BG PLAS AL OPC X 30 G; CM5
58165; AMOXICILINA; AMOXICILINA; CAPS 500 MG x 15; GM2;526100401118114; AMOXICILINA; AMOXICILINA; 500 MG CAP GEL DURA CT BL AL PLAS INC X 15; GM2
56970; SYNTHROID; NOT FOUND; CPR 88 Y x 30; ABT;500207416119415; SYNTHROID; NOT FOUND; 88 MCG COM CT BL AL/AL X 30   ; ABT
71836; ZANIDIP; NOT FOUND; CPR REVEST 20 MG x 20; MD7;525013103110311; ZANIDIP; NOT FOUND; 20 MG COM REV CT STR AL X 20; MD7
48169; CIPRO; NOT FOUND; CPR REVEST 500 MG x 6; BYP;538901701113317; CIPRO; NOT FOUND; 500 MG COM REV CT BL AL PLAS (PP) INC X 6; BYP
93703; DICLOFEN DIETIL; DICLOFENACO DIETILAMONIO; GEL. 11.6 MG 30 G x 1 (/G); TTB;520712030081306; DICLOFENACO DIETILAMONIO; DICLOFENACO DIETILAMONIO; 11.6 MG/G GEL CT BG AL X 30 G; TTB
85423; TELOL; NOT FOUND; CPR 50 MG x 30; GOB;510402809113419; TELOL; NOT FOUND; 50 MG COM CT 3 BL AL PLAS INC X 10; GOB
3958; ERGOTRATE; NOT FOUND; CPR 0.20 MG x 12; BS2;504102702114319; ERGOTRATE; NOT FOUND; 0.2 MG COM CT BL AL PLAS INC X 12; BS2
72123; LORSACOR; NOT FOUND; CPR REVEST 50 MG x 60; SDZ;511506003113417; LORSACOR; NOT FOUND; 50 MG COM REV CT BL AL PLAS INC X 60 ; SDZ
63867; AMOXICILINA; AMOXICILINA; CAPS 500 MG x 21; BF8;504600102119110; AMOXICILINA; AMOXICILINA; 500 MG CAP GEL DURA CT BL AL PLAS INC X 21; BF8
63863; OLMETEC; NOT FOUND; CPR REVEST 40 MG x 30; PFZ;522234001111413; OLMETEC; NOT FOUND; 40 MG COM REV CT BL AL/AL X 30; PFZ
53244; FENAFLAN D; NOT FOUND; CPR ENT.COAT 50 MG x 20; TTB;520710301118417; FENAFLAN D; NOT FOUND; 50 MG COM DISP CT BL AL PLAS INC X 20; TTB
74875; ALENTHUS XR; NOT FOUND; CAPS L.C. 150 MG x 30; MD7;525068603115415; ALENTHUS XR; NOT FOUND; 150 MG CAP GEL DURA LIB CONTROL CT BL AL PLAS INC X 30; MD7
166120; AZITROMICINA; AZITROMICINA; PO P/SUSP 1500 MG 22 ML x 1; EUF;508014050104406; AZITROMICINA; AZITROMICINA; 1500 MG PO SUS OR FR PLAS OPC + FLAC SOL DIL X 22 ML + SER DOS; EUF
64916; HIPERTERONA; NOT FOUND; CPR 200 MG x 20; GP8;510803501111415; HIPERTERONA; NOT FOUND; 200 MG COM CT ENV AL POLIET X 20; GP8
61332; CLO PROPRANOLOL; CLORIDRATO PROPRANOLOL; CPR 80 MG x 30; TTB;520706907112111; CLORIDRATO PROPRANOLOL; CLORIDRATO PROPRANOLOL; 80 MG COM CT 3 BL AL PLAS AMB X 10; TTB
67923; HIGROMIL; NOT FOUND; CPR 50 MG x 28; MB9;525914080020517; HIGROMIL; NOT FOUND; 50 MG COM CT 2 BL AL PLAS INC X 14 ; MB9
51562; OSTEOPLUS; NOT FOUND; CAPS GELATIN 300 MG x 30; CHS;508502701118318; OSTEOPLUS; NOT FOUND; 300 MG CAP GEL MOLE CT 3 BL AL PLAS INC X 10; CHS
55425; CAPTOMED; NOT FOUND; CPR 50 MG x 20; CM5;506401303110419; CAPTOMED; NOT FOUND; 50 MG COM CT BL AL PLAS INC X 20; CM5
146637; MIOREX; NOT FOUND; CPR REVEST 5 MG x 30; ME4;540814030001004; MIOREX; NOT FOUND; 5 MG COM REV CT BL AL PLAS INC X 30; ME4
63915; AMOXICILINA; AMOXICILINA; CAPS 500 MG x 15; N_Q;519000503110118; AMOXICILINA; AMOXICILINA; 500 MG CAP GEL DURA CT BL AL PVC INC X 15; N_Q
49704; FENAREN; NOT FOUND; GOTAS 15 MG 10 ML x 1 (/ML); U_Q;533005803134419; FENAREN; NOT FOUND; 15MG/ML SUS OR CT FR OPC PLAS GOT X 10 ML; U_Q
114418; MAL TRIMEBUTINA; MALEATO TRIMEBUTINA; CAPS 200 MG x 30; EUF;508013090098806; MALEATO TRIMEBUTINA; MALEATO TRIMEBUTINA; 200 MG CAP GEL MOLE CT BL AL PLAS TRANS X 30; EUF
28335; ORAP; NOT FOUND; CPR 4 MG x 20; J_C;514502802113314; ORAP; NOT FOUND; 4 MG COM CT BL AL PLAS INC X 20; J_C
87809; EXODUS; NOT FOUND; GOTAS 20 MG 15 ML x 1 (/ML); A4H;500513205138413; EXODUS; NOT FOUND; 20 MG/ML SOL OR CT FR VD AMB GOT X 15 ML; A4H
52783; UNOPROST; NOT FOUND; CPR 4 MG x 20; APS;501603103111413; UNOPROST; NOT FOUND; 4 MG COM CT 2 BL AL PLAS INC X 10; APS
79000; PENTOXIFILINA; PENTOXIFILINA; CPR REVEST 400 MG x 30; MD7;525073001111116; PENTOXIFILINA; PENTOXIFILINA; 400 MG COM REV CT BL AL PLAS INC X 30; MD7
74577; SOL RINGER LACTATO; NOT FOUND; SOLN INJ S/F 500 ML x 24; EQX;507901806152410; SOLUCAO RINGER LACTATO; NOT FOUND; SOL INJ IV CX 24 FR PLAS TRANS SIST FECH X 500 ML; EQX
53312; ASMAPEN; NOT FOUND; CPR 100 MG x 20; N_Q;519000704116415; ASMAPEN; NOT FOUND; 100 MG COM CX 25 BL AL PLAS INC X 20 (EMB. HOSP.); N_Q
78822; FUM QUETIAPINA; NOT FOUND; CPR 25 MG x 30; ATV;506906304114119; FUMARATO QUETIAPINA; NOT FOUND; 25 MG COM REV CT BL AL PLAS OPC X 30; ATV
60215; TIONAZEN; NOT FOUND; CREME 10 MG 30 G x 1 (/G); CAZ;505510202139411; TIONAZEN; NOT FOUND; 10 MG/ML LOC EMUL CT FR PLAS OPC X 30 G; CAZ
83975; BECARVE; NOT FOUND; CPR 12.5 MG x 30; MD7;525074303111419; BECARVE; NOT FOUND; 12.5 MG COM CT BL AL/AL X 30; MD7
83731; DEMEDROX; NOT FOUND; AMP. 150 MG 1 ML x 1; U_Q;533026206151413; DEMEDROX; NOT FOUND; 150 MG/ML SUS INJ CT FA VD INC X 1 ML + SER + AGULHA; U_Q
60791; CLOR VERAPAMIL; CLORIDRATO VERAPAMIL; CPR REVEST 80 MG x 150; TTB;520707101111117; CLORIDRATO VERAPAMIL; CLORIDRATO VERAPAMIL; 80 MG COM REV CT BL AL PLAS LARANJA X 150 (EMB HOSP); TTB
47287; PAMELOR; NOT FOUND; CAPS 75 MG x 20; NVR;526512308115312; PAMELOR; NOT FOUND; 75 MG CAP GEL DURA CT  BL AL PLAS INC  X  20; NVR
60921; MESACOL; NOT FOUND; CPR 800 MG x 30; TAK;501101804113414; MESACOL; NOT FOUND; 800 MG COM REV CT BL AL PLAS INC X 30; TAK
52550; PANTOZOL; NOT FOUND; CPR GASTROR 40 MG x 28; TAK;501102505111418; PANTOZOL; NOT FOUND; 40 MG COM REV LIB RETARD CT BL AL/AL X 28; TAK
56166; FUROSEMIDA; FUROSEMIDA; AMP. 10 MG 2 ML x 5 (/ML); TTB;520711301154111; FUROSEMIDA; FUROSEMIDA; 10 MG/ML SOL INJ CT 5 AMP VD AMB X 2 ML; TTB
147831; CEFADROXILA; CEFADROXILA; CAPS 500 MG x 30; EUF;508014040103006; CEFADROXILA; CEFADROXILA; 500 MG CAP GEL DURA CT ENV AL POLIET X 30 (EMB FRAC); EUF
101676; OLANZAPINA; OLANZAPINA; CPR REV 10 MG x 30; ZYD;536212040004406; OLANZAPINA; OLANZAPINA; 10 MG COM REV CT BL AL/AL X 30 ; ZYD
68734; GLIANSOR; NOT FOUND; CPR 2 MG x 30; LG6;538813901110416; GLIANSOR; NOT FOUND; 2 MG COM CT BL AL PLAS INC X 30; LG6
68586; PREDNAX; NOT FOUND; CPR 20 MG x 20; GOB;510405902114416; PREDNAX; NOT FOUND; 20 MG COM CT 2 BL AL PLAS INC X 10; GOB
76796; OXCARBAZEPINA; OXCARBAZEPINA; CPR REVEST 300 MG x 30; RBY;529915201119112; OXCARBAZEPINA; OXCARBAZEPINA; 300 MG COM REV CT BL AL PLAS INC X 30; RBY
66700; CLOR VERAPAMIL; CLORIDRATO VERAPAMIL; CPR REVEST 80 MG x 30; GM2;526118601119117; CLORIDRATO VERAPAMIL; CLORIDRATO VERAPAMIL; 80 MG COM REV CT BL AL PLAS OPC X 30; GM2
66605; DIAZEPAMIL; NOT FOUND; AMP. 5 MG 2 ML x 50 (/ML); HPO;511611003152113; DIAZEPAM; DIAZEPAM; 5 MG/ML SOL INJ CX 50 AMP VD AMB X 2 ML (EMB HOSP) ; HPO
70341; RINIDAL; NOT FOUND; SOL NASAL AD 0.50 MG 30 ML x 1 (/ML); N_Q;519025603178410; RINIDAL; NOT FOUND; 0.5MG/ML SOL NAS AD CT FR PLAS OPC X 30ML; N_Q
123456; DESLORATADINA; DESLORATADINA; CPR REVEST 5 MG x 10; A4H;500513090052706; DESLORATADINA; DESLORATADINA; 5 MG COM REV CT BL AL PLAS TRANS X 10; A4H
51072; AMICILON; NOT FOUND; F.AMP 250 MG 2 ML x 1; BU_;504414010039918; AMICILON; NOT FOUND; 250 MG/ML SOL INJ CT  AMP VD INC X 2 ML; BU_
61805; PONTIN; NOT FOUND; CPR 500 MG x 24; SDZ;511507901115417; PONTIN; NOT FOUND; 500 MG COM CT BL AL PLAS AMB X 24; SDZ
69848; DIPIRONA SODICA; NOT FOUND; SOLN ORAL 50 MG 100 ML x 1 (/ML; GM2;526125001131119; DIPIRONA SODICA; NOT FOUND; 50 MG/ML SOL OR CT FR VD AMB X 100 ML + CP MED; GM2
85537; NEMODINE; NOT FOUND; CPR 5 MG x 30; DFP;507301104114413; NEMODINE; NOT FOUND; 5 MG COM CT BL AL PLAS AMB X 30; DFP
66427; AZITROLAB; NOT FOUND; CPR 500 MG x 3; MB9;525903302117411; AZITROLAB; NOT FOUND; 500 MG COM REV CT  BL AL PLAS INC X 3; MB9
73194; SULF SALBUTAMOL; NOT FOUND; XAR. 0.40 MG 120 ML x 1 (/ML); HPO;511609401138119; SULFATO SALBUTAMOL; SULFATO SALBUTAMOL; 0.4 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED; HPO
63096; PRATICILIN; NOT FOUND; SUSP 250 MG 60 ML x 50 (/5ML); PZ8;528504608136412; PRATICILIN; NOT FOUND; 250 MG/5ML PO SUS OR CX 50 FR PLAS AMB X 60 ML  (EMB HOSP); PZ8
59383; VASCER; NOT FOUND; CPR REVEST 400 MG x 20; U_Q;533014601115412; VASCER; NOT FOUND; 400 MG COM REV CT BL AL PLAS INC X 20; U_Q
68715; ERITROMAX; NOT FOUND; SER.PRELL 4000 IU 1 ML x 1; BU_;504401927150410; ERITROMAX; NOT FOUND; 4000 UI PO LIOF INJ CX FA VD INC + DIL X 1 ML; BU_
103400; TILOGRAN; NOT FOUND; CPR 2.50 MG x 30; LG6;538812090044504; TILOGRAN; NOT FOUND; 2.5 MG COM CT BL AL PLAS OPC X 30; LG6
69324; ESPIRONOLACTONA; ESPIRONOLACTONA; CPR 100 MG x 30; GM2;526119505113111; ESPIRONOLACTONA; ESPIRONOLACTONA; 100 MG COM CT  BL AL PLAS INC X 30; GM2
50088; ZADITEN; NOT FOUND; CPR SRO 2 MG x 20; NVR;526516605114313; ZADITEN; NOT FOUND; 2 MG COM SRO CT BL AL PLAS INC X 20; NVR
94128; CLO VANCOMICINA; CLORIDRATO VANCOMICINA; F.AMP PO 500 MG x 20; BU_;504414010038906; CLORIDRATO VANCOMICINA; CLORIDRATO VANCOMICINA; 500 MG PO SOL INJ IV CX 20 FA VD INC TIPO I (EMB HOSP); BU_
93026; OSTEOTRAT; NOT FOUND; CPR REVEST 35 MG x 4; A4H;500512050042104; OSTEOTRAT; NOT FOUND; 35 MG COM REV CT BL AL PLAS INC X 4; A4H
134984; COLCHICINA; COLCHICINA; CPR 0.50 MG x 30; GOB;510413070086606; COLCHICINA; COLCHICINA; 0.5 MG COM CT BL AL PLAS AMB X 30 ; GOB
67544; DORFENOL; NOT FOUND; CPR 750 MG x 200; VAP;533514060025503; DORFENOL; NOT FOUND; 750MG COM CT BL AL PLAS LAR X 200 (EMB HOSP); VAP
74436; CEBRALAT; NOT FOUND; CPR 50 MG x 60; LIB;523700903111312; CEBRALAT; NOT FOUND; 50 MG COM CT BL AL PLAS INC X 60; LIB
58091; ZIMICINA; NOT FOUND; CPR 500 MG x 3; SDZ;511510102112417; ZIMICINA; NOT FOUND; 500 MG COM REV CT BL AL PLAS INC X 3 ; SDZ
68691; ERITROMAX; NOT FOUND; F.AMP 1000 IU 1 ML x 12; BU_;504401930151414; ERITROMAX; NOT FOUND; 1000 UI/ML SOL INJ CX 12 AMP VD INC X 1 ML; BU_
66112; FRONTAL XR; NOT FOUND; CPR LP 2 MG x 30; PFZ;522240903113317; FRONTAL XR; NOT FOUND; 2 MG COM  LIB LENTA CT BL AL/AL X 30; PFZ
76693; CARBONATO LITIO; NOT FOUND; CPR 300 MG x 50; HPO;511611602110116; CARBONATO LITIO; NOT FOUND; 300 MG COM CT BL AL/PLAS TRANS X 50; HPO
99995; MIRTAZAPINA; MIRTAZAPINA; CPR ORODISPE 45 MG x 28; SDZ;511512070055506; MIRTAZAPINA; MIRTAZAPINA; 45 MG COM ORODISP CT BL AL/AL X 28; SDZ
93702; CLOR PAROXETINA; NOT FOUND; CPR REVEST 20 MG x 20; TTB;520712060082206; CLORIDRATO PAROXETINA; NOT FOUND; 20MG COM REV CT BL AL PLAS INC X 20 ; TTB
87163; CIT SILDENAFILA; CITRATO SILDENAFILA; CPR REVEST 50 MG x 8; PFZ;522242908112110; CITRATO SILDENAFILA; CITRATO SILDENAFILA; 50 MG COM REV CT BL AL PLAS INC X 8; PFZ
44151; PARLODEL; NOT FOUND; CPR 2.50 MG x 14; NVR;526512503112319; PARLODEL; NOT FOUND; 2.5 MG COM CT BL AL/AL X 14; NVR
72497; ROCURON; NOT FOUND; F.AMP IV 10 MG 5 ML x 12 (/ML); CT6;506717501151419; ROCURON; NOT FOUND; 10 MG/ML SOL INJ CT 12 FA VD INC X 5 ML; CT6
69268; PANTOZOL; NOT FOUND; CPR GASTROR 20 MG x 42; TAK;501102508119411; PANTOZOL; NOT FOUND; 20 MG COM REV LIB RETARD CT BL AL/AL X 42; TAK
63582; CLOR PAROXETINA; NOT FOUND; CPR REVEST 20 MG x 30; EUF;508003302110115; CLORIDRATO PAROXETINA; NOT FOUND; 20 MG COM REV CT BL AL PLAS INC X 30 ; EUF
64013; FESTONE; NOT FOUND; CPR REVEST 10 MG x 30; SDZ;511513101117411; FESTONE; NOT FOUND; 10 MG COM REV CT BL AL PLAS BCO OPC X 30; SDZ
66978; CLOR CIPROFLOXA; CLORIDRATO CIPROFLOXACINO; CPR REVEST 500 MG x 14; M_S;525417902112117; CLORIDRATO CIPROFLOXACINO; NOT FOUND; 500 MG COM REV CT BL AL PLAS INC X 14; M_S
67909; PROP CLOBETASOL; NOT FOUND; CREME 0.50 MG 30 G x 1 (/G); TTB;520725802169111; PROPIONATO CLOBETASOL; PROPIONATO CLOBETASOL; 0.5 MG/G CREM DERM CT BG AL X 30 G ; TTB
112679; ESC; NOT FOUND; CPR REVEST 20 MG x 30; EUF;508013070098604; ESC; NOT FOUND; 20 MG COM REV CT BL AL PLAS TRANS X 30 ; EUF
51436; MELLERIL; NOT FOUND; GOTAS 30 MG 50 ML x 1 (/ML); VLT;512002905138317; MELLERIL; NOT FOUND; 30 MG/ML SOL OR CT FR VD AMB X 50 ML; VLT
94184; ACECLO GRAN; NOT FOUND; CPR REVEST 100 MG x 12; LG6;538813080046904; ACECLO GRAN; NOT FOUND; 100 MG COM REV CT BL AL AL X 12; LG6
54655; DORILAN; NOT FOUND; GOTAS 20 ML x 1; LR3;524308301136428; DORILAN; NOT FOUND; SOLUCAO GOTAS 20 ML; LR3
75933; ESPIRONOLACTONA; ESPIRONOLACTONA; CPR 100 MG x 500; HPO;511610901114115; ESPIRONOLACTONA; ESPIRONOLACTONA; 100 MG COM CT BL AL PLAS AMB X 500 (EMB HOSP); HPO
68408; CARBAMAZEPINA; CARBAMAZEPINA; CPR 200 MG x 20; TTB;520725001115119; CARBAMAZEPINA; CARBAMAZEPINA; 200 MG COM CT BL AL PLAS INC X 20; TTB
82423; CLOR CICLOBENZA; CLORIDRATO CICLOBENZAPRINA; CPR REVEST 5 MG x 15; LG6;538803503112111; CLORIDRATO CICLOBENZAPRINA; CLORIDRATO CICLOBENZAPRINA; 5MG COM REV CT BL AL PLAS OPC X 15; LG6
52340; KLARICID UD; NOT FOUND; CPR.RE.LP 500 MG x 10; ABT;500204501115319; KLARICID UD; NOT FOUND; 500 MG COM LIB PROL CT BL AL PLAS INC X 10; ABT
72846; BROMAZEPAM; BROMAZEPAM; CPR 6 MG x 100; TTB;520727404111118; BROMAZEPAM; BROMAZEPAM; 6 MG COM CT BL AL PLAS INC X 100 (EMB HOSP); TTB
62382; MEGUANIN; NOT FOUND; CPR 500 MG x 30; UCI;532902601113418; MEGUANIN; NOT FOUND; 500 MG COM REV CT 3 BL AL PLAS INC X 10; UCI
2949; DAONIL; NOT FOUND; CPR 5 MG x 30; S_A;502803401114311; DAONIL; NOT FOUND; 5 MG COM CT BL AL PLAS INC X 30; S_A
54663; FEMME; NOT FOUND; CPR REV C/FL x 30; A4H;500503601111413; FEMME; NOT FOUND; COM REV CT FR PLAS OPC X 30; A4H
77553; VONAX; NOT FOUND; CPR REVEST 500 MG x 10; DLT;514007002116415; VONAX; NOT FOUND; 500 MG COM REV CT BL AL PLAS INC X 10; DLT
76503; EXODUS; NOT FOUND; CPR REVEST 10 MG x 15; A4H;500513203119411; EXODUS; NOT FOUND; 10 MG COM REV CT BL AL PLAS TRANS X 15; A4H
64557; ACINIC; NOT FOUND; CPR RETARD 500 MG x 30; BS2;504109502110414; ACINIC; NOT FOUND; 500 MG COM LIB PROL CT BL AL PLAS INC X 30; BS2
86221; ALEKTOS; NOT FOUND; CPR 20 MG x 30; TAK;501105305111311; ALEKTOS; NOT FOUND; 20 MG COM CT BL AL/AL X 30; TAK
72582; DIELOFT; NOT FOUND; CPR REVEST 50 MG x 20; MD7;525069404116411; DIELOFT; NOT FOUND; 50 MG COM REV CT BL AL PLAS INC X 20; MD7
62139; VITERGYL C; NOT FOUND; ROSE HIPS 1 G x 10; CF2;506314801139414; VITERGYL C; NOT FOUND; 1G COM EFEV CT ENV ALU TB PLAS X 10; CF2
79594; VALSARTANA; VALSARTANA; CPR REVEST 160 MG x 60; MD7;525073104113111; VALSARTANA; VALSARTANA; 160 MG COM REV CT BL AL/AL X 60; MD7
63903; LISOPRIL; NOT FOUND; CPR 10 MG x 30; N_Q;519023001111419; LISOPRIL; NOT FOUND; 10 MG COM CT 3 BL AL PLAS INC X 10; N_Q
75955; REHIDRAZOL; NOT FOUND; SOL ORAL FRA 450 ML x 1; GLO;517605806132418; REHIDRAZOL; NOT FOUND; SOL OR CX FR PLAS TRANS X 450 ML (SABOR UVA); GLO
69891; SANTOSS; NOT FOUND; XAR. PED. 20 MG 100 ML x 1 (/ML); DLT;541713070000404; SANTOSS; NOT FOUND; 20 MG/ML XPE CT FR VD AMB X 100 ML + COP; DLT
76803; PRESSAT; NOT FOUND; CPR 10 MG x 60; BS2;504104608115419; PRESSAT; NOT FOUND; 10 MG COM CT BL AL PLAS INC X 60; BS2
58441; PRESSAT; NOT FOUND; CPR 5 MG x 30; BS2;504104601110411; PRESSAT; NOT FOUND; 5 MG COM CT BL AL PLAS INC X 30 ; BS2
56373; CAPTOPRIL; CAPTOPRIL; CPR 12.5 MG x 16; MD7;525001801111113; CAPTOPRIL; CAPTOPRIL; 12.5 MG COM CT BL AL PLAS INC X 16; MD7
68882; ATENOLOL; ATENOLOL; CPR 50 MG x 30; RBY;529913006114119; ATENOLOL; ATENOLOL; 50 MG COM CT BL AL PLAS INC X 30; RBY
44701; MICOFIM; NOT FOUND; CREME 20 MG 28 G x 1 (/G); ELO;517103301166414; MICOFIM; NOT FOUND; 20 MG/G CREM DERM CT BG AL X 28 G; ELO
83471; DIVALPRO SODIO; DIVALPROATO SODIO; CPR REVEST 250 MG x 20; ZYD;536202402110114; DIVALPROATO SODIO; DIVALPROATO SODIO; 250 MG COM REV CT FR PLAS OPC X 20; ZYD
94311; ATENOLOL; ATENOLOL; CPR 25 MG x 30; MB9;525912040014806; ATENOLOL; ATENOLOL; 25 MG COM CT BL AL PLAS TRANS X 30; MB9
59520; CRISPRED; NOT FOUND; CPR 20 MG x 200; CT6;506713001111415; CRISPRED; NOT FOUND; 20 MG COM CX BL AL PLAS INC X 200; CT6
93125; MENBEL; NOT FOUND; CPR 500 MG x 1; GOB;510405807111413; MENBEL; NOT FOUND; 500 MG COM CT BL AL PLAS INC; GOB
74154; CLO TERBINAFINA; CLORIDRATO TERBINAFINA; CREME 10 MG 20 G x 1 (/G); HPO;511610501167114; CLORIDRATO TERBINAFINA; CLORIDRATO TERBINAFINA; 10 MG/G CREM CT BG AL X 20 G ; HPO
59627; REVASTIN; NOT FOUND; CPR 10 MG x 30; N_Q;519015001116411; REVASTIN; NOT FOUND; 10 MG COM REV CT 3 BL AL PLAS AMB X 10; N_Q
50809; NEOMED; NOT FOUND; POM. 3.50 MG 10 G x 1 (/G); CM5;506405101164413; NEOMED; NOT FOUND; 3.5 MG/G POM CT TB AL X 10 G; CM5
102527; MEZOLIUM; NOT FOUND; CPR REVEST 20 MG x 28; GM2;526113020088804; MEZOLIUM; NOT FOUND; 20 MG COM REV CT BL AL AL X 28; GM2
132636; DICL BETAISTINA; DICLORIDRATO BETAISTINA; CPR 24 MG x 30; EUF;508014010102206; DICLORIDRATO BETAISTINA; DICLORIDRATO BETAISTINA; 24 MG COM CT BL AL PLAS TRANS X 30; EUF
73646; PRYLTEC; NOT FOUND; CPR 20 MG x 500; GOB;510402305115418; PRYLTEC; NOT FOUND; 20 MG COM CX BL AL/AL X 500 (EMB HOSP); GOB
66461; CLOR CIPROFLOXA; CLORIDRATO CIPROFLOXACINO; CPR REVEST 500 MG x 10; AOB;500100404113413; CLORIDRATO CIPROFLOXACINO; NOT FOUND; 500 MG COM REV CT BL AL PLAS INC X 10; AOB
155035; DIABEMED; NOT FOUND; CPR 4 MG x 30; GM2;526114070094003; DIABEMED; NOT FOUND; 4 MG COM CT BL AL PLAS OPC X 30; GM2
