77003, CARVEDILOL, CARVEDILOL, CPR 25 MG x 30, MD7,525071504114119, CARVEDILOL, CARVEDILOL, 25 MG COM CT BL AL/AL X 30, MD7
49967, CANDERM, NOT FOUND, CPR 400 MG x 20, LG6,538812002112418, CANDERM, NOT FOUND, 400 MG COM REV CT BL AL PLAS INC X 20, LG6
68203, DEFLAZACORTE, DEFLAZACORTE, CPR 6 MG x 20, LG6,538813401118116, DEFLAZACORTE, DEFLAZACORTE, 6 MG COM CT BL AL PLAS OPC X 20, LG6
3289, DIENPAX, NOT FOUND, CPR 5 MG x 20, S_A,530501503114415, DIENPAX, NOT FOUND, 5 MG COM CT BL AL PLAS INC X 20, S_A
52813, NIMESILAM, NOT FOUND, CPR 100 MG x 12, E3S,507718501119411, NIMESILAM, NOT FOUND, 100 MG COM CT BL AL PLAS INC X 12, E3S
77915, CIT SILDENAFILA, CITRATO SILDENAFILA, CPR REVEST 25 MG x 1, E3S,507742710113117, CITRATO SILDENAFILA, CITRATO SILDENAFILA, 25 MG COM REV CT BL AL PLAS OPC X 1, E3S
71820, CLO VENLAFAXINA, CLORIDRATO VENLAFAXINA, CAPS L.P. 150 MG x 15, MD7,525068503110111, CLORIDRATO VENLAFAXINA, CLORIDRATO VENLAFAXINA, 150 MG CAP GEL DURA LIB CONTROL CT BL AL PLAS INC X 15, MD7
65145, SINVASTACOR, NOT FOUND, CPR REVEST 40 MG x 10, SDZ,511508503113412, SINVASTACOR, NOT FOUND, 40 MG COM REV CT BL AL PLAS INC X 10, SDZ
84484, DIELOFT, NOT FOUND, CPR REVEST 100 MG x 30, MD7,525069408111412, DIELOFT, NOT FOUND, 100 MG COM REV CT BL AL PLAS INC X 30, MD7
80661, PIOTAZ, NOT FOUND, CPR 45 MG x 15, GM2,526135705113417, PIOTAZ, NOT FOUND, 45 MG COM CT FR PLAS OPC X 15, GM2
80662, ROSTATIN, NOT FOUND, CPR REVEST 10 MG x 30, GM2,526135401114111, ROSUVASTATINA CALCICA, ROSUVASTATINA CALCICA, 10 MG COM REV CT BL AL/AL X 30, GM2
67931, ALENDRONATO SOD, ALENDRONATO SODIO TRI-HIDRATADO, CPR 70 MG x 4, E3S,507731502115115, ALENDRONATO SODICO, NOT FOUND, 70 MG COM CT BL AL PLAS LEIT X 4, E3S
58062, SINVASTACOR, NOT FOUND, CPR REVEST 5 MG x 30, SDZ,511508504111413, SINVASTACOR, NOT FOUND, 5 MG COM REV CT BL AL PLAS INC X 30, SDZ
74873, ACID MEFENAMICO, ACIDO MEFENAMICO, CPR REVEST 500 MG x 24, MD7,525070502118119, ACIDO MEFENAMICO, ACIDO MEFENAMICO, 500 MG COM CT BL AL PLAS AMB X 24, MD7
68471, AZITROMICINA, AZITROMICINA, CPR REVEST 500 MG x 3, FAS,508707801114113, AZITROMICINA DIIDRATADA, NOT FOUND, 500 MG COM REV CT BL AL PLAS INC X 3, FAS
69424, CEFALEXINA, CEFALEXINA, CPR REVEST 500 MG x 8, GM2,526120402111118, CEFALEXINA MONOIDRATADA, CEFALEXINA MONOIDRATADA, 500 MG COM REV CT BL AL PLAS LEIT X 8, GM2
77348, PIROXICAM CPR, NOT FOUND, CPR SOLUVEL 20 MG x 10, LG6,538802401111116, PIROXICAM, PIROXICAM, 20 MG COM SOL CT BL AL PLAS OPC X 10, LG6
58114, DICLOFENACO SOD, DICLOFENACO SODICO, CPR REVEST 100 MG x 10, E3S,507710206118110, DICLOFENACO SODICO, DICLOFENACO SODICO, 100 MG COM REV DESINT LENTA CT BL AL PLAS INC X 10, E3S
66265, ITRACONAZOL, ITRACONAZOL, CAPS 100 MG x 10, BF8,504600901119111, ITRACONAZOL, ITRACONAZOL, 100 MG CAP GEL DURA CT BL AL PLAS INC X 10, BF8
67141, CAPTOPRIL, CAPTOPRIL, CPR 25 MG x 28, LR3,524308404113110, CAPTOPRIL, CAPTOPRIL, 25 MG COM CT BL AL PVC X 28, LR3
50236, ENERGIL C, NOT FOUND, CPR EFER 1 G x 10, E3S,507712303137414, ENERGIL C, NOT FOUND, 1 G ROSE HIPS C/10, E3S
77948, AH ZUL, NOT FOUND, CPR REVEST 25 MG x 2, LG6,538806301111419, AH ZUL, NOT FOUND, 25 MG COM REV CT BL AL PLAS OPC X 2, LG6
51369, OROXADIN, NOT FOUND, CPR 100 MG x 10, S_A,530503502115317, OROXADIN, NOT FOUND, 100 MG COM CT BL AL PLAS INC X 10, S_A
77157, DIGOXINA, DIGOXINA, CPR 0.25 MG x 25, N_Q,519030801111114, DIGOXINA, DIGOXINA, 0.25 MG COM CT BL AL PLAS INC X 25, N_Q
70194, PARACETAMOL, PARACETAMOL, CPR REVEST 750 MG x 20, GM2,526121905115111, PARACETAMOL, PARACETAMOL, 750 MG COM REV CT BL AL PLAS LEIT X 20, GM2
66529, ALLEXOFEDRIN, NOT FOUND, CPR REVEST 180 MG x 10, E3S,507726902119413, ALLEXOFEDRIN, NOT FOUND, 180 MG COM REV CT BL AL/AL X 10, E3S
80414, ROSTATIN, NOT FOUND, CPR REVEST 20 MG x 30, GM2,526135402110111, ROSUVASTATINA CALCICA, ROSUVASTATINA CALCICA, 20 MG COM REV CT BL AL/AL X 30, GM2
64862, CLOR SERTRALINA, CLORIDRATO SERTRALINA, CPR REVEST 50 MG x 30, SDZ,511514101110111, CLORIDRATO SERTRALINA, CLORIDRATO SERTRALINA, 50 MG COM REV CT BL AL PLAS BCO X 30, SDZ
73872, BROMALEX, NOT FOUND, CPR 6 MG x 30, SDZ,511513802115413, BROMALEX, NOT FOUND, 6 MG COM CT BL AL PLAS INC X 30, SDZ
61920, PANTOPRAZOL, PANTOPRAZOL, CPR GASTROR 20 MG x 7, MD7,525009603112119, PANTOPRAZOL, PANTOPRAZOL, 20 MG COM REV CT BL AL PLAS INC X 7, MD7
68056, PIROXICAM, PIROXICAM, CAPS 20 MG x 15, MD7,525067003114118, PIROXICAM, PIROXICAM, 20 MG CAP GEL DURA EST FR PLAS OPC X 15, MD7
57507, DICLOFENACO SOD, DICLOFENACO SODICO, CPR 50 MG x 20, MD7,525004902111113, DICLOFENACO SODICO, DICLOFENACO SODICO, 50 MG COM REV CT BL AL PLAS INC X 20, MD7
76981, GLIMEPIRIDA, GLIMEPIRIDA, CPR 4 MG x 30, GM2,526131101116116, GLIMEPIRIDA, GLIMEPIRIDA, 4 MG COM CT BL PLAS OPC X 30, GM2
68175, CLOR DILTIAZEM, CLORIDRATO DILTIAZEM, CPR 60 MG x 50, LG6,538813303116119, CLORIDRATO DILTIAZEM, CLORIDRATO DILTIAZEM, 60 MG COM CT FR PLAS OPC X 50, LG6
54561, TENSALIV, NOT FOUND, DRAG 5 MG x 20, N_Q,519016002116411, TENSALIV, NOT FOUND, 5 MG COM CT BL AL PLAS AMB X 20, N_Q
72324, CARBAMAZEPINA, CARBAMAZEPINA, CPR 400 MG x 30, MD7,525068207112111, CARBAMAZEPINA, CARBAMAZEPINA, 400 MG COM CT BL AL PLAS INC X 30, MD7
76018, CLO PROPRANOLOL, CLORIDRATO PROPRANOLOL, CPR 80 MG x 30, MD7,525070703113114, CLORIDRATO PROPRANOLOL, CLORIDRATO PROPRANOLOL, 80 MG COM CT BL AL PLAS INC X 30, MD7
73799, ACICLOVIR, ACICLOVIR, CPR 200 MG x 10, BF8,504612001118112, ACICLOVIR, ACICLOVIR, 200 MG COM CT BL AL PLAS INC X 10, BF8
83350, VALSACOR, NOT FOUND, CPR REV . 320 MG x 30, LG6,538807103119411, VALSACOR, NOT FOUND, 320 MG COM REV CT BL AL/AL X 30, LG6
66733, GENFIBROZILA, GENFIBROZILA, CPR REVEST 600 MG x 24, GM2,526119601112110, GENFIBROZILA, GENFIBROZILA, 600 MG COM REV CT BL AL PLAS INC X 24, GM2
50236, ENERGIL C, NOT FOUND, CPR EFER 1 G x 10, E3S,507712301134418, ENERGIL C, NOT FOUND, 1 G COMP EFERV C/10, E3S
72321, CARBAMAZEPINA, CARBAMAZEPINA, CPR 400 MG x 20, MD7,525068205111118, CARBAMAZEPINA, CARBAMAZEPINA, 400 MG COM CT BL AL PLAS INC X 20, MD7
61220, NAPRONAX, NOT FOUND, CPR 550 MG x 10, N_Q,519007501113419, NAPRONAX, NOT FOUND, 550 MG COM CT BL AL PLAS INC X 10, N_Q
76248, CLO SIBUTRAMINA, CLORIDRATO SIBUTRAMINA MONOIDRATADO, CAPS GEL 15 MG x 30, GM2,526130203111115, CLORIDRATO SIBUTRAMINA, CLORIDRATO SIBUTRAMINA MONOIDRATADO, 15 MG CAP GEL DURA CT BL AL PLAS OPC X 30, GM2
77936, SOLLEVARE, NOT FOUND, CPR REVEST 100 MG x 4, E3S,507744504111410, SOLLEVARE, NOT FOUND, 100 MG COM REV CT BL AL PLAS OPC X 4, E3S
67361, CLOR METFORMINA, CLORIDRATO METFORMINA, CPR REVEST 500 MG x 30, BF8,504611001114119, CLORIDRATO METFORMINA, CLORIDRATO METFORMINA, 500 MG COM REV CT BL AL PLAS INC X 30, BF8
64990, ACICLOVIR, ACICLOVIR, CPR 400 MG x 30, SDZ,511500102111111, ACICLOVIR, ACICLOVIR, 400 MG COM CT BL AL PLAS BCO OPC X 30, SDZ
66549, PREVIDEZ 2, NOT FOUND, CPR 0.75 MG x 2, E3S,507727601112418, PREVIDEZ 2, NOT FOUND, 0.75 MG COM CT BL AL PLAS INC X 2, E3S
60521, SINVASTATINA, SINVASTATINA, CPR REVEST 20 MG x 10, SDZ,511508606117119, SINVASTATINA, SINVASTATINA, 20 MG COM REV CT BL AL PLAS INC X 10, SDZ
71252, CLOR FLUOXETINA, CLORIDRATO FLUOXETINA, CAPS 10 MG x 20, GM2,526116905110113, CLORIDRATO FLUOXETINA, CLORIDRATO FLUOXETINA, 10 MG CAP GEL DURA CT BL AL PLAS INC X 20, GM2
61240, BES ANLODIPINO, BESILATO ANLODIPINO, CPR 10 MG x 30, SDZ,511512004118115, BESILATO ANLODIPINO, BESILATO ANLODIPINO, 10 MG COM CT BL AL/AL X 30, SDZ
68384, IBUPROFENO, IBUPROFENO, CPR REVEST 200 MG x 20, E3S,507732601117114, IBUPROFENO, IBUPROFENO, 200 MG COM REV CT BL AL PLAS LEIT X 20, E3S
57593, CAPTOTEC, NOT FOUND, CPR 50 MG x 28, SDZ,511501303119411, CAPTOTEC, NOT FOUND, 50 MG COM CT BL AL PLAS INC X 28, SDZ
58901, AMPICILINA, AMPICILINA, CAPS 500 MG x 12, SDZ,511512101113114, AMPICILINA, AMPICILINA, 500 MG CAP GEL DURA CT BL AL PLAS INC X 12, SDZ
78271, ATORVASTATINA, ATORVASTATINA, CPR REVEST 10 MG x 60, E3S,507743402110115, ATORVASTATINA CALCICA, ATORVASTATINA CALCICA, 10 MG COM REV CT BL AL AL X 60, E3S
75252, PANTOPRAZOL, PANTOPRAZOL, CPR REVEST 40 MG x 28, SDZ,511515404117110, PANTOPRAZOL SODICO, PANTOPRAZOL SODICO SESQUI-HIDRATADO, 40 MG COM REV CT BL AL/AL X 28, SDZ
68168, BROMAZEPAM, BROMAZEPAM, CPR 3 MG x 30, E3S,507725203111113, BROMAZEPAM, BROMAZEPAM, 3 MG COM CT BL AL PLAS INC X 30, E3S
62535, CLO, NOT FOUND, CPR REVEST 25 MG x 20, E3S,507707103117111, CLORIDRATO CLOMIPRAMINA, CLORIDRATO CLOMIPRAMINA, 25 MG COM REVES CT BL AL PLAS INC X 20, E3S
62829, LANSOHEXAL, NOT FOUND, CAPS 30 MG x 7, SDZ,511505302117416, LANSOHEXAL, NOT FOUND, 30 MG CAP LIB RET CT FR PLAS OPC X 7, SDZ
61449, NEOZOL, NOT FOUND, CAPS GELATIN 30 MG x 7, N_Q,519013602112412, NEOZOL, NOT FOUND, 30 MG CAP GEL DURA DESINT GRAD CT BL AL PLAS INC X 7, N_Q
59864, ATENOLOL, ATENOLOL, CPR 25 MG x 30, SDZ,511500702117110, ATENOLOL, ATENOLOL, 25 MG COM REV CT BL AL PLAS INC X 30, SDZ
71259, CLORTALIL, NOT FOUND, CPR 50 MG x 30, E3S,507708403114418, CLORTALIL, NOT FOUND, 50 MG COM CT ENV AL X 30, E3S
68361, AMOXINA, NOT FOUND, CAPS 500 MG x 21, SDZ,511500504110411, AMOXINA, NOT FOUND, 500 MG CAP GEL DURA CT BL AL PLAS INC X 21, SDZ
52114, LORALERG, NOT FOUND, CPR 10 MG x 10, FAS,508703602117411, LORALERG, NOT FOUND, 10 MG COMP CT BL AL PLAST INC X 10, FAS
30432, CELESTONE, NOT FOUND, CPR 2 MG x 10, MQF,512400702113319, CELESTONE, NOT FOUND, COMP 2 MG BL C/ 10, MQF
54548, NEOSAC, NOT FOUND, CPR 150 MG x 20, N_Q,519012601112410, NEOSAC, NOT FOUND, 150 MG COM REV CT BL AL PLAS AMB X 20, N_Q
58817, BROMAZEPAM, BROMAZEPAM, CPR 3 MG x 20, MD7,525001401111116, BROMAZEPAM, BROMAZEPAM, 3 MG COM CT BL AL PLAS INC X 20, MD7
57202, TENOXICAM, TENOXICAM, CPR REVEST 20 MG x 10, E3S,507723601118111, TENOXICAM, TENOXICAM, 20 MG COM REV CT BL AL PLAS INC X 10, E3S
77304, GLIMEPIRIDA, GLIMEPIRIDA, CPR 4 MG x 30, E3S,507740601112113, GLIMEPIRIDA, GLIMEPIRIDA, 4 MG COM CT BL AL PLAS OPC X 30, E3S
1999, CALMOCITENO, NOT FOUND, CPR 5 MG x 20, MD7,525001703118415, CALMOCITENO, NOT FOUND, 5 MG COM CT BL AL PLAST INC X 20, MD7
77274, FENOFIBRATO, FENOFIBRATO, CAPS 200 MG x 30, LG6,538803701119110, FENOFIBRATO, FENOFIBRATO, 200 MG CAP GEL DURA CT BL AL PLAS OPC X 30, LG6
62859, LORAPAN, NOT FOUND, CPR 1 MG x 20, N_Q,519018302117411, LORAPAN, NOT FOUND, 1 MG COM CT BL AL PLAS INC X 20, N_Q
74093, DOXURAN, NOT FOUND, CPR 4 MG x 30, SDZ,511515102110415, DOXURAN, NOT FOUND, 4 MG COM CT BL AL PLAS INC X 30, SDZ
56378, CAPTOPRIL, CAPTOPRIL, CPR 25 MG x 60, MD7,525001807118111, CAPTOPRIL, CAPTOPRIL, 25 MG COM CT BL AL PLAS INC X 60, MD7
68367, DEFLAZACORTE, DEFLAZACORTE, CPR 6 MG x 20, GM2,526121202114111, DEFLAZACORTE, DEFLAZACORTE, 6 MG COM CT BL AL PLAS LEIT X 20, GM2
74533, AZITROMICINA, AZITROMICINA, CPR REVEST 500 MG x 3, N_Q,519028502119111, AZITROMICINA, AZITROMICINA, 500 MG COM REV CT BL AL PLAS INC X 3, N_Q
66060, MALEA ENALAPRIL, MALEATO ENALAPRIL, CPR 5 MG x 30, N_Q,519022503113118, MALEATO ENALAPRIL, MALEATO ENALAPRIL, 5 MG COM CT ENV AL X 30, N_Q
61238, BES ANLODIPINO, BESILATO ANLODIPINO, CPR 5 MG x 30, SDZ,511512002115119, BESILATO ANLODIPINO, BESILATO ANLODIPINO, 5 MG COM CT BL AL/AL X 30, SDZ
53811, FLOXATRAT, NOT FOUND, CPR 400 MG x 14, LR3,524303601115417, FLOXATRAT, NOT FOUND, 400 MG COM CT BL AL PLAS INC X 14, LR3
78283, SINVASTATINA, SINVASTATINA, CPR 40 MG x 30, LG6,538805001114112, SINVASTATINA, SINVASTATINA, 40 MG COM REV CT BL AL PLAS OPC X 30, LG6
76582, ZOXIPAN, NOT FOUND, CPR REVEST 20 MG x 30, MD7,525071402117410, ZOXIPAN, NOT FOUND, 20 MG COM REV CT BL AL PLAS INC X 30, MD7
54609, METILCORD, NOT FOUND, CPR 500 MG x 30, LR3,524305202110418, METILCORD, NOT FOUND, 500 MG COM REV CT BL AL PLAS INC X 30, LR3
72320, CARBAMAZEPINA, CARBAMAZEPINA, CPR 200 MG x 20, MD7,525068201114112, CARBAMAZEPINA, CARBAMAZEPINA, 200 MG COM CT BL AL PLAS INC X 20, MD7
68256, LANSOPRAZOL, LANSOPRAZOL, CAPS 30 MG x 28, LG6,538817803113111, LANSOPRAZOL, LANSOPRAZOL, 30 MG CAP GEL DURA C/ MICROG LIB RET CT BL AL PLAS INC X 28, LG6
95814, RAZAPINA ODT, NOT FOUND, CPR ORODISPE 30 MG x 14, SDZ,511515602113413, RAZAPINA, NOT FOUND, 30 MG COM REV CT BL AL/PLAS INC X 14, SDZ
78274, ATORVASTATINA, ATORVASTATINA, CPR REVEST 40 MG x 30, E3S,507743404113111, ATORVASTATINA CALCICA, ATORVASTATINA CALCICA, 40 MG COM REV CT BL AL AL X 30, E3S
95689, IBUPROFENO, IBUPROFENO, CPR REVEST 300 MG x 20, E3S,507732602113112, IBUPROFENO, IBUPROFENO, 300 MG COM REV CT BL AL PLAS OPC X 20, E3S
76111, CIBRATO, NOT FOUND, CPR 100 MG x 30, MQF,512406302117413, CIBRATO, NOT FOUND, 100 MG COM CT BL AL PLAS INC X 30, MQF
76943, LOSARTAN POTAS, NOT FOUND, CPR REVEST 50 MG x 30, N_Q,519029901114111, LOSARTANA POTASSICA, LOSARTANA POTASSICA, 50 MG COM REV CT BL AL PLAS INC X 30, N_Q
70263, ACETOFLUX, NOT FOUND, CPR 10 MG x 14, E3S,507700302114417, ACETOFLUX, NOT FOUND, 10 MG COM CT BL AL PLAS INC X 14, E3S
