73676; CLO TICLOPIDINA; CLORIDRATO TICLOPIDINA; CPR REVEST 250 MG x 30; LG6;5,08026E+14; CLORIDRATO TICLOPIDINA; CLORIDRATO TICLOPIDINA; 250 MG COM REV CT BL AL PLAS INCX 30; EUF
59248; MALEA ENALAPRIL; MALEATO ENALAPRIL; CPR 5 MG x 30; SDZ;5,19023E+14; MALEATO ENALAPRIL; MALEATO ENALAPRIL; 5 MG COM CT ENV AL X 30; N_Q
61925; PANTOPRAZOL; PANTOPRAZOL; CPR GASTROR 40 MG x 28; MD7;5,08011E+14; PANTOPRAZOL; PANTOPRAZOL; 40 MG COM REV CT BL AL/AL X 28; EUF
58252; FUMARATO CETOTI; FUMARATO CETOTIFENO; GOTAS 1 MG 30 ML x 1 (/ML); MD7;5,02402E+14; FUMARATO CETOTIFENO; FUMARATO CETOTIFENO; 1 MG/ML SOL OR CT FR VD AMB X 30 ML + CGT; NO_ACR
79596; VALSARTANA; VALSARTANA; CPR REVEST 320 MG x 30; MD7;5,25073E+14; VALSARTANA; VALSARTANA; 320 MG COM REV CT BL AL/AL X 30; MD7
75662; PARACETAMOL; PARACETAMOL; CPR 750 MG x 200; S_A;5,08708E+14; PARACETAMOL; PARACETAMOL; 750 MG COM CT BL AL PLAS X 200; FAS
71468; LISINOPRIL; LISINOPRIL; CPR 20 MG x 30; FAS;5,29905E+14; LISINOPRIL; LISINOPRIL; 20 MG COM CT BL AL PLAS INC X 30; RBY
72687; AZITROMICINA; AZITROMICINA; CPR REVEST 500 MG x 5; MD7;5,2507E+14; AZITROMICINA; AZITROMICINA; 500 MG COM REV CT BL AL PLAS INC X 5; MD7
68172; CLOR CLOMIPRAMI; CLORIDRATO CLOMIPRAMINA; CPR 25 MG x 20; LG6;5,07707E+14; CLORIDRATO CLOMIPRAMINA; CLORIDRATO CLOMIPRAMINA; 25MG COM REVES CT BL AL PLAS INC X 20; E3S
66095; BROMAZEPAM; BROMAZEPAM; CPR 3 MG x 20; GM2;5,06902E+14; BROMAZEPAM; BROMAZEPAM; 3 MG COM CT BL AL PLAS INC X 20; NO_ACR
57138; MALEA ENALAPRIL; MALEATO ENALAPRIL; CPR 20 MG x 30; E3S;5,19023E+14; MALEATO ENALAPRIL; MALEATO ENALAPRIL; 20MG COM CT ENV AL X 30; N_Q
59864; ATENOLOL; ATENOLOL; CPR 25 MG x 30; SDZ;5,38808E+14; ATENOLOL; ATENOLOL; 25 MG COM CT BL AL PLAS OPC X 30; LG6
77192; CETOCONAZOL; CETOCONAZOL; CPR 200 MG x 10; S_A;5,29902E+14; CETOCONAZOL; CETOCONAZOL; 200 MG COM CT STR X 10; RBY
62474; DICLOFEN DIETIL; DICLOFENACO DIETILAMONIO; GEL. 10 MG 60 G x 1 (/G); N_Q;5,26119E+14; DICLOFENACO DIETILAMONIO; DICLOFENACO DIETILAMONIO; 10MG/G GEL CREM CT BG AL X 60G ; GM2
66344; CITALOPRAM; CITALOPRAM; CPR 20 MG x 14; BF8;5,25301E+14; CITALOPRAM; CITALOPRAM; 20 MG COM REV CT BL AL PLAS INC X 14; NO_ACR
68247; GENFIBROZILA; GENFIBROZILA; CPR REVEST 900 MG x 12; LG6;5,07729E+14; GENFIBROZILA; GENFIBROZILA; 900 MG 2 BLT C/ 6 COMP; E3S
59913; NIMESULIDA; NIMESULIDA; GOTAS 50 MG 15 ML x 1 (/ML); E3S;5,04611E+14; NIMESULIDA; NIMESULIDA; 50MG/ML SUS OR CT FR PLAS TRANS GOT X 15 ML; BF8
63665; PREDNISONA; PREDNISONA; CPR 20 MG x 10; E3S;5,19602E+14; PREDNISONA; PREDNISONA; 20 MG/COMP CX 50 ENV X 10; NO_ACR
44227; KOLANTYL DMP; NOT FOUND; GEL. 200 ML x 1; MD7;5,25007E+14; KOLANTYL; NOT FOUND; GEL X 200 ML; MD7
57494; CLOR RANITIDINA; CLORIDRATO RANITIDINA; CPR REVEST 150 MG x 20; E3S;5,20708E+14; CLORIDRATO RANITIDINA; CLORIDRATO RANITIDINA; 150 MG COM REV CT BL AL/AL X 20; TTB
77063; DIPROSONE; NOT FOUND; CREME 0.64 MG 10 G x 1 (/G); MQF;5,12402E+14; DIPROSONE; NOT FOUND; 0.64 MG/ML LOC CT FR PLAS OPC X 10 ML   ; MQF
68500; PARACETAMOL; PARACETAMOL; GOTAS 200 MG 15 ML x 1 (/ML); FAS;5,08708E+14; PARACETAMOL; PARACETAMOL; 200 MG/ML SOL OR CT FR PLAS OPC X 15 ML; FAS
76943; LOSARTAN POTAS; NOT FOUND; CPR REVEST 50 MG x 30; N_Q;5,08019E+14; LOSARTANA POTASSICA; LOSARTANA POTASSICA; 50 MG CT C/ 30 CPR; EUF
62931; CETOPROFENO; CETOPROFENO; CAPS 50 MG x 24; E3S;5,07706E+14; CETOPROFENO; CETOPROFENO; 50MG 1 BL X 24 CAPS; E3S
63920; PANTOPAZ; NOT FOUND; CPR REVEST 40 MG x 14; SDZ;5,11515E+14; PANTOPRAZOL SODICO; PANTOPRAZOL SODICO SESQUI-HIDRATADO; 40 MG COM REV CT BL AL/AL X 14; SDZ
56575; DIPIRONA SODICA; NOT FOUND; GOTAS 500 MG 10 ML x 1 (/ML); E3S;5,19601E+14; DIPIRONA; DIPIRONA; 500 MG/COMP CX 50 ENV X 10; NO_ACR
66690; CLOR DILTIAZEM; CLORIDRATO DILTIAZEM; CPR 60 MG x 25; GM2;5,31608E+14; CLOR DILTIAZEM; CLORIDRATO DILTIAZEM; 60 MG C/ 25 COMP; NO_ACR
63665; PREDNISONA; PREDNISONA; CPR 20 MG x 10; E3S;5,33023E+14; PREDNISONA; PREDNISONA; 20 MG COM CT BL AL PLAS INC X 10; U_Q
58114; DICLOFENACO SOD; DICLOFENACO SODICO; CPR REVEST 100 MG x 10; E3S;5,38801E+14; DICLOFENACO SODICO; DICLOFENACO SODICO; 100 MG COMP REV DESINT LENTA BL AL PLAS INC X 10; LG6
85428; DICLOFENACO SOD; DICLOFENACO SODICO; CPR REVEST 50 MG x 20; N_Q;5,16703E+14; DICLONACO; NOT FOUND; COMP REV 50MG (CX C/25 BL C/20); NO_ACR
104576; ALPRAZOLAM; ALPRAZOLAM; CPR 0.25 MG x 30; N_Q;5,07728E+14; ALPRAZOLAM; ALPRAZOLAM; 0.25 MG COM CT BL AL PLAS INC X 30; E3S
78675; SINVASTATINA; SINVASTATINA; CPR REVEST 20 MG x 60; E3S;5,11509E+14; SINVASTATINA; SINVASTATINA; 20 MG COM REV CT BL AL PLAS INC X 60; SDZ
63923; ALPRAZOLAM; ALPRAZOLAM; CPR 0.50 MG x 20; SDZ;5,31608E+14; ALPRAZOLAM B1; NOT FOUND; 0.5MG BLT C/ 20 COMP; NO_ACR
62735; LORATA PSEUDOEF; NOT FOUND; XAR. 60 ML x 1; BF8;5,08016E+14; LORATADINA SULF PSEUDOEFEDRINA; NOT FOUND; XAROPE 60ML; EUF
76467; CLO VENLAFAXINA; CLORIDRATO VENLAFAXINA; CAPS L.P. 150 MG x 30; E3S;5,25069E+14; CLORIDRATO VENLAFAXINA; CLORIDRATO VENLAFAXINA; 150MG CAP GEL DURA LIB CONTROL CT BL AL PLAS INC X 30; MD7
73717; BROMAZEPAM; BROMAZEPAM; CPR 6 MG x 20; SDZ;5,38504E+14; BROMAZEPAM; BROMAZEPAM; 6 MG COM CT BL AL PLAS INC X 20; HY_
77942; CIT SILDENAFILA; CITRATO SILDENAFILA; CPR REVEST 50 MG x 1; GM2;5,26133E+14; CITRATO SILDENAFILA; CITRATO SILDENAFILA; 50 MG COM REV CT BL AL PLAS OPC X 1; GM2
66705; DEFLAZACORTE; DEFLAZACORTE; CPR 6 MG x 20; E3S;5,07728E+14; DEFLAZACORTE; DEFLAZACORTE; 6 MG COM CT BL AL PLAS LEIT X 20; E3S
70124; DIPIRONA SODICA; NOT FOUND; GOTAS 500 MG 10 ML x 1 (/ML); FAS;5,20203E+14; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 10; L4S
78003; CIT SILDENAFILA; CITRATO SILDENAFILA; CPR REVEST 50 MG x 8; SDZ;5,25074E+14; CITRATO SILDENAFILA; CITRATO SILDENAFILA; 50 MG COM REV CT BL AL PLAS INC X 8; MD7
82774; MIOFIBRAX; NOT FOUND; CPR REVEST 5 MG x 30; LG6;5,38805E+14; MIOFIBRAX; NOT FOUND; 5 MG COM REV CT BL AL PLAS OPC X 30; LG6
63983; ALBENDAZOL; ALBENDAZOL; CPR MASC 400 MG x 1; E3S;5,07701E+14; ALBENDAZOL; ALBENDAZOL; 400 MG COM MAST CT STRIP X 1; E3S
51310; NEOLASIL; NOT FOUND; AMP. 10 MG 2 ML x 100; N_Q;5,19012E+14; NEOLASIL; NOT FOUND; 10MG/ML SOL INJ CX 100 AMP VD AMB X 2ML (EMB HOSP); N_Q
78251; SINVASTATINA; SINVASTATINA; CPR REVEST 20 MG x 30; E3S;5,29906E+14; SINVASTATINA; SINVASTATINA; 20 MG COM CT BL AL PLAS INC X 30; RBY
68170; BUTILB ESCOPOLA; BUTILBROMETO ESCOPOLAMINA; GOTAS 10 MG 20 ML x 1 (/ML); LG6;5,07726E+14; BUTILBROMETO ESCOPOLAMINA; BUTILBROMETO ESCOPOLAMINA; 10 MG/ML SOL OR CT FR VD AMB GOT X 20 ML; E3S
68957; ACICLOVIR; ACICLOVIR; CREME 50 MG 10 G x 1 (/G); LG6;5,06407E+14; ACICLOVIR; ACICLOVIR; 50 MG/G CREM DERM CT BG AL X 10 G; CM5
61914; AMOXICILINA; AMOXICILINA; SUSP 400 MG 100 ML x 1 (/5ML); MD7;5,08E+14; AMOXICILINA; AMOXICILINA; 400 MG/5ML PO P/ SUS OR CT FR VD AMB X 100 ML + SER DOSAD; EUF
67046; CARBAMAZEPINA; CARBAMAZEPINA; CPR 200 MG x 20; N_Q;5,19024E+14; CARBAMAZEPINA; CARBAMAZEPINA; 200 MG COM CT BL AL PLAS INC X 20; N_Q
56572; DIPIRONA SODICA; NOT FOUND; GOTAS 500 MG 10 ML x 1 (/ML); N_Q;5,0871E+14; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML; FAS
62961; CAPTOPRIL; CAPTOPRIL; CPR 25 MG x 30; GM2;5,20724E+14; CAPTOPRIL GEN; NOT FOUND; 25 MG COM CT BL AL PLAS INC X 30; TTB
62922; LISINOPRIL; LISINOPRIL; CPR 20 MG x 30; E3S;5,25007E+14; LISINOPRIL; LISINOPRIL; 20 MG COM CT 3 BL AL PLAST INC X 10; MD7
67642; CLO ANFEPRAMONA; CLORIDRATO ANFEPRAMONA; CPR 25 MG x 20; GM2;5,26121E+14; CLORIDRATO ANFEPRAMONA; CLORIDRATO ANFEPRAMONA; 25 MG COM CT BL AL PLAS LEIT X 20; GM2
63003; DICLAC; NOT FOUND; CPR REVEST 50 MG x 20; SDZ;5,04601E+14; DICLOFENACO SODICO; DICLOFENACO SODICO; 50 MG COM REV CT 2 BL AL PLAS INC X 10; BF8
63662; OMEPRAZOL; OMEPRAZOL; CAPS GELATIN 20 MG x 28; E3S;5,07719E+14; OMEPRAZOL; OMEPRAZOL; 20 MG 4 BLT C/ 7 CAPS; E3S
66711; DIAZEPAM; DIAZEPAM; CPR 5 MG x 20; GM2;5,19031E+14; DIAZEPAM; DIAZEPAM; 5 MG COM CT BL AL PLAS INC X 20; N_Q
58062; SINVASTACOR; NOT FOUND; CPR REVEST 5 MG x 30; SDZ;5,11509E+14; SINVASTACOR; NOT FOUND; 5 MG COM REV CT BL AL PLAS INC X 30; SDZ
54895; NEO FEDIPINA; NOT FOUND; CPR 10 MG x 30; N_Q;5,19009E+14; NEO FEDIPINA; NOT FOUND; 10 MG COM CT BL AL PLAS AMB X 30; N_Q
70871; MALEA ENALAPRIL; MALEATO ENALAPRIL; CPR 20 MG x 30; LG6;5,20714E+14; MALEATO ENALAPRIL; MALEATO ENALAPRIL; 20 MG COM CT BL AL/AL X 30; TTB
63757; HIDROCLOROTIAZI; NOT FOUND; CPR 50 MG x 20; N_Q;5,02816E+14; HIDROCLOROTIAZIDA; HIDROCLOROTIAZIDA; 50 MG COM CT BL AL PLAS INC X 20; NO_ACR
64113; RAMIPRIL; RAMIPRIL; CPR 5 MG x 30; SDZ;5,11514E+14; RAMIPRIL; RAMIPRIL; 5 MG COM CT STR AL/AL X 30; SDZ
33505; TICLID; NOT FOUND; DRAG 250 MG x 20; S_A;5,30505E+14; TICLID; NOT FOUND; 250 MG COM REV CT BL AL PLAS INC X 20; S_A
66095; BROMAZEPAM; BROMAZEPAM; CPR 3 MG x 20; GM2;5,21122E+14; BROMAZEPAM; BROMAZEPAM; 3 MG COM CT BL AL PLAS INC X 20; NO_ACR
63851; SINVASTATINA; SINVASTATINA; CPR REVEST 20 MG x 30; SDZ;5,29906E+14; SINVASTATINA; SINVASTATINA; 20 MG COM CT BL AL PLAS INC X 30; RBY
63160; FINASTERIDA; FINASTERIDA; CPR REVEST 5 MG x 30; E3S;5,20732E+14; FINASTERIDA; FINASTERIDA; 5 MG COM REV CT BL AL PLAS OPC X 30; TTB
75251; PANTOPRAZOL; PANTOPRAZOL; CPR REVEST 20 MG x 28; SDZ;5,26115E+14; PANTOPRAZOL; PANTOPRAZOL; 20MG 2BLT C/ 14 COMP; GM2
59043; ATENOLOL; ATENOLOL; CPR 25 MG x 30; MD7;5,25308E+14; ATENOLOL; ATENOLOL; 25 MG COM CT BL AL PLAS INC X 30; NO_ACR
60185; NEOFLOXIN; NOT FOUND; CPR 400 MG x 14; N_Q;5,19012E+14; NEOFLOXIN; NOT FOUND; 400 MG COM REV CT BL AL PLAS INC X 14; N_Q
76789; IBUPROFENO; IBUPROFENO; GOTAS 50 MG 30 ML x 1 (/ML); LG6;5,38802E+14; IBUPROFENO; IBUPROFENO; 50 MG/ML SUS OR CT FR PLAS OPC GOT X 30 ML; LG6
68361; AMOXINA; NOT FOUND; CAPS 500 MG x 21; SDZ;5,07702E+14; AMOX; NOT FOUND; EMS - 500 MG 1 BL X 21 CAPS; E3S
59498; ITRASPOR; NOT FOUND; CAPS GELATIN 100 MG x 15; E3S;5,26107E+14; ITRASPOR; NOT FOUND; 100 MG 1 BL X 15 CAPS; GM2
2451; CLORANA; NOT FOUND; CPR 50 MG x 20; S_A;5,26125E+14; CLORIDRATO SERTRALINA; CLORIDRATO SERTRALINA; 50 MG COM REV CT BL AL PLAS LEIT X 20; GM2
57307; SIGMASPORIN MICROR; NOT FOUND; CAPS 50 MG x 50; GM2;5,26111E+14; SIGMASPORIN; NOT FOUND; 50MG 1 BL X 50 CAPS MICRORAL; GM2
59699; CLOR CIPROFLOXA; CLORIDRATO CIPROFLOXACINO MONOIDRATADO; CPR REVEST 500 MG x 14; SDZ;5,19021E+14; CLORIDRATO CIPROFLOXACINO; CLORIDRATO CIPROFLOXACINO MONOIDRATADO; 500 MG COM REV CT BL AL PLAS INC X 14; N_Q
62535; CLO; NOT FOUND; CPR REVEST 25 MG x 20; E3S;5,06302E+14; CLORIZIN; NOT FOUND; 25MG COM CT BL AL PLAS INC X 20; CF2
79568; VALSARTANA; VALSARTANA; CPR REVEST 320 MG x 30; E3S;5,07744E+14; VALSARTANA; VALSARTANA; 320 MG COM REV. CT BL AL/AL X 30; E3S
75729; AMOXICILINA; AMOXICILINA; CAPS 500 MG x 21; LG6;5,386E+14; AMOXICILINA; AMOXICILINA; 500 MG CAP GEL DURA CT BL AL PLAS INC X 21; UFB
62534; CLO; NOT FOUND; CPR REVEST 10 MG x 20; E3S;5,38808E+14; CLOTRIMAZOL; CLOTRIMAZOL; 10 MG/G CREM DERM CT BG AL X 20 G; LG6
74587; MALEAT DEXCLORF; MALEATO DEXCLORFENIRAMINA; GOTAS 2.80 MG 20 ML x 1 (/ML); E3S;5,26115E+14; MALEATO DEXCLORFENIRAMINA; MALEATO DEXCLORFENIRAMINA; 2.8 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML; GM2
73624; ALPRAZOLAM; ALPRAZOLAM; CPR 0.25 MG x 20; MD7;5,015E+14; ALPRAZOLAM; ALPRAZOLAM; COMP. 0.25MG FR PLASTICO X 20; ATX
70023; ALPRAZOLAM; ALPRAZOLAM; CPR 1 MG x 30; GM2;5,26118E+14; ALPRAZOLAM B1; NOT FOUND; 1 MG COM CT BL AL PLAS INC X 30; GM2
68168; BROMAZEPAM; BROMAZEPAM; CPR 3 MG x 30; E3S;5,11514E+14; BROMAZEPAM; BROMAZEPAM; 3 MG COM CT BL ALPLAS INC X 30; SDZ
68260; LISINOPRIL; LISINOPRIL; CPR 20 MG x 30; LG6;5,21109E+14; LISINOPRIL; LISINOPRIL; 20 MG COM CT 2 BL AL PLAS INC X 15; NO_ACR
47907; EXPEC; NOT FOUND; XAR. 120 ML x 1; LG6;5,26105E+14; EXPEC; NOT FOUND; XPE FR X120ML; GM2
64013; FESTONE; NOT FOUND; CPR REVEST 10 MG x 30; SDZ;5,11513E+14; FESTONE; NOT FOUND; 10 MG COM REV CT BL AL PLAS BCO OPC X 30; SDZ
80418; VALSARTANA; VALSARTANA; CPR REVEST 160 MG x 30; GM2;5,26135E+14; VALSARTANA; VALSARTANA; 160 MG COM REV CT BL AL AL X 30 ; GM2
58165; AMOXICILINA; AMOXICILINA; CAPS 500 MG x 15; GM2;5,00103E+14; AMOXICILINA; AMOXICILINA; 500 MG CAP GEL DURA CT BL AL PLAS INC X 15; AOB
72212; ADAPALENO; ADAPALENO; GEL. 1 MG 30 G x 1 (/G); MD7;5,3161E+14; ADAPALENO; ADAPALENO; 1 MG/G GEL CT BG AL X 30 G; NO_ACR
80417; VALSARTANA; VALSARTANA; CPR REVEST 80 MG x 30; GM2;5,38807E+14; VALSARTANA; VALSARTANA; 80 MG COM REV CT BL AL AL X 30; LG6
61538; DIPIRONA SODICA; NOT FOUND; CPR 500 MG x 100; MD7;5,10409E+14; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 100 (EMB MULT); GOB
66092; BETAMETASONA; BETAMETASONA; CPR 2 MG x 10; GM2;5,26114E+14; BETAMETASONA; BETAMETASONA; 2.0MG COM CT BL AL PLAS BCO LEITX 10; GM2
63254; LORAZEPAM; LORAZEPAM; CPR 2 MG x 20; MD7;5,25419E+14; LORAZEPAM; LORAZEPAM; 2 MG COM CT BL AL PLAS INC X 20; NO_ACR
49687; BENECTRIN BALSAMIC; NOT FOUND; SUSP 100 ML x 1; LG6;5,26101E+14; BENECTRIN; NOT FOUND; SUSP FR X 100ML; GM2
73627; ALPRAZOLAM; ALPRAZOLAM; CPR 0.50 MG x 30; MD7;5,20732E+14; ALPRAZOLAM; ALPRAZOLAM; 0.5 MG COM CT BL AL PLAS INC X 30; TTB
78308; SINVASTATINA; SINVASTATINA; CPR REVEST 20 MG x 60; GM2;5,11509E+14; SINVASTATINA; SINVASTATINA; 20 MG COM REV CT BL AL PLAS INC X 60; SDZ
68335; SIMETICONA; SIMETICONA; CPR 40 MG x 20; MD7;5,11516E+14; SIMETICONA; SIMETICONA; 40 MG COM CT BL AL PLAS INC X 20; SDZ
70269; CEFANID; NOT FOUND; CPR 500 MG x 8; N_Q;5,33025E+14; CEFALEXINA MONOIDRATADA; CEFALEXINA MONOIDRATADA; 500 MG CAP GEL DURA CT BL AL PLAS INC X 8; U_Q
77427; DESLORATADINA; DESLORATADINA; XAROPE 0.50 MG 60 ML x 1 (/ML); LG6;5,28531E+14; DESLORATADINA; DESLORATADINA; 0.5 MG/ML XPE CT FR PLAS AMB X 60 ML + SER DOSAD; PZ8
66761; NORFLOXACINO; NORFLOXACINO; CPR 400 MG x 14; GM2;5,19029E+14; NORFLOXACINO; NORFLOXACINO; 400 MG COM REV CT BL AL PLAS INC X 14; N_Q
73842; MALENA; NOT FOUND; CPR 20 MG x 30; E3S;5,28527E+14; MALEATO ENALAPRIL; MALEATO ENALAPRIL; 20 MG COM CT BL AL/AL X 30; PZ8
48677; DIPROSONE; NOT FOUND; CREME 0.64 MG 30 G x 1 (/G); MQF;5,12402E+14; DIPROSONE; NOT FOUND; 0.64 MG/ML LOC CT FR PLAS OPC X 30 ML ; MQF
65469; DESONIDA; DESONIDA; POM. 0.50 MG 30 G x 1 (/G); E3S;5,25064E+14; DESONIDA; DESONIDA; 0.5 MG/G CREM DERM CT BG AL X 30 G ; MD7
69669; DIPIRONA SODICA; NOT FOUND; GOTAS 500 MG 10 ML x 1 (/ML); GM2;5,13001E+14; DIPIRONA; DIPIRONA; 500 MG COM CX 50 ENV AL POLIET X 10; NO_ACR
66303; DESONIDA; DESONIDA; POM.DERMAT 0.50 MG 30 G x 1 (/G); MD7;5,07727E+14; DESONIDA; DESONIDA; 0.5MG/G CREM CT BG AL X 30G; E3S
62922; LISINOPRIL; LISINOPRIL; CPR 20 MG x 30; E3S;5,35901E+14; LISINOPRIL; LISINOPRIL; 20 MG COM CT BL AL PLAS INC X 30; NO_ACR
69532; FINASTERIDA; FINASTERIDA; CPR REVEST 1 MG x 30; LG6;5,11513E+14; FINASTERIDA; FINASTERIDA; 1 MG COM REV CT BL AL PLAS INC X 30; SDZ
63613; BES ANLODIPINO; BESILATO ANLODIPINO; CPR 5 MG x 30; BF8;5,25301E+14; BESILATO ANLODIPINO; BESILATO ANLODIPINO; 5MG COM CT 3 BL AL PLA BCO OPC X 10; NO_ACR
64514; MIGRANETTE; NOT FOUND; CPR REVEST x 20; LG6;5,26116E+14; MIGRANETTE; NOT FOUND; 20 COMP REV; GM2
59214; SIMETICONA; SIMETICONA; GOTAS 75 MG 15 ML x 1 (/ML); MD7;5,11516E+14; SIMETICONA; SIMETICONA; 75 MG/ML EMU OR CT FR PLAS OPC GOT X 15 ML; SDZ
68875; AGLUCOSE; NOT FOUND; CPR 100 MG x 30; E3S;5,31614E+14; AGLUCOSE; NOT FOUND; 100 MG COM CT 3 BL AL PVDC LEIT X 10; NO_ACR
28558; EQUILID; NOT FOUND; CPR 200 MG x 20; S_A;5,02804E+14; EQUILID; NOT FOUND; 200 MG COM CT 2 BL AL PLAS INC X 10; NO_ACR
68583; PARACETAMOL; PARACETAMOL; GOTAS 200 MG 15 ML x 1 (/ML); LG6;5,26122E+14; PARACETAMOL; PARACETAMOL; 200MG/ML SOL ORAL GTS 15ML; GM2
78306; SINVASTATINA; SINVASTATINA; CPR REVEST 20 MG x 30; GM2;5,25012E+14; SINVASTATINA; SINVASTATINA; 20 MG COM REVEST CT 3 BL AL PLAS INC X 10; MD7
4301; FENERGAN; NOT FOUND; DRAG 25 MG x 20; S_A;5,02804E+14; FENERGAN; NOT FOUND; 25 MG COM REV CT 1 BL AL PLAS INC X 20; NO_ACR
69533; FINASTERIDA; FINASTERIDA; CPR REVEST 5 MG x 30; LG6;5,25404E+14; FINASTERIDA; FINASTERIDA; 5 MG COM CT 3 BL AL PLAS INC X 10; NO_ACR
32850; DIPIRONA; DIPIRONA; GOTAS 500 MG 10 ML x 1 (/ML); E3S;5,19601E+14; DIPIRONA; DIPIRONA; 500 MG/COMP CX 50 ENV X 10; NO_ACR
70756; CAPTOPRIL; CAPTOPRIL; CPR 25 MG x 90; E3S;5,25002E+14; CAPTOPRIL; CAPTOPRIL; 25 MG COMP CT 3 BL AL PLAS INC X 30; MD7
76095; VERUF; NOT FOUND; CREME 20 MG 15 G x 1 (/G); N_Q;5,19029E+14; VERUF; NOT FOUND; 20 MG/G CREM DERM CT BG AL X 15 G; N_Q
85400; BROMAZEPAM; BROMAZEPAM; CPR 6 MG x 20; N_Q;5,11514E+14; BROMAZEPAM; BROMAZEPAM; 6 MG COM CT BL AL PLAS INC X 20; SDZ
64001; LISINOPRIL; LISINOPRIL; CPR 5 MG x 30; GM2;5,31605E+14; LISINOPRIL; LISINOPRIL; 5 MG COM CT BL AL PLAS INC X 30; NO_ACR
59249; MALEA ENALAPRIL; MALEATO ENALAPRIL; CPR 10 MG x 30; SDZ;5,31619E+14; MALEATO ENALAPRIL; MALEATO ENALAPRIL; 10 MG COM CT BL AL / AL X 30; NO_ACR
66087; ALPRAZOLAM; ALPRAZOLAM; CPR 0.50 MG x 20; GM2;5,069E+14; ALPRAZOLAM; ALPRAZOLAM; 0.5 MG COM CT BL AL PLAS INC X 20; NO_ACR
74587; MALEAT DEXCLORF; MALEATO DEXCLORFENIRAMINA; GOTAS 2.80 MG 20 ML x 1 (/ML); E3S;5,26115E+14; MALEATO DEXCLORFENIRAMINA; MALEATO DEXCLORFENIRAMINA; 2.8 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML                                                         ; GM2
69557; HIDROCLOROTIAZI; NOT FOUND; CPR 50 MG x 20; GM2;5,31617E+14; HIDROCLOROTIAZIDA; HIDROCLOROTIAZIDA; 50 MG COM CT BL AL PLAS LEIT X 20; NO_ACR
71278; NAC; NOT FOUND; GRAN ENVELO. 600 MG 5 G x 10; E3S;5,31612E+14; NAC; NOT FOUND; 600 MG GRAN CT 10 ENV AL POLIET X 5 G (EMB FRAC); NO_ACR
63024; SINVASTATINA; SINVASTATINA; CPR 20 MG x 60; MD7;5,11509E+14; SINVASTATINA; SINVASTATINA; 20 MG COM REV CT BL AL PLAS INC X 60; SDZ
71641; CLO TERBINAFINA; CLORIDRATO TERBINAFINA; CREME 10 MG 20 G x 1 (/G); LG6;5,28502E+14; CLORIDRATO TERBINAFINA; CLORIDRATO TERBINAFINA; 10MG/G CREM CT BG AL X 20G; PZ8
76414; GLIMEPIRIDA; GLIMEPIRIDA; CPR 4 MG x 30; N_Q;5,08019E+14; GLIMEPIRIDA; GLIMEPIRIDA; 4 MG COM CT BL AL PLAS INC X 30; EUF
70870; MALEA ENALAPRIL; MALEATO ENALAPRIL; CPR 10 MG x 30; LG6;5,06411E+14; MALEATO ENALAPRIL; MALEATO ENALAPRIL; 10 MG COM CT STRIP AL X 30 ; CM5
72687; AZITROMICINA; AZITROMICINA; CPR REVEST 500 MG x 5; MD7;5,11516E+14; AZITROMICINA; AZITROMICINA;  500 MG COM REV CT BL AL PLAS OPC X 5; SDZ
103086; CARVEDILOL; CARVEDILOL; CPR 12.5 MG x 15; LG6;5,06906E+14; CARVEDILOL; CARVEDILOL; 12.5 MG COM CT BL AL PLAS INC X 15; NO_ACR
63813; AMOXI CLAVU POT; NOT FOUND; CPR REVEST 500 MG x 18; BF8;5,253E+14; AMOXICILINA CLAVULANATO POTASSIO; NOT FOUND; 500 MG + 125 MG COM REV CT 3 STR AL X 6; NO_ACR
63252; LORAZEPAM; LORAZEPAM; CPR 1 MG x 20; MD7;5,25008E+14; LORAZEPAM; LORAZEPAM; 1 MG COM CT 1 BL AL PLAS INC X 20; MD7
78676; SINVASTATINA; SINVASTATINA; CPR REVEST 80 MG x 10; E3S;5,04602E+14; SINVASTATINA; SINVASTATINA; 80 MG COM REV CT 1 BL AL PLAS INC X 10; BF8
64542; CLOR CIPROFLOXA; CLORIDRATO CIPROFLOXACINO MONOIDRATADO; CPR REVEST 500 MG x 6; N_Q;5,001E+14; CLORIDRATO CIPROFLOXACINO; CLORIDRATO CIPROFLOXACINO MONOIDRATADO; 500 MG COM REVES CT BL AL PLAS INC X 6; AOB
57239; CLOR AMBROXOL; CLORIDRATO AMBROXOL; XAR. AD 6 MG 120 ML x 1 (/ML); N_Q;5,08304E+14; CLORIDRATO AMBROXOL; CLORIDRATO AMBROXOL; 6MG/ML XPE CT FR PLAS AMB X 120ML + CP MED; FM_
66777; PANTOPRAZOL; PANTOPRAZOL; CPR REVEST 40 MG x 14; GM2;5,08011E+14; PANTOPRAZOL; PANTOPRAZOL; 40 MG COM REV CT BL AL/AL X 14; EUF
