501802601154410, DAZOLSTON, DAZOLSTON, NOT FOUND, 5 MG/ ML INJ (INF IV) FR PL X 100 ML, NO_ACR
502818702115315, DORFLEX P, DORFLEX P, NOT FOUND, 35MG + 450MG +50MG COM CT BL AL PLAS LAR X 200(EMB MULT) , NO_ACR
530901601113311, DIANE 35, DIANE 35, NOT FOUND, 2 MG + 0.035 MG DRG CT BL - CALEND AL PLAS INC X 21, NO_ACR
530901501119318, DIANE 35, DIANE 35, NOT FOUND, 2 MG + 0.035 MG DRG CT BL CALEND AL PLAS INC X 21, NO_ACR
532000801178315, DELTACID, DELTACID, NOT FOUND, 0.2 MG/ML LOC CT FR PLAS OPC X 100 ML, NO_ACR
532000802174313, DELTACID, DELTACID, NOT FOUND, 0.2 MG/ML SHAMP CT FR PLAS OPC X 100 ML, NO_ACR
532004501111315, DICETEL, DICETEL, NOT FOUND, 100 MG COM REV CT BL AL PLAS INC X 60, NO_ACR
532004303131417, DUPHALAC, DUPHALAC, NOT FOUND, 667MG/ML XPE CT FR PLAS OPC X 200ML, NO_ACR
532001001116313, DUPHASTON, DUPHASTON, NOT FOUND, 10 MG COMP REV CT 1 BL AL INC X 14, NO_ACR
532001002112311, DUPHASTON, DUPHASTON, NOT FOUND, 10 MG COMP REV CT 2 BL AL INC X 14, NO_ACR
532001102117315, DUSPATALIN, DUSPATALIN, NOT FOUND, 200 MG CAP GEL DUR LIB PROLONG CT BL AL/AL X 30, NO_ACR
532001101110317, DUSPATALIN, DUSPATALIN, NOT FOUND, 200 MG CAPS LIB PROLONG CT 2 BL AL PLAS INC X 15, NO_ACR
532301501114416, DICLOFAN, DICLOFAN, NOT FOUND, 50 MG COM REV CT 01 BL AL PVC X 20, NO_ACR
522709403111311, DIMETAPP, DIMETAPP, NOT FOUND, CARTUCHO CONTENDO 2 BLISTERES COM 10 COMPRIMIDOS CADA (GELCAPS), NO_ACR
522709404134315, DIMETAPP, DIMETAPP, NOT FOUND, ELIXIR CT C/ FR PLAS AMB X 120 ML, NO_ACR
522709405130313, DIMETAPP, DIMETAPP, NOT FOUND, ELIXIR CT C/ FR PLAS AMB X 30 ML + SERINGA GRADUADA (PEDIATRICO), NO_ACR
532004502116310, DICETEL, DICETEL, NOT FOUND, 100 MG COM REV CT BL AL PLAS INC X 10, NO_ACR
532004503112319, DICETEL, DICETEL, NOT FOUND, 100 MG COM REV CT BL AL PLAS INC X 20, NO_ACR
532004504119317, DICETEL, DICETEL, NOT FOUND, 100 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
532004501111315, DICETEL, DICETEL, NOT FOUND, 100 MG COM REV CT BL AL PLAS INC X 60, NO_ACR
532004505115315, DICETEL, DICETEL, NOT FOUND, 50 MG COM REV CT BL AL PLAS INC X 10, NO_ACR
532004506111313, DICETEL, DICETEL, NOT FOUND, 50 MG COM REV CT BL AL PLAS INC X 20, NO_ACR
532004507118311, DICETEL, DICETEL, NOT FOUND, 50 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
532004508114311, DICETEL, DICETEL, NOT FOUND, 50 MG COM REV CT BL AL PLAS INC X 60, NO_ACR
532001102117315, DUSPATALIN, DUSPATALIN, NOT FOUND, 200 MG CAP GEL DUR LIB PROLONG CT BL AL/AL X 30, NO_ACR
532001101110317, DUSPATALIN, DUSPATALIN, NOT FOUND, 200 MG CAPS LIB PROLONG CT 2 BL AL PLAS INC X 15, NO_ACR
532000801178315, DELTACID, DELTACID, NOT FOUND, 0.2 MG/ML LOC CT FR PLAS OPC X 100 ML, NO_ACR
532000802174313, DELTACID, DELTACID, NOT FOUND, 0.2 MG/ML SHAMP CT FR PLAS OPC X 100 ML, NO_ACR
532001002112311, DUPHASTON, DUPHASTON, NOT FOUND, 10 MG COM REV CT BL AL PLAS INC X 28, NO_ACR
532001001116313, DUPHASTON, DUPHASTON, NOT FOUND, 10 MG COMP REV CT 1 BL AL INC X 14, NO_ACR
532004303131417, DUPHALAC, DUPHALAC, NOT FOUND, 667MG/ML XPE CT FR PLAS OPC X 200ML, NO_ACR
501807101151413, DOCLAXIN, DOCLAXIN, NOT FOUND, 1000 MG + 200 MG PO LIOF CX 10 FA VD INC + 10 AMP DIL X 10 ML., NO_ACR
501807102156419, DOCLAXIN, DOCLAXIN, NOT FOUND, 1000 MG + 200 MG PO LIOF CX 20 FA VD INC + 20 AMP DIL X 10 ML., NO_ACR
501807103152417, DOCLAXIN, DOCLAXIN, NOT FOUND, 1000 MG + 200 MG PO LIOF CX 50 FA VD INC + 50 AMP DIL X 10 ML. (EMB HOSP), NO_ACR
501807107158411, DOCLAXIN, DOCLAXIN, NOT FOUND, 1000 MG + 200 MG PO LIOF CX C/ 10 FA VD INC, NO_ACR
501807108154418, DOCLAXIN, DOCLAXIN, NOT FOUND, 1000 MG + 200 MG PO LIOF CX C/ 100 FA VD INC, NO_ACR
501807111155411, DOCLAXIN, DOCLAXIN, NOT FOUND, 1000 MG + 200 MG PO LIOF CX C/ 20 FA VD INC, NO_ACR
501807112151411, DOCLAXIN, DOCLAXIN, NOT FOUND, 500 MG + 100 MG PO LIOF CX 10 FA VD INC, NO_ACR
501807104159415, DOCLAXIN, DOCLAXIN, NOT FOUND, 500 MG + 100 MG PO LIOF CX 10 FA VD INC + 10 AMP DIL X 10 ML., NO_ACR
501807109150416, DOCLAXIN, DOCLAXIN, NOT FOUND, 500 MG + 100 MG PO LIOF CX 100 FA VD INC, NO_ACR
501807110159413, DOCLAXIN, DOCLAXIN, NOT FOUND, 500 MG + 100 MG PO LIOF CX 20 FA VD INC, NO_ACR
501807105155413, DOCLAXIN, DOCLAXIN, NOT FOUND, 500 MG + 100 MG PO LIOF CX 20 FA VD INC + 20 AMP DIL X 10 ML., NO_ACR
501807106151411, DOCLAXIN, DOCLAXIN, NOT FOUND, 500 MG + 100 MG PO LIOF CX 50 FA VD INC + 50 AMP DIL X 10 ML. (EMB HOSP)., NO_ACR
501802901158411, DOBUTARISTON, DOBUTARISTON, NOT FOUND, 12.5 MG/ML SOL INJ CX 20 AMP VD INC X 20 ML, NO_ACR
501803001150412, DOPABANE, DOPABANE, NOT FOUND, 5 MG/ML SOL INJ CX 10 AMP VD INC X 10 ML, NO_ACR
501807901156118, DICLOFENACO SÓDICO, DICLOFENACO SODICO, DICLOFENACO SODICO, 25 MG/ML SOL INJ CX 5 AMP VD INC X 3 ML (EMB HOSP), NO_ACR
501802801153418, DNAREN, DNAREN, NOT FOUND, 25 MG/ML SOL INJ CX 50 AMP VD INC X 3 ML (EMB HOSP), NO_ACR
501807902152116, DICLOFENACO SÓDICO, DICLOFENACO SODICO, DICLOFENACO SODICO, 25 MG/ML SOL INJ CX 50 AMP VD INC X 3 ML (EMB HOSP), NO_ACR
501802701159414, DISOTRON, DISOTRON, NOT FOUND, 5.000 UI/ML SOL INJ CX C/ 25 FA X 5 ML, NO_ACR
501802601154410, DAZOLSTON, DAZOLSTON, NOT FOUND, 5 MG/ML SOL INJ CT FR PLAS X 100 ML, NO_ACR
501802602150419, DAZOLSTON, DAZOLSTON, NOT FOUND, 5 MG/ML SOL INJ CT FR VD INC X 100 ML, NO_ACR
506905302177417, DESCODRIN, DESCODRIN, NOT FOUND, 9.0 MG/ML SOL NAS CT FR PLAS OPC GOT X 30 ML, NO_ACR
506905301170419, DESCODRIN, DESCODRIN, NOT FOUND, 9.0 MG/ML SOL NAS CT FR PLAS OPC SPR X 50 ML, NO_ACR
502401501114419, DEXADOR, DEXADOR, NOT FOUND, 5 MG + 100 MG + 100 MG + 0.5 MG COM REV CT BL AL PLAS INC X 20, NO_ACR
502401502153418, DEXADOR, DEXADOR, NOT FOUND, 5000 MCG SOL INJ CT 3 AMP A VD AMB X 2 ML + 3 AMP B VD INC X 1 ML, NO_ACR
503600501112416, DICLOFLOGIL, DICLOFLOGIL, NOT FOUND, 50 MG COM CT BL AL PLAS INC X 20, NO_ACR
506500801119114, DICLOFENACO SÓDICO, DICLOFENACO SODICO, DICLOFENACO SODICO, 50 MG COMP REV CT 2 BL AL PLAS INC X 10, NO_ACR
503101001173315, DEXPANTENOL - EPITEGEL, DEXPANTENOL EPITEGEL, NOT FOUND, 50 MG/G GEL OFT CT BG PLAS OPC 10 G, NO_ACR
505101601169311, DERMODEX POMADA, DERMODEX POMADA, NOT FOUND, 100.000 UI/G + 200 MG/G POM DERM CT BG AL X 60 G , NO_ACR
505107501158218, DEFINITY, DEFINITY, NOT FOUND, SUSP INJ CT 4 FR VD INC X 1.5 ML, NO_ACR
534101601154418, DIAMIN, DIAMIN, NOT FOUND, 200 MG/ML SOL INJ CX FA VD INC X 100 ML, NO_ACR
534100901154415, DFLAM TM, DFLAM TM, NOT FOUND, 25 MG/ML SOL INJ CX 10 AMP VD INC X 3 ML, NO_ACR
534101101151411, DIRETIF TM, DIRETIF TM, NOT FOUND, 10 MG/ML SOL INJ CT 1 AMP VD INC X 2 ML, NO_ACR
534101103154416, DIRETIF TM, DIRETIF TM, NOT FOUND, 10 MG/ML SOL INJ CT 10 AMP VD INC X 2 ML, NO_ACR
534101105157412, DIRETIF TM, DIRETIF TM, NOT FOUND, 10 MG/ML SOL INJ CT 100 AMP VD INC X 2 ML, NO_ACR
534101102158418, DIRETIF TM, DIRETIF TM, NOT FOUND, 10 MG/ML SOL INJ CT 5 AMP VD INC X 2 ML, NO_ACR
534101104150414, DIRETIF TM, DIRETIF TM, NOT FOUND, 10 MG/ML SOL INJ CT 50 AMP VD INC X 2 ML, NO_ACR
507420301169418, DERMALINA, DERMALINA, NOT FOUND, 20 MG/G CREM DERM CT BG AL X 28 G, NO_ACR
507500101158414, DOCETERE, DOCETERE, NOT FOUND, 20 MG / 0.5 ML SOL INJ CT FA VD INC X 0.5 ML + DIL X 1.5 ML , NO_ACR
507500102154412, DOCETERE, DOCETERE, NOT FOUND, 80 MG SOL INJ CT FA VD INC X 2 ML + DIL X 6 ML, NO_ACR
507500103150410, DOCETERE, DOCETERE, NOT FOUND, 120 MG SOL INJ CT FA VD INC X 3.0 ML + DIL X 9.0 ML, NO_ACR
531601207116419, DILTIPRESS, DILTIPRESS, NOT FOUND, 30 MG COM CT BL AL PLAS LEIT X 50, NO_ACR
531601208112417, DILTIPRESS, DILTIPRESS, NOT FOUND, 60 MG COM CT BL AL PLAS LEIT X 50, NO_ACR
531607002117110, DICLOFENACO COLESTIRAMINA, DICLOFENACO COLESTIRAMINA, DICLOFENACO COLESTIRAMINA, 70 MG 2 BLT C/ 10 COMP, NO_ACR
531611601119119, DEFLAZACORTE, DEFLAZACORTE, DEFLAZACORTE, 30 MG COM CT BL AL PLAS LEIT X 20, NO_ACR
531611602115117, DEFLAZACORTE, DEFLAZACORTE, DEFLAZACORTE, 6 MG COM CT BL AL PLAS LEIT X 10, NO_ACR
531605901165111, DESONIDA, DESONIDA, DESONIDA, 0.5 MG/G CREM CT BG AL X 30 G, NO_ACR
531605903168118, DESONIDA, DESONIDA, DESONIDA, 0.5 MG/G LOC CREM CT FR PLAS OPC X 60 G, NO_ACR
531605902161111, DESONIDA, DESONIDA, DESONIDA, 0.5 MG/G POM DERM CT BG AL X 30 G, NO_ACR
531605904164116, DESONIDA, DESONIDA, DESONIDA, 1 MG/G LOC CAPIL CT FR PLAS OPC GOT X 30 G, NO_ACR
531606904133111, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 0.1 MG/ML ELX CT FR VD AMB X 120 ML + CP MED, NO_ACR
531606901118111, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 0.5 MG COM CT BL AL PLAS BCO LEIT X 20, NO_ACR
531606902114111, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 0.75 MG COM CT BL AL PLAS BCO LEIT X 20, NO_ACR
531606903110118, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 4 MG 1 BLT C/ 10 COMP, NO_ACR
531621501117111, DIAZEPAM, DIAZEPAM, DIAZEPAM, 10 MG COM CT BL AL PLAS INC X 20, NO_ACR
531621502113111, DIAZEPAM, DIAZEPAM, DIAZEPAM, 5 MG COM CT BL AL PLAS INC X 20, NO_ACR
531614101168115, DICLOFENACO SÓDICO, DICLOFENACO SODICO, DICLOFENACO SODICO, 10 MG/G GEL CT BG AL X 60 G, NO_ACR
531608701167115, DICLOFENACO DIETILAMONIO, DICLOFENACO DIETILAMONIO, DICLOFENACO DIETILAMONIO, 10 MG/ML GEL CREM CT BG AL X 60 GR, NO_ACR
531608801137110, DICLOFENACO RESINATO , DICLOFENACO RESINATO, NOT FOUND, 15 MG/ML SUS OR CT FR PLAS OPC GOT X 20ML, NO_ACR
531619801117417, DICLOSTIR, DICLOSTIR, NOT FOUND, 140 MG CAP GEL DURA CT BL AL PLAS BCO LEIT X 10, NO_ACR
531619802113415, DICLOSTIR, DICLOSTIR, NOT FOUND, 140 MG CAP GEL DURA CT BL AL PLAS BCO LEIT X 14, NO_ACR
531607001110112, DICLOFENACO COLESTIRAMINA, DICLOFENACO COLESTIRAMINA, DICLOFENACO COLESTIRAMINA, 140 MG CAP GEL DURA CT BL AL PLAS BCO LEIT X 14 (EQ. 70 MG DICLOFENACO), NO_ACR
531619803111416, DICLOSTIR, DICLOSTIR, NOT FOUND, 140 MG CAP GEL DURA CT BL AL PLAS BCO LEIT X 20, NO_ACR
531601201118411, DILTIPRESS, DILTIPRESS, NOT FOUND, 120 MG 3BL X 10 CAPS, NO_ACR
531601202114418, DILTIPRESS, DILTIPRESS, NOT FOUND, 180 MG 3BL X 10 CAPS, NO_ACR
531606302117118, DIMETICONA, DIMETICONA, DIMETICONA, 125 MG CAP GEL MOLE CT BL AL PLAS INC X 10, NO_ACR
531606303113116, DIMETICONA, DIMETICONA, DIMETICONA, 40 MG COM CT BL AL PLAS INC X 20, NO_ACR
531606301137115, DIMETICONA, DIMETICONA, DIMETICONA, 75 MG/ML EMU OR CT FR PLAS OPC GOT X 15 ML, NO_ACR
531616604116111, DIPIRONA SÓDICA, DIPIRONA SODICA, NOT FOUND, 500 MG COM CT BL AL PLAS INC X 240 (EMB HOSP), NO_ACR
531616602131113, DIPIRONA SÓDICA, DIPIRONA SODICA, NOT FOUND, 500 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML, NO_ACR
531616603136119, DIPIRONA SÓDICA, DIPIRONA SODICA, NOT FOUND, 500 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML, NO_ACR
531616601133112, DIPIRONA SÓDICA, DIPIRONA SODICA, NOT FOUND, 50MG/ML SOL ORAL 100ML, NO_ACR
531607101166111, DIPROPIONATO DE BETAMETASONA, DIPROPIONATO BETAMETASONA, DIPROPIONATO BETAMETASONA, 0.5 MG/G CREME DERM CT BG AL X 30 G, NO_ACR
531607102162118, DIPROPIONATO DE BETAMETASONA, DIPROPIONATO BETAMETASONA, DIPROPIONATO BETAMETASONA, 0.5 MG/G POM DERM CT BG AL X 30 G, NO_ACR
531611701164116, DIPROPIONATO DE BETAMETASONA + ÁCIDO SALICÍLICO, DIPROPIONATO BETAMETASONA ACIDO SALICILICO, NOT FOUND, 0.5 MG/G + 30 MG/G POM DERM CT BG AL X 30 G, NO_ACR
531613601132111, DIMETICONA + METILBROMETO DE HOMATROPINA, DIMETICONA METILBROMETO HOMATROPINA, NOT FOUND, 80 MG/ML + 2.5 MG/ML EMU OR CT FR PLAS LEIT GOT X 20 ML, NO_ACR
531609601166115, DIPROPIONATO BETAMETASONA + SULFA GENTAMICINA, DIPROPIONATO BETAMETASONA SULFA GENTAMICINA, NOT FOUND, CR BIS C/ 30G, NO_ACR
531609602162113, DIPROPIONATO BETAMETASONA + SULFA GENTAMICINA, DIPROPIONATO BETAMETASONA SULFA GENTAMICINA, NOT FOUND, POM BIS C/ 30G, NO_ACR
509800201162413, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, CX.C/50 BISN. X 10 G, NO_ACR
509900901166418, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, 10 MG CREM CX 50 BG AL X 10 G (EMB HOSP), NO_ACR
509901001118415, DIAZEPAM, DIAZEPAM, DIAZEPAM, 10 MG COM CX BL AL PLAS INC X 200 (EMB HOSP), NO_ACR
509901201117412, DIGOXINA, DIGOXINA, DIGOXINA, 0.25 MG COM CX ENV KRAFT POLIET X 200 (EMB HOSP), NO_ACR
509901402139413, DIPIRONA, DIPIRONA, DIPIRONA, 500 MG/ML SOL OR CX 50 FR PLAS OPC GOT X 10 ML (EMB. HOSP.), NO_ACR
510602302111317, DIGOXINA, DIGOXINA, DIGOXINA, 0.25 MG X 25CPDS, NO_ACR
510602303132318, DIGOXINA, DIGOXINA, DIGOXINA, ELIXIR 60ML, NO_ACR
512700701112423, DIPIRAL 500MG, DIPIRAL 500MG, NOT FOUND, 500 MG COM CT 25 BL AL PLAS INC X 4, NO_ACR
512700702119421, DIPIRAL 500MG, DIPIRAL 500MG, NOT FOUND, 500 MG COM CT 50 BL AL PLAS INC X 4, NO_ACR
512700703131425, DIPIRAL 500MG, DIPIRAL 500MG, NOT FOUND, 500 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML, NO_ACR
512700704138423, DIPIRAL 500MG, DIPIRAL 500MG, NOT FOUND, 500 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML, NO_ACR
512702501110415, DIUREMIL 40MG, DIUREMIL 40MG, NOT FOUND, 40 MG COM CT BL AL PLAS AMB X 20, NO_ACR
513000801112418, DIAZEPAM, DIAZEPAM, DIAZEPAM, 10 MG COM CT CX 20 ENV AL KRAFT POLIET X 10, NO_ACR
513001001111415, DIPIRONA, DIPIRONA, DIPIRONA, 500 MG COM CX 50 ENV AL POLIET X 10, NO_ACR
513001002132416, DIPIRONA, DIPIRONA, DIPIRONA, 500 MG/ML SOL OR CX 50 FR PLAS OPC GOT X 10 ML, NO_ACR
513001101114416, DOXICICLINA, DOXICICLINA, DOXICICLINA, 100 MG COM REV CX 40 BL AL PLAS AMB X 15 (EMB HOSP), NO_ACR
511300801162413, DEXACLOR, DEXACLOR, NOT FOUND, GEL BIS. C/ 60G C/ 10 APLIC., NO_ACR
513700201169413, DONNAGEL, DONNAGEL, NOT FOUND, BISN. C/45 G., NO_ACR
513900701114416, DIGESNORMA, DIGESNORMA, NOT FOUND, CX COM 2 BL X 10 COMP, NO_ACR
514600501118414, DORSALDINA, DORSALDINA, NOT FOUND, 30 MG + 300 MG + 30 MG DRG CT 2 BL AL PLAS INC X 10, NO_ACR
514600402111411, DORITRAT, DORITRAT, NOT FOUND, 300 MG + 50 MG + 35 MG COM CT 25 STR X 4, NO_ACR
514600404112415, DORITRAT, DORITRAT, NOT FOUND, 300 MG + 50 MG + 35 MG COM CT 3 STR X 4, NO_ACR
514600301119417, DIPIROTERM, DIPIROTERM, NOT FOUND, 500 MG COM CT 50 BL AL PLAS INC X 4, NO_ACR
514600302131410, DIPIROTERM, DIPIROTERM, NOT FOUND, 500 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML, NO_ACR
514600303138419, DIPIROTERM, DIPIROTERM, NOT FOUND, 500 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML, NO_ACR
515200401114115, DICLOFENACO SÓDICO, DICLOFENACO SODICO, DICLOFENACO SODICO, 50 MG COM REV CT BL AL PLAS INC X 20, NO_ACR
515800201175410, DYSPNE-INHAL, DYSPNE INHAL, NOT FOUND, 30 MG/ML INAL CT FR VD AMB X 6 ML , NO_ACR
516300401130414, DROXAINE, DROXAINE, NOT FOUND, 60 MG/ML + 20 MG/ML + 2 MG/ML SUS OR CT FR VD AMB X 240 ML, NO_ACR
516300402137412, DROXAINE, DROXAINE, NOT FOUND, 60 MG/ML + 20 MG/ML + 2 MG/ML SUS OR FR PLAS OPC (PET) X 120 ML, NO_ACR
516500101351418, DILUENTE AP, DILUENTE AP, NOT FOUND, 9 MG + 3 MG + 1 MG SUS INJ CX 100 FR VD AMB X 5 ML, NO_ACR
516500102358416, DILUENTE AP, DILUENTE AP, NOT FOUND, 9 MG + 3 MG + 1 MG SUS INJ CX 100 FR VD AMB X 6 ML, NO_ACR
516500201356411, DILUENTE AQUOSO, DILUENTE AQUOSO, NOT FOUND, SOL.INJ. VD AMBAR 1.5ML, NO_ACR
516500202352411, DILUENTE AQUOSO, DILUENTE AQUOSO, NOT FOUND, SOL.INJ. VD AMBAR 10ML, NO_ACR
516500203359418, DILUENTE AQUOSO, DILUENTE AQUOSO, NOT FOUND, SOL.INJ. VD AMBAR 2.0ML, NO_ACR
516500204355416, DILUENTE AQUOSO, DILUENTE AQUOSO, NOT FOUND, SOL.INJ. VD AMBAR 2.5ML, NO_ACR
516500205351414, DILUENTE AQUOSO, DILUENTE AQUOSO, NOT FOUND, SOL.INJ. VD AMBAR 5.0ML, NO_ACR
516500206358412, DILUENTE AQUOSO, DILUENTE AQUOSO, NOT FOUND, SOL.INJ. VD AMBAR 6.0ML, NO_ACR
516500207354410, DILUENTE AQUOSO, DILUENTE AQUOSO, NOT FOUND, SOL.INJ. VD AMBAR 7.0ML, NO_ACR
516500208350419, DILUENTE AQUOSO, DILUENTE AQUOSO, NOT FOUND, SOL.INJ. VD AMBAR 8.0ML, NO_ACR
517001901156417, DACTINOMICINA-D, DACTINOMICINA D, NOT FOUND, CX. C/12 AMPOLAS X 5 ML, NO_ACR
517002001167410, DEXAMETASONA, DEXAMETASONA, DEXAMETASONA, CX. C/50 BISNAGAS X 10 G, NO_ACR
517002203134416, DIPIRONA, DIPIRONA, DIPIRONA, CX. C/100 FRASCOS X 10 ML, NO_ACR
519509202155118, DACARBAZINA, DACARBAZINA, DACARBAZINA, 100 MG PO LIOF SOL INJ CT 10 FA VD AMB, NO_ACR
519509203151116, DACARBAZINA, DACARBAZINA, DACARBAZINA, 100 MG PO LIOF SOL INJ CT 50 FA VD AMB, NO_ACR
519509204158114, DACARBAZINA, DACARBAZINA, DACARBAZINA, 100 MG PO LIOF SOL INJ CT FA VD AMB, NO_ACR
519509205154112, DACARBAZINA, DACARBAZINA, DACARBAZINA, 200 MG PO LIOF SOL INJ CT 10 FA VD AMB, NO_ACR
519509206150110, DACARBAZINA, DACARBAZINA, DACARBAZINA, 200 MG PO LIOF SOL INJ CT 50 FA VD AMB, NO_ACR
519509201159111, DACARBAZINA, DACARBAZINA, DACARBAZINA, 200 MG PO LIOF SOL INJ CT FA VD AMB, NO_ACR
519601001111416, DIAZEPAM, DIAZEPAM, DIAZEPAM, 10 MG/COMP CX 20 ENV X 10, NO_ACR
519601002116411, DIAZEPAM, DIAZEPAM, DIAZEPAM, 5 MG/COMP CX 20 ENV X 10, NO_ACR
519601101114417, DICLOFENACO DE SÓDIO, DICLOFENACO SODIO, NOT FOUND, 50 MG/COMP REV CX 50 ENV X 10, NO_ACR
519601201119410, DIPIRONA, DIPIRONA, DIPIRONA, 500 MG/COMP CX 50 ENV X 10, NO_ACR
519601202131414, DIPIRONA, DIPIRONA, DIPIRONA, 500 MG/ML SOL CX 50 FRX10 ML, NO_ACR
521122801169410, DALAP, DALAP, NOT FOUND, 1.0 MG/G GEL DERM CT BL POLIET OPC X 30 G, NO_ACR
521123703111416, DEPAXAN, DEPAXAN, NOT FOUND, 20 MG COM REV CT BL AL PLAS INC X 10 , NO_ACR
521123701117417, DEPAXAN, DEPAXAN, NOT FOUND, 20 MG COM REV CT BL AL PVC/PVC INC X 20, NO_ACR
521123702113415, DEPAXAN, DEPAXAN, NOT FOUND, 20 MG COM REV CT BL AL PVC/PVC INC X 30, NO_ACR
521105101111411, DEPRILAN, DEPRILAN, NOT FOUND, 5 MG COM CT BL AL PLAS INC X 20, NO_ACR
521105501136118, DICLOFENACO RESINATO, DICLOFENACO RESINATO, NOT FOUND, 15 MG/ML SUS OR CT FR PLAS OPC GOT X 20 ML, NO_ACR
521105301161119, DICLOFENACO DIETILAMÔNIO, DICLOFENACO DIETILAMONIO, DICLOFENACO DIETILAMONIO, 10 MG/G GEL CREM CT BG AL X 60 G, NO_ACR
521105401115119, DICLOFENACO POTÁSSICO, DICLOFENACO POTASSICO, DICLOFENACO POTASSICO, 50 MG COM REV CT BL AL PLAS INC X 20, NO_ACR
521105601114116, DICLOFENACO SÓDICO, DICLOFENACO SODICO, DICLOFENACO SODICO, 50 MG COM REV CT BL AL PLAS INC X 20, NO_ACR
521120602118119, DICLORIDRATO DE CETIRIZINA, DICLORIDRATO CETIRIZINA, DICLORIDRATO CETIRIZINA, 10 MG COM REV BL AL PLAS INC X 12, NO_ACR
521120601111110, DICLORIDRATO DE CETIRIZINA, DICLORIDRATO CETIRIZINA, DICLORIDRATO CETIRIZINA, 10 MG COM REV BL AL PLAS INC X 6, NO_ACR
521120703161419, DERMOMAX, DERMOMAX, NOT FOUND, 40 MG/G CREM DERMAT CT 1 BG AL X 15 G, NO_ACR
521120702163213, DERMOMAX, DERMOMAX, NOT FOUND, 40MG/G CREM DERMAT CT 1 BG AL X 30, NO_ACR
521120701167215, DERMOMAX, DERMOMAX, NOT FOUND, 40MG/G CREM DERMAT CT 1 BG AL X 5 G, NO_ACR
521105701119314, DISGREN, DISGREN, NOT FOUND, 300 MG CAP GEL DURA CT 2 STR AL/AL X 10, NO_ACR
521600401167411, DEXACORT, DEXACORT, NOT FOUND, CREME TP. CX. BISN. 10GR, NO_ACR
521600402163411, DEXACORT, DEXACORT, NOT FOUND, POM. TP. CX. BISN. 10GR, NO_ACR
540500102113414, DIAMELLITIS, DIAMELLITIS, NOT FOUND, 1 MG COM CT BL AL PLAS INC X 30, NO_ACR
540500103111415, DIAMELLITIS, DIAMELLITIS, NOT FOUND, 2 MG COM CT BL AL PLAS INC X 30, NO_ACR
540500104116410, DIAMELLITIS, DIAMELLITIS, NOT FOUND, 2 MG COM CT BL AL PLAS INC X 480 (EMB HOSP), NO_ACR
540500101117416, DIAMELLITIS, DIAMELLITIS, NOT FOUND, 4 MG COM CT BL AL PLAS INC X 30, NO_ACR
500401201130418, DETOSS, DETOSS, NOT FOUND, (5 +2.5 + 0.1) MG / ML XPE PED FR VD AMB X 120 ML, NO_ACR
500401202137416, DETOSS, DETOSS, NOT FOUND, (6.667 + 3.333 + 0.12) MG / ML XPE FR VD AMB X 120 ML, NO_ACR
525403302118416, DICLIN, DICLIN, NOT FOUND, 2 MG + 0.035 MG COM REV CT CART EST CAL AL PVC X 63, NO_ACR
525403301111418, DICLIN, DICLIN, NOT FOUND, 2MG + 0.035MG COM REV CT CART EST CAL AL PVC X 21, NO_ACR
525403201151418, DEXA CITONEURIN, DEXA CITONEURIN, NOT FOUND, SOL INJ EST 3 AMP VD INC X 2 ML + 3 AMP VD INC X 1, NO_ACR
525403202113412, DEXA CITONEURIN, DEXA CITONEURIN, NOT FOUND, COM REV EST CART 2 BL AL PLAS AMB X 10, NO_ACR
525418501111118, DICLOFENACO SÓDICO, DICLOFENACO SODICO, DICLOFENACO SODICO, 100 MG CAP GEL DURA MICROG EST CART BL AL PLAS INC X 10, NO_ACR
525417401164114, DIPROPIONATO DE BETAMETASONA + ÁCIDO SALICÍLICO, DIPROPIONATO BETAMETASONA ACIDO SALICILICO, NOT FOUND, 0.5 MG/G + 30 MG/G POM DERM CT BG AL X 30 GR, NO_ACR
516702303168419, DEXANIL, DEXANIL, NOT FOUND, CREME 0.1% (BISN C/15GR), NO_ACR
516703802168412, DUCTOVIRAX, DUCTOVIRAX, NOT FOUND, 50 MG/G CT BG AL X 10 G, NO_ACR
516703801110410, DUCTOVIRAX, DUCTOVIRAX, NOT FOUND, COMP 200 MG (CX C/5 BL C/5), NO_ACR
516707403136412, DUCTOCILINA, DUCTOCILINA, NOT FOUND, 250MG/5ML PO SUSP OR CT FR VD AMB X 150 ML, NO_ACR
