537900201151313, CERETEC, CERETEC, NOT FOUND, 0.5 MG PO LIOF INJ IV CX 5 FA VD INC X 10ML, NO_ACR
510612405116319, CELSENTRI, CELSENTRI, NOT FOUND, 150 MG COM REV CT FR PLAS OPC X 180, NO_ACR
510612416118318, CELSENTRI, CELSENTRI, NOT FOUND, 150 MG COM REV CT FR PLAS OPC X 30, NO_ACR
510612406112317, CELSENTRI, CELSENTRI, NOT FOUND, 150 MG COM REV CT FR PLAS OPC X 60, NO_ACR
510612407119315, CELSENTRI, CELSENTRI, NOT FOUND, 150 MG COM REV CT FR PLAS OPC X 90, NO_ACR
510612408115313, CELSENTRI, CELSENTRI, NOT FOUND, 300 MG COM REV CT BL AL PLAS INC X 180, NO_ACR
510612409111311, CELSENTRI, CELSENTRI, NOT FOUND, 300 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
510612410111311, CELSENTRI, CELSENTRI, NOT FOUND, 300 MG COM REV CT BL AL PLAS INC X 60, NO_ACR
510612411116317, CELSENTRI, CELSENTRI, NOT FOUND, 300 MG COM REV CT BL AL PLAS INC X 90, NO_ACR
510612412112315, CELSENTRI, CELSENTRI, NOT FOUND, 300 MG COM REV CT FR PLAS OPC X 180, NO_ACR
510612413119313, CELSENTRI, CELSENTRI, NOT FOUND, 300 MG COM REV CT FR PLAS OPC X 30, NO_ACR
510612414115311, CELSENTRI, CELSENTRI, NOT FOUND, 300 MG COM REV CT FR PLAS OPC X 60, NO_ACR
510612415111311, CELSENTRI, CELSENTRI, NOT FOUND, 300 MG COM REV CT FR PLAS OPC X 90, NO_ACR
512500201159411, CL DE SODIO, CL SODIO, NOT FOUND, SOL INJ 0.9%AMP 250 ML, NO_ACR
512500202155418, CL DE SODIO, CL SODIO, NOT FOUND, SOL INJ 0.9%AMP 500 ML, NO_ACR
512500203151416, CL DE SODIO, CL SODIO, NOT FOUND, SOL INJ 0.9%AMP1000ML, NO_ACR
512700502111419, CAPTOMAX, CAPTOMAX, NOT FOUND, 12.5 MG COM CT BL AL PLAS INC X 30, NO_ACR
512700503116414, CAPTOMAX, CAPTOMAX, NOT FOUND, 25 MG COM CT BL AL PLAS INC X 15, NO_ACR
512700504112412, CAPTOMAX, CAPTOMAX, NOT FOUND, 25 MG COM CT BL AL PLAS INC X 30, NO_ACR
512700505119410, CAPTOMAX, CAPTOMAX, NOT FOUND, 50 MG COM CT BL AL PLAS INC X 30, NO_ACR
512700601118411, COLCICHIMIL, COLCICHIMIL, NOT FOUND, 0.5 MG COM CT 2 BL AL PLAS INC X 10, NO_ACR
513000501119417, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, 25 MG COM CT ENV PE/AL X 500 (EMB HOSP), NO_ACR
513000601113410, CLORPROMAZINA (CLORIDRATO), CLORPROMAZINA CLORIDRATO, NOT FOUND, 100 MG COM CX 20 ENV AL POLIET X 10 , NO_ACR
511300601112412, CAPTIL, CAPTIL, NOT FOUND, 12.5 MG COM CT BL AL PLAS INC X 15, NO_ACR
511300602119410, CAPTIL, CAPTIL, NOT FOUND, 12.5 MG COM CT BL AL PLAS INC X 30, NO_ACR
511300603115419, CAPTIL, CAPTIL, NOT FOUND, 25 MG COM CT BL AL PLAS INC X 15, NO_ACR
511300604111417, CAPTIL, CAPTIL, NOT FOUND, 25 MG COM CT BL AL PLAS INC X 30, NO_ACR
511300605118415, CAPTIL, CAPTIL, NOT FOUND, 50 MG COM CT BL AL PLAS INC X 15, NO_ACR
511300606114413, CAPTIL, CAPTIL, NOT FOUND, 50 MG CX. C/ 30 COMPR., NO_ACR
511300701117416, CIPROFLOX, CIPROFLOX, NOT FOUND, 250 MG COM REV CT BL AL PLAS INC X 14, NO_ACR
511300702113414, CIPROFLOX, CIPROFLOX, NOT FOUND, 250 MG COM REV CT BL AL PLAS INC X 6, NO_ACR
511300703111415, CIPROFLOX, CIPROFLOX, NOT FOUND, 500 MG COM REV CT BL AL PLAS INC X 14, NO_ACR
511300704116410, CIPROFLOX, CIPROFLOX, NOT FOUND, 500 MG COM REV CT BL AL PLAS INC X 6, NO_ACR
513900503134410, CATAREN, CATAREN, NOT FOUND, FR SUSP COM 10 ML, NO_ACR
513900602132416, CESSAVERM, CESSAVERM, NOT FOUND, FR DE 30 ML COM SUSP, NO_ACR
515000201154412, CLAROGRAF, CLAROGRAF, NOT FOUND, 300 FRASCO 100 ML, NO_ACR
515000202150410, CLAROGRAF, CLAROGRAF, NOT FOUND, 300 FRASCO 50 ML, NO_ACR
515000203157419, CLAROGRAF, CLAROGRAF, NOT FOUND, 370 FRASCO 50 ML, NO_ACR
517000901111415, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, 25 MG COM CX 50 ENV AL POLIET X 10 (EMB. HOSP.), NO_ACR
517001401110418, CLORANFENICOL, CLORANFENICOL, CLORANFENICOL, CX. C/10 ENV. X 10 CAPS. 250 MG, NO_ACR
517001402133411, CLORANFENICOL, CLORANFENICOL, CLORANFENICOL, XPE CX. C/50 FRASCOS X 50 ML, NO_ACR
517001801119412, CLORPROPAMIDA, CLORPROPAMIDA, CLORPROPAMIDA, 250 MG COM CX 50 ENV KARFT X 10, NO_ACR
519508303136110, CEFALEXINA, CEFALEXINA, CEFALEXINA, 250 MG / 5 ML PO P PREP EXT CT FR VD AMB X 60 ML, NO_ACR
519508304132119, CEFALEXINA, CEFALEXINA, CEFALEXINA, 250 MG / 5 ML PO P PREP EXT CX 50 FR VD AMB X 60 ML (EMB HOSP), NO_ACR
519508301117119, CEFALEXINA, CEFALEXINA, CEFALEXINA, 500 MG COM REV CT BL AL PLAS INC X 10, NO_ACR
519508302113117, CEFALEXINA, CEFALEXINA, CEFALEXINA, 500 MG COM REV CT BL AL PLAS INC X 500 (EMB HOSP), NO_ACR
519507401150411, CITOPLAX, CITOPLAX, NOT FOUND, 1 MG/ML SOL INJ CT FA VD AMB X 10 ML, NO_ACR
519507402157411, CITOPLAX, CITOPLAX, NOT FOUND, 1 MG/ML SOL INJ CT FA VD AMB X 50 ML, NO_ACR
519500901158414, COMBACTAM, COMBACTAM, NOT FOUND, 1.5PO SOL INJ - CX COM 20FR/AMP + DIL, NO_ACR
519500902154412, COMBACTAM, COMBACTAM, NOT FOUND, 3.0PO SOL INJ - CX COM 20FR/AMP + 20 AMP DIL, NO_ACR
519600701118415, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, 12.5 MG/COMP CX 50 BL X 10, NO_ACR
519600702114413, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, 25 MG/COMP CX 50 BL X 10, NO_ACR
519600801112419, CEFALEXINA, CEFALEXINA, CEFALEXINA, 500 MG/CAPS CX 50 ENV X 10, NO_ACR
521104701158311, COPAXONE, COPAXONE, NOT FOUND, 20 MG PO LIOF INJ CT 28 FA + 28 AMP DIL + 29 SER +29 AG + 88 SAC, NO_ACR
521122401152316, COPAXONE, COPAXONE, NOT FOUND, 20 MG/ML SOL INJ CT 28 SERINGA PRE-ENCHIDA X 1 ML, NO_ACR
521104801111414, CORDAREX, CORDAREX, NOT FOUND, 10 MG COM CT BL AL PLAS AMB X 20, NO_ACR
521104805115317, CORDAREX, CORDAREX, NOT FOUND, 10 MG COM CT BL AL PLAS AMB X 30, NO_ACR
521104802116411, CORDAREX, CORDAREX, NOT FOUND, 2.5 MG COM CT BL AL PLAS AMB X 20, NO_ACR
521104806111315, CORDAREX, CORDAREX, NOT FOUND, 2.5 MG COM CT BL AL PLAS AMB X 30, NO_ACR
521104808114311, CORDAREX, CORDAREX, NOT FOUND, 2.5 MG COM CT BL AL PLAS AMB X 7, NO_ACR
521104803112418, CORDAREX, CORDAREX, NOT FOUND, 5 MG COM CT BL AL PLAS AMB X 20, NO_ACR
521104807118410, CORDAREX, CORDAREX, NOT FOUND, 5 MG COM CT BL AL PLAS AMB X 30, NO_ACR
521104809110417, CORDAREX, CORDAREX, NOT FOUND, 5 MG COM CT BL AL PLAS AMB X 7, NO_ACR
521103001111111, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, 12.5 MG COM CT BL AL PLAS INC X 30, NO_ACR
521103002116115, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, 25 MG COM CT BL AL PLAS INC X 30, NO_ACR
521103003112113, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, 50 MG COM CT BL AL PLAS INC X 30, NO_ACR
521103201119114, CARBAMAZEPINA, CARBAMAZEPINA, CARBAMAZEPINA, 200 MG COM CT BL AL PLAS INC X 30, NO_ACR
521103301113118, CARBIDOPA/LEVODOPA, CARBIDOPA LEVODOPA, NOT FOUND, 25 MG + 250 MG COM CT BL AL PLAS INC X 30, NO_ACR
521120805116110, CARVEDILOL, CARVEDILOL, CARVEDILOL, 12.5 MG COM BL AL PLAS BCO X 15, NO_ACR
521120806112119, CARVEDILOL, CARVEDILOL, CARVEDILOL, 12.5 MG COM CT BL AL PLAS BCO X 30, NO_ACR
521120803113114, CARVEDILOL, CARVEDILOL, CARVEDILOL, 25 MG COM BL AL PLAS BCO X 15, NO_ACR
521120804111115, CARVEDILOL, CARVEDILOL, CARVEDILOL, 25 MG COM BL AL PLAS BCO X 30, NO_ACR
521120801110118, CARVEDILOL, CARVEDILOL, CARVEDILOL, 3.125 MG COM BL AL PLAS BCO X 15, NO_ACR
521120807119117, CARVEDILOL, CARVEDILOL, CARVEDILOL, 3.125 MG COM CT BL AL PLAS BCO X 30 , NO_ACR
521120802117116, CARVEDILOL, CARVEDILOL, CARVEDILOL, 6.25 MG COM BL AL PLAS BCO X 15, NO_ACR
521120808115115, CARVEDILOL, CARVEDILOL, CARVEDILOL, 6.25 MG COM CT BL AL PLAS BCO X 30, NO_ACR
521123801138114, CEFADROXILA, CEFADROXILA, CEFADROXILA, 100 MG/ML PO P/ SUS OR CT FR VD AMB X 100 ML + SER DOSAD, NO_ACR
521123802134112, CEFADROXILA, CEFADROXILA, CEFADROXILA, 50 MG/ML PO P/ SUS OR CT FR VD AMB X 100 ML + SER DOSAD, NO_ACR
521123301161117, CETOCONAZOL, CETOCONAZOL, CETOCONAZOL, 20 MG/G CREM DERM CT BG AL X 30 G, NO_ACR
521123302115119, CETOCONAZOL, CETOCONAZOL, CETOCONAZOL, 200 MG COM CT BL AL PLAS INC X 10 , NO_ACR
521123303111117, CETOCONAZOL, CETOCONAZOL, CETOCONAZOL, 200 MG COM CT BL AL PLAS INC X 30, NO_ACR
521124101113117, CITALOPRAM, CITALOPRAM, CITALOPRAM, 20 MG COM REV CT BL AL PLAS INC X 14, NO_ACR
521124102111118, CITALOPRAM, CITALOPRAM, CITALOPRAM, 20 MG COM REV CT BL AL PLAS INC X 28, NO_ACR
521103401118111, CLORIDRATO DE AMILORIDA + HIDROCLOROTIAZIDA, CLORIDRATO AMILORIDA HIDROCLOROTIAZIDA, NOT FOUND, 5 MG + 50 MG COM CT 2 BL AL PLAS INC X 15, NO_ACR
521103501112115, CLORIDRATO DE AMIODARONA, CLORIDRATO AMIODARONA, CLORIDRATO AMIODARONA, 200 MG COM CT BL AL PLAS INC X 30 , NO_ACR
521125504114111, CLORIDRATO DE CICLOBENZAPRINA, CLORIDRATO CICLOBENZAPRINA, CLORIDRATO CICLOBENZAPRINA, 10 MG COM REV CT BL AL PLAS INC X 15, NO_ACR
521125502111113, CLORIDRATO DE CICLOBENZAPRINA, CLORIDRATO CICLOBENZAPRINA, CLORIDRATO CICLOBENZAPRINA, 10 MG COM REV CT BL AL PLAS INC X 30 , NO_ACR
521125501115115, CLORIDRATO DE CICLOBENZAPRINA, CLORIDRATO CICLOBENZAPRINA, CLORIDRATO CICLOBENZAPRINA, 5 MG COM REV CT BL AL PLAS INC X 15, NO_ACR
521125503118111, CLORIDRATO DE CICLOBENZAPRINA, CLORIDRATO CICLOBENZAPRINA, CLORIDRATO CICLOBENZAPRINA, 5 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
521123401113114, CLORIDRATO DE CIPROFLOXACINO, CLORIDRATO CIPROFLOXACINO, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, 500 MG COM REV CT BL AL PLAS INC X 14, NO_ACR
521123402111115, CLORIDRATO DE CIPROFLOXACINO, CLORIDRATO CIPROFLOXACINO, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, 500 MG COM REV CT BL AL PLAS INC X 6, NO_ACR
521103601117119, CLORIDRATO DE DILTIAZEM, CLORIDRATO DILTIAZEM, CLORIDRATO DILTIAZEM, 30 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
521103602113117, CLORIDRATO DE DILTIAZEM, CLORIDRATO DILTIAZEM, CLORIDRATO DILTIAZEM, 60 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
521103701170119, CLORIDRATO DE DORZOLAMIDA, CLORIDRATO DORZOLAMIDA, CLORIDRATO DORZOLAMIDA, 2 PCC SOL OFT CT FR PLAS OPC GOT X 5 ML, NO_ACR
521103901110111, CLORIDRATO DE FLUOXETINA, CLORIDRATO FLUOXETINA, CLORIDRATO FLUOXETINA, 20 MG CAP CT BL AL PLAS INC X 30, NO_ACR
521104003116117, CLORIDRATO DE METFORMINA, CLORIDRATO METFORMINA, CLORIDRATO METFORMINA, 1 G COM REV CT BL AL PLAS INC X 30, NO_ACR
521104004112115, CLORIDRATO DE METFORMINA, CLORIDRATO METFORMINA, CLORIDRATO METFORMINA, 1 G COM REV CT BL AL PLAS INC X 60 (EMB HOSP), NO_ACR
521104001113110, CLORIDRATO DE METFORMINA, CLORIDRATO METFORMINA, CLORIDRATO METFORMINA, 500 MG COM REV CT BL AL PLAS INC X 30 , NO_ACR
521104005119113, CLORIDRATO DE METFORMINA, CLORIDRATO METFORMINA, CLORIDRATO METFORMINA, 500 MG COM REV CT BL AL PLAS INC X 60, NO_ACR
521104002111111, CLORIDRATO DE METFORMINA, CLORIDRATO METFORMINA, CLORIDRATO METFORMINA, 850 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
521104006115111, CLORIDRATO DE METFORMINA, CLORIDRATO METFORMINA, CLORIDRATO METFORMINA, 850 MG COM REV CT BL AL PLS INC X 60, NO_ACR
521121801114111, CLORIDRATO DE PAROXETINA, CLORIDRATO PAROXETINA, CLORIDRATO PAROXETINA HEMI-HIDRATADO, 20 MG COM REV CT BL AL PVC/PVDC INC X 20, NO_ACR
521121802110111, CLORIDRATO DE PAROXETINA, CLORIDRATO PAROXETINA, CLORIDRATO PAROXETINA HEMI-HIDRATADO, 20 MG COM REV CT BL AL PVC/PVDC INC X 30, NO_ACR
521104201112118, CLORIDRATO DE SELEGILINA, CLORIDRATO SELEGILINA, CLORIDRATO SELEGILINA, 5 MG COM CT BL AL PLAS INC X 30, NO_ACR
521104304116108, CLORIDRATO DE SERTRALINA, CLORIDRATO SERTRALINA, CLORIDRATO SERTRALINA, 50 MG COM REV CT BL AL PLAS INC X 10, NO_ACR
521104303111102, CLORIDRATO DE SERTRALINA, CLORIDRATO SERTRALINA, CLORIDRATO SERTRALINA, 50 MG COM REV CT BL AL PLAS INC X 20, NO_ACR
521104302113101, CLORIDRATO DE SERTRALINA, CLORIDRATO SERTRALINA, CLORIDRATO SERTRALINA, 50 MG COM REV CT BL AL PLAS INC X 28, NO_ACR
521104301117111, CLORIDRATO DE SERTRALINA, CLORIDRATO SERTRALINA, CLORIDRATO SERTRALINA, 50 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
521124401117118, CLORIDRATO DE SIBUTRAMINA MONOIDRATADO, CLORIDRATO SIBUTRAMINA MONOIDRATADO, CLORIDRATO SIBUTRAMINA MONOIDRATADO, 10 MG CAP GEL DURA CT BL AL PLAS INC X 30, NO_ACR
521124402113116, CLORIDRATO DE SIBUTRAMINA MONOIDRATADO, CLORIDRATO SIBUTRAMINA MONOIDRATADO, CLORIDRATO SIBUTRAMINA MONOIDRATADO, 15 MG CAP GEL DURA CT BL AL PLAS INC X 30, NO_ACR
521104401111115, CLORIDRATO DE SOTALOL, CLORIDRATO SOTALOL, CLORIDRATO SOTALOL, 120 MG COM CT BL AL PLAS INC X 30 , NO_ACR
521104402118113, CLORIDRATO DE SOTALOL, CLORIDRATO SOTALOL, CLORIDRATO SOTALOL, 160 MG COM CT BL AL PLAS INC X 20  , NO_ACR
521104501116119, CLORIDRATO DE TICLOPIDINA, CLORIDRATO TICLOPIDINA, CLORIDRATO TICLOPIDINA, 250 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
521124603119111, CLORIDRATO DE VENLAFAXINA, CLORIDRATO VENLAFAXINA, CLORIDRATO VENLAFAXINA, 37.5 MG COM CT BL AL PLAS INC X 28, NO_ACR
521124602112113, CLORIDRATO DE VENLAFAXINA, CLORIDRATO VENLAFAXINA, CLORIDRATO VENLAFAXINA, 50 MG COM CT BL AL PLAS INC X 30, NO_ACR
521124601116115, CLORIDRATO DE VENLAFAXINA, CLORIDRATO VENLAFAXINA, CLORIDRATO VENLAFAXINA, 75 MG COM CT BL AL PLAS INC X 28, NO_ACR
521125102113119, CLORIDRATO DE VERAPAMIL, CLORIDRATO VERAPAMIL, CLORIDRATO VERAPAMIL, 120 MG COM REV LIB RETARD CT BL AL PLAS INC X 20, NO_ACR
521125103111111, CLORIDRATO DE VERAPAMIL, CLORIDRATO VERAPAMIL, CLORIDRATO VERAPAMIL, 240 MG COM REV RETARD CT BL AL PLAS INC X 30, NO_ACR
521125101117110, CLORIDRATO DE VERAPAMIL, CLORIDRATO VERAPAMIL, CLORIDRATO VERAPAMIL, 80 MG COM REV CT BL AL PLAS INC X 30 , NO_ACR
521105003111415, CORUS H, CORUS H, NOT FOUND, 100 MG + 25 MG COM REV CT BL AL PLAS INC X 28&nbsp;01, NO_ACR
521105001117416, CORUS H, CORUS H, NOT FOUND, 50 MG + 12.5 MG COM REV CT 2 BL AL PLAS INC X 14, NO_ACR
521104901114415, CORUS, CORUS, NOT FOUND, 25 MG COM REV CT BL AL PLAS INC X 28 , NO_ACR
521104902110413, CORUS, CORUS, NOT FOUND, 50 MG COM REV CT BL AL PLAS INC X 28 , NO_ACR
540500902111416, CICLOFEMME, CICLOFEMME, NOT FOUND, 0.15 MG + 0.03 MG DRG CT BL CALEND AL PLAS INC X 1050 (EMB HOSP), NO_ACR
540500901113415, CICLOFEMME, CICLOFEMME, NOT FOUND, 0.15 MG + 0.03 MG DRG CT BL CALEND AL PLAS INC X 21, NO_ACR
524500102154415, CONRAY, CONRAY, NOT FOUND, 600MG/ML SOL INJ CX 12 FA VD INC X 100ML, NO_ACR
524500104157411, CONRAY, CONRAY, NOT FOUND, 600MG/ML SOL INJ CX 50 FA VD INC X 30ML, NO_ACR
524500105153411, CONRAY, CONRAY, NOT FOUND, 600MG/ML SOL INJ CX 50 FA VD INC X 50ML, NO_ACR
537100802118115, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, 12.5 MG COM CT BL AL PLAS INC X 30, NO_ACR
537100803114113, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, 12.5 MG COM CT BL AL PLAS INC X 60 (EMB FRAC), NO_ACR
537100804110111, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, 12.5 MG COM CT BL AL PLAS INC X 90 (EMB FRAC), NO_ACR
537100805117111, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, 25.00 MG COM CT BL AL PLAS INC X 30, NO_ACR
537100806113118, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, 25.00 MG COM CT BL AL PLAS INC X 60 (EMB FRAC), NO_ACR
537100801111117, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, 25.00 MG COM CT BL AL PLAS INC X 90 (EMB FRAC), NO_ACR
537100807111119, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, 50.00 MG COM CT BL AL PLAS INC X 30, NO_ACR
537100808116114, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, 50.00 MG COM CT BL AL PLAS INC X 60 (EMB FRAC), NO_ACR
537100809112112, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, 50.00 MG COM CT BL AL PLAS INC X 90 (EMB FRAC), NO_ACR
537101302135116, CARBOCISTEÍNA, CARBOCISTEINA, CARBOCISTEINA, 50 MG /ML SOL OR CX 48 FR PLAS GOT X 20 ML (EMB HOSP), NO_ACR
537101301139118, CARBOCISTEÍNA, CARBOCISTEINA, CARBOCISTEINA, 50 MG/ML SOL OR CT FR PLAS GOT X 20 ML, NO_ACR
537100101136117, CLORIDRATO DE METOCLOPRAMIDA, CLORIDRATO METOCLOPRAMIDA, CLORIDRATO METOCLOPRAMIDA MONOIDRATADO, 4 MG/ML SOL OR CT FRAS PLAS OPC GOT X 10 ML, NO_ACR
537100102132115, CLORIDRATO DE METOCLOPRAMIDA, CLORIDRATO METOCLOPRAMIDA, CLORIDRATO METOCLOPRAMIDA MONOIDRATADO, 4 MG/ML SOL OR CX 48 FRAS PLAS OPC GOT X 10 ML (EMB HOSP), NO_ACR
537100103139113, CLORIDRATO DE METOCLOPRAMIDA, CLORIDRATO METOCLOPRAMIDA, CLORIDRATO METOCLOPRAMIDA MONOIDRATADO, 4 MG/ML SOL OR CX 96 FRAS PLAS OPC GOT X 10 ML (EMB HOSP), NO_ACR
535601401111410, CICLOVIRAL, CICLOVIRAL, NOT FOUND, 200 MG COMP CX 20, NO_ACR
535601402116416, CICLOVIRAL, CICLOVIRAL, NOT FOUND, 200 MG COMP CX 30, NO_ACR
535601403112414, CICLOVIRAL, CICLOVIRAL, NOT FOUND, 200 MG COMP CX 60, NO_ACR
535601404119412, CICLOVIRAL, CICLOVIRAL, NOT FOUND, 400 MG COMP CX 20, NO_ACR
535601405115410, CICLOVIRAL, CICLOVIRAL, NOT FOUND, 400 MG COMP CX 30, NO_ACR
535601406111419, CICLOVIRAL, CICLOVIRAL, NOT FOUND, 400 MG COMP CX 60, NO_ACR
525401507111417, CEBION, CEBION, NOT FOUND, 2 G COM EFERV EST CART 2 TB PLAS X 10, NO_ACR
525401508118415, CEBION, CEBION, NOT FOUND, 2G COM EFERV EST CART TB PLAS X 10, NO_ACR
525402401139413, CLINDAL AZ, CLINDAL AZ, NOT FOUND, 40 MG/ML PO PREP EXT CT CART FR PLAS OPC X 600 MG, NO_ACR
525402402135411, CLINDAL AZ, CLINDAL AZ, NOT FOUND, 40 MG/ML PO PREP EXT CT CART FR PLAS OPC X 900 MG, NO_ACR
525402403115414, CLINDAL AZ, CLINDAL AZ, NOT FOUND, 500 MG COM REV CT BL AL PLAS INC X 2, NO_ACR
525402406114419, CLINDAL AZ, CLINDAL AZ, NOT FOUND, 500 MG COM REV CT BL AL PLAS INC X 5, NO_ACR
525402404111412, CLINDAL AZ, CLINDAL AZ, NOT FOUND, 500 MG COM REV CT CART BL AL PLAS INC X 3, NO_ACR
525403001118417, CONCOR, CONCOR, NOT FOUND, 1.25 MG COM REV EST BL AL PLAS INC X 14, NO_ACR
525403005113411, CONCOR, CONCOR, NOT FOUND, 1.25 MG COM REVE EST CART 2 BL AL PLAS INC X 14, NO_ACR
525403002114415, CONCOR, CONCOR, NOT FOUND, 10 MG COM REV EST BL AL PLAS INC X 14, NO_ACR
525403006111410, CONCOR, CONCOR, NOT FOUND, 10.0 MG COM REVE EST CART 2 BL AL PLAS INC X 14, NO_ACR
525403003110413, CONCOR, CONCOR, NOT FOUND, 2.5 MG COM REV EST BL AL PLAS INC X 14, NO_ACR
525403007116416, CONCOR, CONCOR, NOT FOUND, 2.5 MG COM REVE EST CART 2 BL AL PLAS INC X 14, NO_ACR
525403004117411, CONCOR, CONCOR, NOT FOUND, 5 MG COM REV EST BL AL PLAS INC X 14, NO_ACR
525403008112414, CONCOR, CONCOR, NOT FOUND, 5.0 MG COM REVE EST CART 2 BL AL PLAS INC X 14, NO_ACR
525420001112419, CELAPRAM, CELAPRAM, NOT FOUND, 20 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
525401601118411, CEBION CALCIO, CEBION CALCIO, NOT FOUND, 500 MG + 600 MG COMP EFERV EST CART TB PLAS X 10, NO_ACR
525402101119115, CITALOPRAM, CITALOPRAM, CITALOPRAM, 20 MG COM REV CT BL AL PLAS INC X 30 , NO_ACR
525402301118112, CLARITROMICINA, CLARITROMICINA, CLARITROMICINA, 500 MG COM REV CT 2 BL AL PLAS X 7, NO_ACR
525402302114110, CLARITROMICINA, CLARITROMICINA, CLARITROMICINA, 500 MG COM REV CT BL AL PLAS X 10, NO_ACR
525417902112117, CLORIDRATO DE CIPROFLOXACINO, CLORIDRATO CIPROFLOXACINO, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, 500 MG COM REV CT BL AL PLAS INC X 14, NO_ACR
525417901116119, CLORIDRATO DE CIPROFLOXACINO, CLORIDRATO CIPROFLOXACINO, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, 500 MG COM REV CT BL AL PLAS INC X 6, NO_ACR
525418701110115, CLORIDRATO DE FLUOXETINA, CLORIDRATO FLUOXETINA, CLORIDRATO FLUOXETINA, 20 MG CAP GEL DURA CT FR PLAS OPC X 30, NO_ACR
525402605117108, CLORIDRATO DE METFORMINA, CLORIDRATO METFORMINA, CLORIDRATO METFORMINA, 1G COM REV CT BL AL PLAS INC X 30, NO_ACR
525402602118111, CLORIDRATO DE METFORMINA, CLORIDRATO METFORMINA, CLORIDRATO METFORMINA, 500 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
525402601111113, CLORIDRATO DE METFORMINA, CLORIDRATO METFORMINA, CLORIDRATO METFORMINA, 500 MG COM REV CT BL AL PLAS INC X 60, NO_ACR
525402603114111, CLORIDRATO DE METFORMINA, CLORIDRATO METFORMINA, CLORIDRATO METFORMINA, 850 MG COM REV CT BL AL PLAS INC X 30 , NO_ACR
525402604110118, CLORIDRATO DE METFORMINA, CLORIDRATO METFORMINA, CLORIDRATO METFORMINA, 850 MG COM REV CT BL AL PLAS INC X 60, NO_ACR
525418001119111, CLORIDRATO DE PAROXETINA, CLORIDRATO PAROXETINA, CLORIDRATO PAROXETINA HEMI-HIDRATADO, 20 MG COM REV CT FR PLAS OPC X 20, NO_ACR
525418002115118, CLORIDRATO DE PAROXETINA, CLORIDRATO PAROXETINA, CLORIDRATO PAROXETINA HEMI-HIDRATADO, 20 MG COM REV CT FR PLAS OPC X 30, NO_ACR
525402204155416, CITONEURIN, CITONEURIN, NOT FOUND, (1666.66 MCG + 33.33 MG + 33.33 MG)/ML SOL INJ CX (INJ. 5000), NO_ACR
525402203159418, CITONEURIN, CITONEURIN, NOT FOUND, (333.33 MCG + 33.33 MG + 33.33 MG)/ML SOL INJ. CX (INJ. 1000), NO_ACR
525402205151414, CITONEURIN, CITONEURIN, NOT FOUND, (100 + 100) MG/ML SOL INJ IM CX CAMA 3 AMP VD AMB X 1ML + 1000 MCG/ML 3 AMP X 1ML, NO_ACR
525402206158412, CITONEURIN, CITONEURIN, NOT FOUND, (100 + 100) MG/ML SOL INJ IM CX CAMA 3 AMP VD AMB X 1ML + 500 MCG/ML 3 AMP X 1ML, NO_ACR
525402201113410, CITONEURIN, CITONEURIN, NOT FOUND, 50 MCG + 200 MG + 100 MG DRG EST CART 2 BL AL PLAS, NO_ACR
525402202111411, CITONEURIN, CITONEURIN, NOT FOUND, 5000 MCG + 100 MG + 100 MG DRG EST CT BL AL PLAS AMB X 20 , NO_ACR
525402701116117, CLORIDRATO DE RANITIDINA, CLORIDRATO RANITIDINA, CLORIDRATO RANITIDINA, 150 MG COM REV EST FR PLAS OPC X 20, NO_ACR
525402702112115, CLORIDRATO DE RANITIDINA, CLORIDRATO RANITIDINA, CLORIDRATO RANITIDINA, 300 MG COM REV EST FR PLAS OPC X 20, NO_ACR
