77104, MICOF.MOFETILA MG , MICOF MOFETILA, MICOFENOLATO MOFETILA, CPR REVEST 500 MG x 500, A1F
75793, MESIDOX , MESIDOX, NOT FOUND, CPR 2 MG x 30, M_S

139224, MAXFORT , MAXFORT, NOT FOUND, TON FER/FOS 240 ML x 1, N3F

80112, MATHERLLY GESTANT , MATHERLLY GESTANT, NOT FOUND, CPR x 30, N3F

105216, MULTIVITAN , MULTIVITAN, NOT FOUND, CAPS x 30, N3F

131527, MATHERLLY GESTANT , MATHERLLY GESTANT, NOT FOUND, K MG+OMEG3 x 60, N3F

105376, MEMOLIM , MEMOLIM, NOT FOUND, CAPS 500 MG x 60, N3F

87805, MATHERLLY LACT , MATHERLLY LACT, NOT FOUND, CPR x 30, N3F

153632, MULTI-CAL D3 , MULTI CAL D3, NOT FOUND, CAPS x 60, N8U

75038, MAXALGINA , MAXALGINA, NOT FOUND, GOTAS 500 MG 10 ML x 1 (/ML), NAU

112513, MASFEROL , MASFEROL, NOT FOUND, CPR REVEST 40 MG x 40, NAU

72224, MAXTONICO , MAXTONICO, NOT FOUND, XAROPE 125 MG 400 ML x 1 (/5ML), NAU

73331, MAXTONICO , MAXTONICO, NOT FOUND, GOTAS 68 MG 30 ML x 1 (/ML), NAU

75036, MAXALGINA , MAXALGINA, NOT FOUND, SOLN ORAL 50 MG 100 ML x 1 (/ML), NAU

77439, MASFEROL , MASFEROL, NOT FOUND, XAROPE 25 MG 100 ML x 1 (/ML), NAU

76149, MAGMAX , MAGMAX, NOT FOUND, LIQD HORTELA 80 MG 120 ML x 1 (/ML), NAU

77440, MASFEROL , MASFEROL, NOT FOUND, XAROPE 25 MG 400 ML x 1 (/ML), NAU

98195, MAGMAX , MAGMAX, NOT FOUND, LIQD HORTELA 80 MG 100 ML x 1 (/ML), NAU

72223, MAXTONICO , MAXTONICO, NOT FOUND, XAROPE 125 MG 100 ML x 1 (/5ML), NAU

95761, MAGMAX , MAGMAX, NOT FOUND, LIQD TRAD 80 MG 100 ML x 1 (/ML), NAU

79274, MAXALGINA , MAXALGINA, NOT FOUND, SOL ORAL SER 50 MG 100 ML x 1 (/ML), NAU

73524, MICOTLIV , MICOTLIV, NOT FOUND, LOC. 60 ML x 1, NAU

72812, MAGMAX , MAGMAX, NOT FOUND, LIQD TRAD 80 MG 120 ML x 1 (/ML), NAU

75037, MAXALGINA , MAXALGINA, NOT FOUND, GOTAS 500 MG 20 ML x 1 (/ML), NAU

65307, MUCOBRONQ , MUCOBRONQ, NOT FOUND, XAR. AD 250 MG 100 ML x 1 (/5ML), NAU

65308, MUCOBRONQ , MUCOBRONQ, NOT FOUND, XAR. PED. 100 MG 100 ML x 1 (/5ML), NAU

77399, METIOTRAT , METIOTRAT, NOT FOUND, SPRAY 10 MG 45 ML x 1 (/ML), NAU

77401, METIOTRAT , METIOTRAT, NOT FOUND, SOLN TOP. 10 MG 30 ML x 1 (/ML), NAU

65306, MODULEN IBD , MODULEN IBD, NOT FOUND, PO 400 G x 1, NES

70133, MOLICO CALCIO PLUS , MOLICO CALCIO PLUS, NOT FOUND, PO INST 300 G x 1, NES

32005, MERITENE , MERITENE, NOT FOUND, PO MORAN 400 G x 1, NES

50190, MUCILON MILHO , MUCILON MILHO, NOT FOUND, PO 400 G x 1, NES

48361, MOLICO LEITE , MOLICO LEITE, NOT FOUND, PO INST 300 G x 1, NES

50245, MUCILON ARROZ , MUCILON ARROZ, NOT FOUND, PO 400 G x 1, NES

30492, MERITENE , MERITENE, NOT FOUND, PO BAUNILHA 400 G x 1, NES

70132, MOLICO ACTIFIBRAS , MOLICO ACTIFIBRAS, NOT FOUND, PO 300 G x 1, NES

47624, MIRORROIDIN , MIRORROIDIN, NOT FOUND, POM. 30 G x 1, NEV

100859, MAIS CALCIO , MAIS CALCIO, NOT FOUND, CPR 600 MG x 60 (/200), NI_

127630, MAIS OMEGA , MAIS OMEGA, NOT FOUND, CAPSULAS 1000 MG x 30, NI_

139323, MAIS OMEGA , MAIS OMEGA, NOT FOUND, CAPSULAS 1000 MG x 120, NI_

127629, MAIS OMEGA , MAIS OMEGA, NOT FOUND, CAPSULAS 1000 MG x 60, NI_

100862, MAXIMA MATER , MAXIMA MATER, NOT FOUND, CPR REVEST x 30, NI_

161618, MAIS CARTAMO , MAIS CARTAMO, NOT FOUND, CAPS OL CART 1000 MG x 120, NI_

148256, MANGO MAX , MANGO MAX, NOT FOUND, CAPS 1000 MG x 60, NL7

58865, MALEA.ENALAPRIL MG , MALEA ENALAPRIL, MALEATO ENALAPRIL, CPR 5 MG x 30, NQA

70170, MELOXICAM MG , MELOXICAM, MELOXICAM, CPR 7.50 MG x 10, NQA

58866, MALEA.ENALAPRIL MG , MALEA ENALAPRIL, MALEATO ENALAPRIL, CPR 10 MG x 28, NQA

159556, MISACOR , MISACOR, NOT FOUND, CPR 80 MG x 30, NQA

70169, MELOXICAM MG , MELOXICAM, MELOXICAM, CPR 15 MG x 10, NQA

73113, MAL.DEXCLO+BETA.MG , MAL DEXCLO BETA, NOT FOUND, CPR 2 MG x 20 (/.25), NQA

75858, MALEA.ENALAPRIL MG , MALEA ENALAPRIL, MALEATO ENALAPRIL, CPR 10 MG x 30, NQA

161204, MOTIRIDONA , MOTIRIDONA, NOT FOUND, CPR 10 MG x 30, NQA

161188, MOTIRIDONA , MOTIRIDONA, NOT FOUND, CPR 10 MG x 60, NQA

70171, METRONIDAZOL MG , METRONIDAZOL, METRONIDAZOL, GEL VAG+10AP 100 MG 50 G x 1 (/G), NQA

75859, MALEA.ENALAPRIL MG , MALEA ENALAPRIL, MALEATO ENALAPRIL, CPR 20 MG x 30, NQA

70168, MAL.DEXCLO+BETA.MG , MAL DEXCLO BETA, NOT FOUND, XAROPE 120 ML x 1, NQA

76151, MUCONAT , MUCONAT, NOT FOUND, GOTAS 30 MG 50 ML x 1 (/5ML), NV7

74919, MUCONAT , MUCONAT, NOT FOUND, XAR. PED. 15 MG 120 ML x 1 (/5ML), NV7

74918, MUCONAT , MUCONAT, NOT FOUND, XAR. AD 30 MG 120 ML x 1 (/5ML), NV7

88105, MEROPENEM MG , MEROPENEM, MEROPENEM, F AMP LIOF 500 MG 30 ML x 10, NVA

73522, METILPREDNISOLO.MG , METILPREDNISOLO, NOT FOUND, F.AMP 500 MG 8 ML x 25, NVA

73643, METILPREDNISOLO.MG , METILPREDNISOLO, NOT FOUND, F.AMP S/F 125 MG 2 ML x 25, NVA

88099, MEROPENEM MG , MEROPENEM, MEROPENEM, F AMP LIOF 1 G 50 ML x 10, NVA

63871, MYFORTIC , MYFORTIC, NOT FOUND, CPR REVEST 360 MG x 120, NVR

58428, MIFLONIDE , MIFLONIDE, NOT FOUND, CAPS+INALAD. 400 Y x 60, NVR

70007, METFORMIX , METFORMIX, NOT FOUND, CPR REVEST 500 MG x 48, NVR

55879, MERIGEST , MERIGEST, NOT FOUND, CPR x 28, NVR

75714, METFORMIX , METFORMIX, NOT FOUND, CPR REVEST 850 MG x 24, NVR

75713, METFORMIX , METFORMIX, NOT FOUND, CPR REVEST 500 MG x 24, NVR

70008, METFORMIX , METFORMIX, NOT FOUND, CPR REVEST 850 MG x 48, NVR

78556, MIFLONIDE , MIFLONIDE, NOT FOUND, CAPS+INALAD. 400 Y x 30, NVR

53774, MIFLASONA , MIFLASONA, NOT FOUND, CAPS+INALAD. 400 Y x 60, NVR

55878, MERICOMB , MERICOMB, NOT FOUND, CPR 1 MG x 28, NVR

58427, MIFLONIDE , MIFLONIDE, NOT FOUND, CAPS+INALAD. 200 Y x 60, NVR

6753, METHERGIN , METHERGIN, NOT FOUND, AMP. 0.20 MG 1 ML x 50, NVR

53773, MIFLASONA , MIFLASONA, NOT FOUND, CAPS+INALAD. 200 Y x 60, NVR

44347, MIACALCIC , MIACALCIC, NOT FOUND, AMP. 100 IU 1 ML x 5, NVR

77216, METFORMIX , METFORMIX, NOT FOUND, CPR REVEST 850 MG x 12, NVR

63870, MYFORTIC , MYFORTIC, NOT FOUND, CPR REVEST 180 MG x 120, NVR

28892, MURICALM , MURICALM, NOT FOUND, GOTAS 1 MG 10 ML x 1 (/ML), NVR

51645, MIACALCIC , MIACALCIC, NOT FOUND, SPR.NAS.DOSE 200 IU x 14 (/DOS), NVR

55880, MERIMONO , MERIMONO, NOT FOUND, CPR 1 MG x 28, NVR

6754, METHERGIN , METHERGIN, NOT FOUND, DRAG 0.125 MG x 12, NVR

78555, MIFLONIDE , MIFLONIDE, NOT FOUND, CAPS+INALAD. 200 Y x 30, NVR

51496, MIACALCIC , MIACALCIC, NOT FOUND, SER.PRE-ENCH 100 IU 1 ML x 5, NVR

7027, MURICALM , MURICALM, NOT FOUND, XAROPE 0.50 MG 120 ML x 1 (/5ML), NVR

57282, MASSAGEOL , MASSAGEOL, NOT FOUND, AERO 120 ML x 1, N_Q

70407, MAXTEST , MAXTEST, NOT FOUND, TEST x 1, N_Q

85413, MAL.DEX+PSE+GUA.MG , MAL DEX PSE GUA, NOT FOUND, SOLN ORAL 120 ML x 1, N_Q

57638, MEBENDAZOL MG , MEBENDAZOL, MEBENDAZOL, CPR 100 MG x 6, N_Q

50185, MIORRELAX , MIORRELAX, NOT FOUND, CPR x 100, N_Q

50990, MASSAGEOL , MASSAGEOL, NOT FOUND, POM. 30 G x 1, N_Q

54892, MUCOCISTEIN , MUCOCISTEIN, NOT FOUND, XAR. AD 250 MG 100 ML x 1 (/5ML), N_Q

63625, MAGNOSTASE , MAGNOSTASE, NOT FOUND, CPR 2 MG x 12, N_Q

87518, MESALAZINA MG , MESALAZINA, MESALAZINA, CPR REVEST 400 MG x 30, N_Q

66060, MALEA.ENALAPRIL MG , MALEA ENALAPRIL, MALEATO ENALAPRIL, CPR 5 MG x 30, N_Q

73695, MAL.DEXCLO+BETA.MG , MAL DEXCLO BETA, NOT FOUND, XAROPE 120 ML x 1, N_Q

57283, MEBENDAZOL MG , MEBENDAZOL, MEBENDAZOL, SUSP 100 MG 30 ML x 1 (/5ML), N_Q

75186, MALEATO TIMOLOL MG , MALEATO TIMOLOL, MALEATO TIMOLOL, SOLN OFTAL 5 MG 5 ML x 1 (/ML), N_Q

61990, MALEAT.DEXCLORF.MG , MALEAT DEXCLORF, MALEATO DEXCLORFENIRAMINA, XAROPE 2 MG 120 ML x 1 (/5ML), N_Q

63869, METRONIDAZOL MG , METRONIDAZOL, METRONIDAZOL, CPR 250 MG x 20, N_Q

54891, MUCOCISTEIN , MUCOCISTEIN, NOT FOUND, XAR. INF 100 MG 100 ML x 1 (/5ML), N_Q

74960, MALEAT.DEXCLORF.MG , MALEAT DEXCLORF, MALEATO DEXCLORFENIRAMINA, CREME 10 MG 30 G x 1 (/G), N_Q

76989, MALEAT.DEXCLORF.MG , MALEAT DEXCLORF, MALEATO DEXCLORFENIRAMINA, CPR 2 MG x 20, N_Q

75464, MELOXICAM MG , MELOXICAM, MELOXICAM, CPR 15 MG x 10, N_Q

87519, MESALAZINA MG , MESALAZINA, MESALAZINA, CPR REVEST 800 MG x 30, N_Q

73375, MAGNOSTASE , MAGNOSTASE, NOT FOUND, CPR 2 MG x 200, N_Q

85414, METRONIDAZOL MG , METRONIDAZOL, METRONIDAZOL, GEL VAG 10AP 100 MG 55 G x 1 (/G), N_Q

159377, MIORRELAX , MIORRELAX, NOT FOUND, CPR x 200, N_Q

6929, MIORRELAX , MIORRELAX, NOT FOUND, CPR x 20, N_Q

55537, MASSAGEOL , MASSAGEOL, NOT FOUND, POM. 15 G x 1, N_Q

93358, MIODARID , MIODARID, NOT FOUND, CPR 200 MG x 30, N_Q

92725, MESANEO , MESANEO, NOT FOUND, CPR REVEST 800 MG x 30, N_Q

159376, MIORRELAX , MIORRELAX, NOT FOUND, CPR x 30, N_Q

65623, MALEA.ENALAPRIL MG , MALEA ENALAPRIL, MALEATO ENALAPRIL, CPR 10 MG x 30, N_Q

57226, MIODARID , MIODARID, NOT FOUND, CPR 200 MG x 20, N_Q

66061, MALEA.ENALAPRIL MG , MALEA ENALAPRIL, MALEATO ENALAPRIL, CPR 20 MG x 30, N_Q

89132, METILCELULOSE , METILCELULOSE, METILCELULOSE, COLIRIO 2 % 10 ML x 1, OHL

69042, METADEX , METADEX, NOT FOUND, CREME 0.10 % 10 G x 1, OOM

65428, MICOTRAT , MICOTRAT, NOT FOUND, CPR 200 MG x 10, OOM

49798, MULTIELMIN , MULTIELMIN, NOT FOUND, SUSP 100 MG 30 ML x 1 (/5ML), OOM

49797, MULTIELMIN , MULTIELMIN, NOT FOUND, CPR 100 MG x 6, OOM

129757, MAGNESIUM QUELATED , MAGNESIUM QUELATED, NOT FOUND, CPR 260 MG x 100, OTN

113609, MICOSITAN , MICOSITAN, NOT FOUND, LIQ UN MICO 30 ML x 1, P0B

62569, MICONASTIN , MICONASTIN, NOT FOUND, CR.VAG 4APL 100 K 60 G x 1 (/G), P7B

79152, MAL.DEXCLO+BETA MG , MAL DEXCLO BETA, NOT FOUND, XAROPE 120 ML x 1, P7B

56036, MIANTREX CS , MIANTREX CS, NOT FOUND, F.AMP 50 MG 2 ML x 1, PFZ

48119, MATERNA , MATERNA, NOT FOUND, DRAG x 30, PFZ

46649, MINIPRESS SR , MINIPRESS SR, NOT FOUND, CAPS RETARD 2 MG x 15, PFZ

59265, MINESSE , MINESSE, NOT FOUND, CPR REVEST x 24, PFZ

56037, MIANTREX CS , MIANTREX CS, NOT FOUND, F.AMP 500 MG 20 ML x 1, PFZ

6911, MINIDIAB , MINIDIAB, NOT FOUND, CPR 5 MG x 30, PFZ

32488, MARAX , MARAX, NOT FOUND, XAROPE 120 ML x 1, PFZ

48688, MAXAQUIN , MAXAQUIN, NOT FOUND, CPR REVEST 400 MG x 7, PFZ

46648, MINIPRESS SR , MINIPRESS SR, NOT FOUND, CAPS RETARD 1 MG x 15, PFZ

46876, MINULET , MINULET, NOT FOUND, DRAG x 21, PFZ

48359, MANSIL , MANSIL, NOT FOUND, CAPS 250 MG x 6, PFZ

41982, MOTRIN , MOTRIN, NOT FOUND, DRAG 600 MG x 30, PFZ

48210, MINOMAX , MINOMAX, NOT FOUND, CPR 100 MG x 30, PFZ

46650, MINIPRESS SR , MINIPRESS SR, NOT FOUND, CAPS RETARD 4 MG x 15, PFZ

6570, MARAX , MARAX, NOT FOUND, CPR x 20, PFZ

85528, MOTRIN , MOTRIN, NOT FOUND, CPR REVEST 600 MG x 12, PFZ

56038, MIANTREX CS , MIANTREX CS, NOT FOUND, F.AMP 1 G 10 ML x 1, PFZ

56323, MARAVILHA CURATIVA , MARAVILHA CURATIVA, NOT FOUND, LIQD 150 ML x 1, PIU

69261, METRONIDAN , METRONIDAN, NOT FOUND, CPR 250 MG x 20, PLB

76610, MASTRUSAN , MASTRUSAN, NOT FOUND, XAROPE 150 ML x 1, PLB

72341, METRONIDAN , METRONIDAN, NOT FOUND, GEL VAG+10AP 100 MG 50 G x 1 (/G), PLB

69262, METRONIDAN , METRONIDAN, NOT FOUND, SUSP PED 4 % 100 ML x 1, PLB

68273, MICONIL , MICONIL, NOT FOUND, LOC. 30 ML x 1, PLB

72494, MELATOSSIL , MELATOSSIL, NOT FOUND, XAROPE 150 ML x 1, PLB

69260, MEBENDAL , MEBENDAL, NOT FOUND, SUSP 100 MG 30 ML x 1 (/5ML), PLB

50362, METAMUCIL , METAMUCIL, NOT FOUND, P.SOL SOB NA 5.85 G x 10, PRG

80322, METAMUCIL , METAMUCIL, NOT FOUND, KIT P LA+CO 174 G x 1, PRG

55539, METAMUCIL , METAMUCIL, NOT FOUND, PO NARANJA 174 G x 1, PRG

89291, MELOXICAM MG , MELOXICAM, MELOXICAM, CPR 15 MG x 140, PZ8

74729, MELOXICAM MG , MELOXICAM, MELOXICAM, CPR 15 MG x 10, PZ8

75086, MALEA.ENALAPRIL MG , MALEA ENALAPRIL, MALEATO ENALAPRIL, CPR 10 MG x 30, PZ8

74731, MELOXICAM MG , MELOXICAM, MELOXICAM, CPR 7.50 MG x 10, PZ8

64660, MALEAT.DEXCLORF.MG , MALEAT DEXCLORF, MALEATO DEXCLORFENIRAMINA, SOLN ORAL 2 MG 120 ML x 1 (/5M, PZ8

71939, MUPIROCINA MG , MUPIROCINA, MUPIROCINA, POM. 20 MG 15 G x 1 (/G), PZ8

75088, MALEA.ENALAPRIL MG , MALEA ENALAPRIL, MALEATO ENALAPRIL, CPR 5 MG x 30, PZ8

73472, METRONIDAZOL MG , METRONIDAZOL, METRONIDAZOL, CPR 250 MG x 20, PZ8

63148, MEBENDAZOL MG , MEBENDAZOL, MEBENDAZOL, CPR 100 MG x 6, PZ8

63557, MEBENDAZOL MG , MEBENDAZOL, MEBENDAZOL, SUSP 20 MG 30 ML x 1 (/ML), PZ8

63089, METRO+NISTATINA MG , METRO NISTATINA, NOT FOUND, CREME VAG. 50 G x 1, PZ8

75087, MALEA.ENALAPRIL MG , MALEA ENALAPRIL, MALEATO ENALAPRIL, CPR 20 MG x 30, PZ8

74786, METRO+NISTATINA MG , METRO NISTATINA, NOT FOUND, CR.VAG.10APL 50 G x 1, PZ8

74730, MELOXICAM MG , MELOXICAM, MELOXICAM, CPR 15 MG x 500, PZ8

74732, MELOXICAM MG , MELOXICAM, MELOXICAM, CPR 7.50 MG x 500, PZ8

102146, METRONIDAZOL MG , METRONIDAZOL, METRONIDAZOL, GEL VAG 10AP 50 G x 1, PZ8

63088, METRONIDAZOL MG , METRONIDAZOL, METRONIDAZOL, GEL. VAG. 500 MG 50 G x 50 (/5G), PZ8

65700, METRO+NISTATINA MG , METRO NISTATINA, NOT FOUND, CREME VAG. 50 G x 50, PZ8

63085, MEBENDA+TIABEND.MG , MEBENDA TIABEND, NOT FOUND, CPR 200 MG x 6 (/332), PZ8

67958, MALEAT.DEXCLORF.MG , MALEAT DEXCLORF, MALEATO DEXCLORFENIRAMINA, SOLN ORAL 2 MG 100 ML x 50 (/5, PZ8

63556, MEBENDAZOL MG , MEBENDAZOL, MEBENDAZOL, CPR 100 MG x 300, PZ8

73898, METRONIDAZOL MG , METRONIDAZOL, METRONIDAZOL, CPR 250 MG x 600, PZ8

62147, MULTIGRAM , MULTIGRAM, NOT FOUND, CAPS 500 MG x 25 X12, PZ8

63087, METRONIDAZOL MG , METRONIDAZOL, METRONIDAZOL, GEL. VAG. 500 MG 50 G x 1 (/5G), PZ8

64841, MAL.DEXCLO+BETA.MG , MAL DEXCLO BETA, NOT FOUND, XAR. 120 ML x 1, PZ8

45365, MAGNESIA BISURADA , MAGNESIA BISURADA, NOT FOUND, PASTILLAS x 40, PZC

70610, MAGNESIA BISURADA , MAGNESIA BISURADA, NOT FOUND, PASTILLAS x 200, PZC

74334, MITOSTATE , MITOSTATE, NOT FOUND, F.AMP 20 MG 10 ML x 1, QU6

63141, MALEA.MIDAZOLAM MG , MALEA MIDAZOLAM, MALEATO MIDAZOLAM, CPR REVEST 15 MG x 30, RBY

57538, MALEA.ENALAPRIL MG , MALEA ENALAPRIL, MALEATO ENALAPRIL, CPR 5 MG x 30, RBY

67602, MELOXICAM MG , MELOXICAM, MELOXICAM, CPR 15 MG x 10, RBY

71377, MALEATO TIMOLOL MG , MALEATO TIMOLOL, MALEATO TIMOLOL, SOLN OFTAL 0.50 % 5 ML x 1, RBY

68281, MESI.DOXAZOSINA MG , MESI DOXAZOSINA, MESILATO DOXAZOSINA, CPR 2 MG x 10, RBY

63139, MALEA.MIDAZOLAM MG , MALEA MIDAZOLAM, MALEATO MIDAZOLAM, CPR REVEST 7.50 MG x 20, RBY

57542, MALEA.ENALAPRIL MG , MALEA ENALAPRIL, MALEATO ENALAPRIL, CPR 20 MG x 30, RBY

71376, MALEATO TIMOLOL MG , MALEATO TIMOLOL, MALEATO TIMOLOL, SOLN OFTAL 0.25 % 5 ML x 1, RBY

68282, MESI.DOXAZOSINA MG , MESI DOXAZOSINA, MESILATO DOXAZOSINA, CPR 2 MG x 30, RBY

75900, MIRCERA , MIRCERA, NOT FOUND, SER.PRELL 75 Y 0.30 ML x 1, ROC

75901, MIRCERA , MIRCERA, NOT FOUND, SER.PRELL 100 Y 0.30 ML x 1, ROC

75898, MIRCERA , MIRCERA, NOT FOUND, SER.PRELL 360 Y 0.60 ML x 1, ROC

75899, MIRCERA , MIRCERA, NOT FOUND, SER.PRELL 120 Y 0.30 ML x 1, ROC

75902, MIRCERA , MIRCERA, NOT FOUND, SER.PRELL 200 Y 0.30 ML x 1, ROC

54690, MABTHERA , MABTHERA, NOT FOUND, F.IV INFUSAO 500 MG 50 ML x 1, ROC

75903, MIRCERA , MIRCERA, NOT FOUND, SER.PRELL 150 Y 0.30 ML x 1, ROC

54689, MABTHERA , MABTHERA, NOT FOUND, F.IV INFUSAO 100 MG 10 ML x 2, ROC

75897, MIRCERA , MIRCERA, NOT FOUND, SER.PRELL 50 Y 0.30 ML x 1, ROC

57546, MUCOCLEAN , MUCOCLEAN, NOT FOUND, XAR. PED. 15 MG 120 ML x 1 (/5ML), ROY

57892, MESOPRAN , MESOPRAN, NOT FOUND, CAPS 10 MG x 14, ROY

57545, MUCOCLEAN , MUCOCLEAN, NOT FOUND, XAR. AD 30 MG 120 ML x 1 (/5ML), ROY

60410, MEBENTAL , MEBENTAL, NOT FOUND, CPR 100 MG x 6, ROY

57893, MESOPRAN , MESOPRAN, NOT FOUND, CAPS 20 MG x 14, ROY

65252, MENOXITON , MENOXITON, NOT FOUND, CPR 7.50 MG x 10, ROY

60411, MEBENTAL , MEBENTAL, NOT FOUND, CPR 100 MG x 300, ROY

47003, MEBENTAL , MEBENTAL, NOT FOUND, SUSP 100 MG 30 ML x 1 (/5ML), ROY

65251, MENOXITON , MENOXITON, NOT FOUND, CPR 15 MG x 10, ROY

126760, MEL ROSADO , MEL ROSADO, NOT FOUND, LIQUIDO 30 ML x 1, RQQ

75687, MANITOL , MANITOL, MANITOL, SOL INJ BOLS 20 % 250 ML x 40, SAO

46019, MANITOL , MANITOL, MANITOL, SOLN INJ. 20 % 250 ML x 1, SAO

59735, MOVACOX , MOVACOX, NOT FOUND, CPR 15 MG x 10, SDZ

99994, MIRTAZAPINA MG , MIRTAZAPINA, MIRTAZAPINA, CPR ORODISPE 15 MG x 28, SDZ

64104, MIRTAZAPINA MG , MIRTAZAPINA, MIRTAZAPINA, CPR REVEST 30 MG x 28, SDZ

63857, MAL.ENALA+HCLTZ.MG , MAL ENALA HCLTZ, NOT FOUND, CPR 12.5 MG x 30 (/20), SDZ

59249, MALEA.ENALAPRIL MG , MALEA ENALAPRIL, MALEATO ENALAPRIL, CPR 10 MG x 30, SDZ

59905, MESI.DOXAZOSINA MG , MESI DOXAZOSINA, MESILATO DOXAZOSINA, CPR 4 MG x 30, SDZ

64103, MIRTAZAPINA MG , MIRTAZAPINA, MIRTAZAPINA, CPR REVEST 30 MG x 14, SDZ

59259, MESI.DOXAZOSINA MG , MESI DOXAZOSINA, MESILATO DOXAZOSINA, CPR 2 MG x 10, SDZ

59904, MESI.DOXAZOSINA MG , MESI DOXAZOSINA, MESILATO DOXAZOSINA, CPR 2 MG x 30, SDZ

59734, MOVACOX , MOVACOX, NOT FOUND, CPR 7.50 MG x 10, SDZ

99996, MIRTAZAPINA MG , MIRTAZAPINA, MIRTAZAPINA, CPR ORODISPE 30 MG x 14, SDZ

59248, MALEA.ENALAPRIL MG , MALEA ENALAPRIL, MALEATO ENALAPRIL, CPR 5 MG x 30, SDZ

99993, MIRTAZAPINA MG , MIRTAZAPINA, MIRTAZAPINA, CPR ORODISPE 30 MG x 28, SDZ

59250, MALEA.ENALAPRIL MG , MALEA ENALAPRIL, MALEATO ENALAPRIL, CPR 20 MG x 30, SDZ

64105, MIRTAZAPINA MG , MIRTAZAPINA, MIRTAZAPINA, CPR REVEST 45 MG x 28, SDZ

71618, MIRTAZAPINA MG , MIRTAZAPINA, MIRTAZAPINA, CPR REVEST 30 MG x 7, SDZ

59260, MESI.DOXAZOSINA MG , MESI DOXAZOSINA, MESILATO DOXAZOSINA, CPR 4 MG x 10, SDZ

99995, MIRTAZAPINA MG , MIRTAZAPINA, MIRTAZAPINA, CPR ORODISPE 45 MG x 28, SDZ

71402, MESI.DOXAZOSINA MG , MESI DOXAZOSINA, MESILATO DOXAZOSINA, CPR 4 MG x 20, SDZ

59366, MICOSTEN , MICOSTEN, NOT FOUND, CREME 20 G x 1, SDZ

31671, MURAZYME , MURAZYME, NOT FOUND, POM. 20 MG 20 G x 1 (/G), SIN

6875, MICROVACIN , MICROVACIN, NOT FOUND, CAPS x 45, SIN

69121, MURAZYME , MURAZYME, NOT FOUND, POM. 20 MG 40 G x 1 (/G), SIN

72870, METOCLOSANTISA , METOCLOSANTISA, NOT FOUND, GOTAS 4 MG 10 ML x 100 (/ML), SIS

72871, METOCLOSANTISA , METOCLOSANTISA, NOT FOUND, AMP. 10 MG 2 ML x 100, SIS

54881, METOCLOSAN , METOCLOSAN, NOT FOUND, CPR 10 MG x 20, SNV

54693, MEDROXON , MEDROXON, NOT FOUND, CPR 10 MG x 10, SNV

54885, METROVAL , METROVAL, NOT FOUND, GEL. VAG. 500 MG 50 G x 1 (/5G), SNV

58426, METRONIDAZOL MG , METRONIDAZOL, METRONIDAZOL, GEL VAG+10AP 50 G x 1, SNV

66852, MENTELMIN , MENTELMIN, NOT FOUND, SUSP 100 MG 30 ML x 1 (/5ML), SOB

66850, MENTELMIN , MENTELMIN, NOT FOUND, CPR 100 MG x 6, SOB

66851, MENTELMIN , MENTELMIN, NOT FOUND, CPR 100 MG x 600, SOB

70077, METRONIDAZOL MG , METRONIDAZOL, METRONIDAZOL, GEL. VAG. 500 MG 50 G x 50 (/G), SOB

70076, METRONIDAZOL MG , METRONIDAZOL, METRONIDAZOL, GEL. VAG. 500 MG 50 G x 1 (/5G), SOB

44131, MICRODIOL , MICRODIOL, NOT FOUND, CPR x 21, SP0

27634, MODURETIC , MODURETIC, NOT FOUND, CPR 50 MG x 30 (/5MG), SP0

54880, METICORTEN , METICORTEN, NOT FOUND, CPR 50 MG x 20, SP0

54487, MAXALT , MAXALT, NOT FOUND, CPR RPD 10 MG x 2, SP0

6765, METICORTEN , METICORTEN, NOT FOUND, CPR 20 MG x 10, SP0

6764, METICORTEN , METICORTEN, NOT FOUND, CPR 5 MG x 20, SP0

54486, MAXALT , MAXALT, NOT FOUND, CPR 10 MG x 2, SP0

53515, MODURETIC , MODURETIC, NOT FOUND, CPR 25 MG x 30 (/2.5), SP0

48071, MICOSTYL , MICOSTYL, NOT FOUND, LOC CREMOSA 10 MG 60 ML x 1 (/ML), STF

48070, MICOSTYL , MICOSTYL, NOT FOUND, CREME 10 MG 45 G x 1 (/G), STF

165396, MULTI AZ , MULTI AZ, NOT FOUND, CPR x 120, SUV

56459, MAGNESIUM , MAGNESIUM, NOT FOUND, CPR x 100, SUV

165395, MULTI AZ , MULTI AZ, NOT FOUND, CPR x 60, SUV

54032, MUPHORAN , MUPHORAN, NOT FOUND, F.AMP SOLV 50 MG 4 ML x 1 (/ML), SVR

85663, MINANCORA COSMETIC , MINANCORA COSMETIC, NOT FOUND, POM ACNE 25 G x 1, S_A

92401, MOBILITY , MOBILITY, NOT FOUND, SACHES 10 G x 15, S_A

