68514; ACEBROFILINA; ACEBROFILINA; XAR. AD 10 MG 120 ML x 1 (/ML); N_Q;5,19E+14; ACEBROFILINA; ACEBROFILINA; 5 MG/ML XPE CT FR VD AMB X 120 ML + CP MED 10 ML; N_Q
57810; SINVASTATINA; SINVASTATINA; CPR REVEST 10 MG x 30; E3S;5,08E+14; SINVASTATINA; SINVASTATINA; 10MG 3 BL X 10 COMP; E3S
63849; SINVASTATINA; SINVASTATINA; CPR REVEST 10 MG x 30; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 40 MG COM REV CT BL AL PLAS INC X 10; SDZ
77981; SINVASTATINA; SINVASTATINA; CPR REVEST 80 MG x 10; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 20 MG COM REV CT BL AL PLAS INC X 10; SDZ
78308; SINVASTATINA; SINVASTATINA; CPR REVEST 20 MG x 60; GM2;5,26E+14; SINVASTATINA; SINVASTATINA; 40 MG COM REV CT BL AL PLAS OPC X 60; GM2
60519; SINVASTATINA; SINVASTATINA; CPR REVEST 10 MG x 10; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 20 MG COM REV CT BL AL PLAS INC X 30; SDZ
78308; SINVASTATINA; SINVASTATINA; CPR REVEST 20 MG x 60; GM2;5,26E+14; SINVASTATINA; SINVASTATINA; 10 MG COM REV CT BL AL PLAS OPC X 30; GM2
71622; SINVASTATINA; SINVASTATINA; CPR REVEST 40 MG x 30; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 10 MG COM REV CT BL AL PLAS INC X 10; SDZ
63721; SINVASTATINA; SINVASTATINA; CPR REVEST 20 MG x 30; BF8;5,05E+14; SINVASTATINA; SINVASTATINA; 10MG COM REV CT 1BL AL PLAS INC X 10; BF8
63851; SINVASTATINA; SINVASTATINA; CPR REVEST 20 MG x 30; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 40 MG COM REV CT 3 BL AL PLAS INC X 10; SDZ
63023; SINVASTATINA; SINVASTATINA; CPR 20 MG x 30; MD7;5,25E+14; SINVASTATINA; SINVASTATINA; 10 MG COM REVEST CT 2 BL AL PLAS INC X 30; MD7
57810; SINVASTATINA; SINVASTATINA; CPR REVEST 10 MG x 30; E3S;5,08E+14; SINVASTATINA; SINVASTATINA; 80 MG COM REV CT BL AL PLAS OPC X 10; E3S
78306; SINVASTATINA; SINVASTATINA; CPR REVEST 20 MG x 30; GM2;5,26E+14; SINVASTATINA; SINVASTATINA; 20 MG COM REV CT BL AL PLAS OPC X 60; GM2
63852; SINVASTATINA; SINVASTATINA; CPR REVEST 40 MG x 10; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 5MG COM REV CT 3BL AL PLAS INC X 10; SDZ
63850; SINVASTATINA; SINVASTATINA; CPR REVEST 5 MG x 30; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 10MG COM REV CT 3BL AL PLAS INC X 10; SDZ
71622; SINVASTATINA; SINVASTATINA; CPR REVEST 40 MG x 30; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 20 MG COM REV CT BL AL PLAS INC X 10; SDZ
60519; SINVASTATINA; SINVASTATINA; CPR REVEST 10 MG x 10; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 10MG COM REV CT 3BL AL PLAS INC X 10; SDZ
63024; SINVASTATINA; SINVASTATINA; CPR 20 MG x 60; MD7;5,25E+14; SINVASTATINA; SINVASTATINA; 5 MG COM REVEST CT 3 BL AL PLAS INC X 10; MD7
78281; SINVASTATINA; SINVASTATINA; CPR 20 MG x 60; LG6;5,39E+14; SINVASTATINA; SINVASTATINA; 10 MG COM REV CT BL AL PLAS OPC X 30; LG6
71622; SINVASTATINA; SINVASTATINA; CPR REVEST 40 MG x 30; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 80 MG COM REV CT BL AL PLAS INC X 10; SDZ
77982; SINVASTATINA; SINVASTATINA; CPR REVEST 80 MG x 30; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 40 MG COM REV CT BL AL PLAS INC X 10; SDZ
60519; SINVASTATINA; SINVASTATINA; CPR REVEST 10 MG x 10; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 20MG COM REV CT 3 BL AL PLAS INC X 10; SDZ
63852; SINVASTATINA; SINVASTATINA; CPR REVEST 40 MG x 10; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 10 MG COM REV CT BL AL PLAS INC X 10; SDZ
63721; SINVASTATINA; SINVASTATINA; CPR REVEST 20 MG x 30; BF8;5,05E+14; SINVASTATINA; SINVASTATINA; 10MG COM REV CT 3BL AL PLAS INC X 10; BF8
57810; SINVASTATINA; SINVASTATINA; CPR REVEST 10 MG x 30; E3S;5,08E+14; SINVASTATINA; SINVASTATINA; 20 MG COM REV CT BL AL PLAS OPC X 30; E3S
78281; SINVASTATINA; SINVASTATINA; CPR 20 MG x 60; LG6;5,39E+14; SINVASTATINA; SINVASTATINA; 20 MG COM REV CT BL AL PLAS OPC X 30; LG6
60519; SINVASTATINA; SINVASTATINA; CPR REVEST 10 MG x 10; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 40 MG COM REV CT 3 BL AL PLAS INC X 10; SDZ
60521; SINVASTATINA; SINVASTATINA; CPR REVEST 20 MG x 10; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 10MG COM REV CT 3BL AL PLAS INC X 10; SDZ
77981; SINVASTATINA; SINVASTATINA; CPR REVEST 80 MG x 10; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 10MG COM REV CT 3BL AL PLAS INC X 10; SDZ
63021; SINVASTATINA; SINVASTATINA; CPR 5 MG x 30; MD7;5,25E+14; SINVASTATINA; SINVASTATINA; 80 MG COM REVEST CT 1 BL AL PLAS INC X 10; MD7
78251; SINVASTATINA; SINVASTATINA; CPR REVEST 20 MG x 30; E3S;5,08E+14; SINVASTATINA; SINVASTATINA; 10 MG 3 BL X 10 COMP; E3S
78309; SINVASTATINA; SINVASTATINA; CPR REVEST 40 MG x 60; GM2;5,26E+14; SINVASTATINA; SINVASTATINA; 20 MG COM REV CT BL AL PLAS OPC X 60; GM2
63850; SINVASTATINA; SINVASTATINA; CPR REVEST 5 MG x 30; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 20 MG COM REV CT BL AL PLAS INC X 10; SDZ
63849; SINVASTATINA; SINVASTATINA; CPR REVEST 10 MG x 30; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 20 MG COM REV CT BL AL PLAS INC X 10; SDZ
63850; SINVASTATINA; SINVASTATINA; CPR REVEST 5 MG x 30; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 40 MG COM REV CT BL AL PLAS X 10; SDZ
77981; SINVASTATINA; SINVASTATINA; CPR REVEST 80 MG x 10; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 40 MG COM REV CT BL AL PLAS INC X 30; SDZ
63852; SINVASTATINA; SINVASTATINA; CPR REVEST 40 MG x 10; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 20 MG COM REV CT BL AL PLAS INC X 30; SDZ
57810; SINVASTATINA; SINVASTATINA; CPR REVEST 10 MG x 30; E3S;5,08E+14; SINVASTATINA; SINVASTATINA; 10 MG 3 BL X 10 COMP; E3S
63852; SINVASTATINA; SINVASTATINA; CPR REVEST 40 MG x 10; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 20 MG COM REV CT BL AL PLAS INC X 10; SDZ
77981; SINVASTATINA; SINVASTATINA; CPR REVEST 80 MG x 10; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 5 MG COM REV CT BL AL PLAS INC X 30; SDZ
60521; SINVASTATINA; SINVASTATINA; CPR REVEST 20 MG x 10; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 5 MG COM REV CT BL AL PLAS INC X 30; SDZ
78251; SINVASTATINA; SINVASTATINA; CPR REVEST 20 MG x 30; E3S;5,08E+14; SINVASTATINA; SINVASTATINA; 10MG 3 BL X 10 COMP; E3S
63852; SINVASTATINA; SINVASTATINA; CPR REVEST 40 MG x 10; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 20 MG COM REV CT BL AL PLAS INC X 60; SDZ
60521; SINVASTATINA; SINVASTATINA; CPR REVEST 20 MG x 10; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 80 MG COM REV CT BL AL PLAS INC X 30; SDZ
78283; SINVASTATINA; SINVASTATINA; CPR 40 MG x 30; LG6;5,39E+14; SINVASTATINA; SINVASTATINA; 20 MG COM REV CT BL AL PLAS OPC X 30; LG6
63850; SINVASTATINA; SINVASTATINA; CPR REVEST 5 MG x 30; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 10 MG COM REV CT BL AL PLAS INC X 10; SDZ
63023; SINVASTATINA; SINVASTATINA; CPR 20 MG x 30; MD7;5,25E+14; SINVASTATINA; SINVASTATINA; 20 MG COM REVEST CT 6 BL AL PLAS INC X 10 (EMBAL. HOSP.); MD7
78281; SINVASTATINA; SINVASTATINA; CPR 20 MG x 60; LG6;5,39E+14; SINVASTATINA; SINVASTATINA; 40 MG COM REV CT BL AL PLAS OPC X 30; LG6
63850; SINVASTATINA; SINVASTATINA; CPR REVEST 5 MG x 30; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 20 MG COM REV CT BL AL PLAS INC X 10; SDZ
77982; SINVASTATINA; SINVASTATINA; CPR REVEST 80 MG x 30; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 20 MG COM REV CT BL AL PLAS INC X 10; SDZ
63850; SINVASTATINA; SINVASTATINA; CPR REVEST 5 MG x 30; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 80 MG COM REV CT BL AL PLAS INC X 30; SDZ
78283; SINVASTATINA; SINVASTATINA; CPR 40 MG x 30; LG6;5,39E+14; SINVASTATINA; SINVASTATINA; 10 MG COM REV CT BL AL PLAS OPC X 30; LG6
63852; SINVASTATINA; SINVASTATINA; CPR REVEST 40 MG x 10; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 20 MG COM REV CT BL AL PLAS INC X 60; SDZ
71622; SINVASTATINA; SINVASTATINA; CPR REVEST 40 MG x 30; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 20 MG COM REV CT BL AL PLAS INC X 30; SDZ
57810; SINVASTATINA; SINVASTATINA; CPR REVEST 10 MG x 30; E3S;5,08E+14; SINVASTATINA; SINVASTATINA; 10 MG COM REV CT BL AL PLAS INC X 90 (EMB FRAC); E3S
63850; SINVASTATINA; SINVASTATINA; CPR REVEST 5 MG x 30; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 40 MG COM REV CT BL AL PLAS INC X 10; SDZ
78675; SINVASTATINA; SINVASTATINA; CPR REVEST 20 MG x 60; E3S;5,08E+14; SINVASTATINA; SINVASTATINA; 10 MG COM REV CT BL AL PLAS INC X 90 (EMB FRAC); E3S
74302; SINVASTATINA; SINVASTATINA; CPR REVEST 20 MG x 60; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 20 MG COM REV CT BL AL PLAS INC X 10; SDZ
60521; SINVASTATINA; SINVASTATINA; CPR REVEST 20 MG x 10; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 40 MG COM REV CT BL AL PLAS X 10; SDZ
77982; SINVASTATINA; SINVASTATINA; CPR REVEST 80 MG x 30; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 20MG COM REV CT 3 BL AL PLAS INC X 10; SDZ
63850; SINVASTATINA; SINVASTATINA; CPR REVEST 5 MG x 30; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 20 MG COM REV CT BL AL PLAS INC X 60; SDZ
71484; SINVASTATINA; SINVASTATINA; CPR REVEST 10 MG x 90; E3S;5,08E+14; SINVASTATINA; SINVASTATINA; 20 MG COM REV CT BL AL PLAS OPC X 60; E3S
63026; SINVASTATINA; SINVASTATINA; CPR 40 MG x 30; MD7;5,25E+14; SINVASTATINA; SINVASTATINA; 5 MG COM REVEST CT 3 BL AL PLAS INC X 10; MD7
74302; SINVASTATINA; SINVASTATINA; CPR REVEST 20 MG x 60; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 80 MG COM REV CT BL AL PLAS INC X 10; SDZ
78310; SINVASTATINA; SINVASTATINA; CPR REVEST 40 MG x 30; GM2;5,26E+14; SINVASTATINA; SINVASTATINA; 40 MG COM REV CT BL AL PLAS OPC X 60; GM2
63851; SINVASTATINA; SINVASTATINA; CPR REVEST 20 MG x 30; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 20 MG COM REV CT BL AL PLAS INC X 60; SDZ
78309; SINVASTATINA; SINVASTATINA; CPR REVEST 40 MG x 60; GM2;5,26E+14; SINVASTATINA; SINVASTATINA; 20 MG COM REV CT BL AL PLAS OPC X 30; GM2
63849; SINVASTATINA; SINVASTATINA; CPR REVEST 10 MG x 30; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 20 MG COM REV CT BL AL PLAS INC X 10; SDZ
63849; SINVASTATINA; SINVASTATINA; CPR REVEST 10 MG x 30; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 40 MG COM REV CT BL AL PLAS INC X 30; SDZ
63850; SINVASTATINA; SINVASTATINA; CPR REVEST 5 MG x 30; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 20MG COM REV CT 3 BL AL PLAS INC X 10; SDZ
63852; SINVASTATINA; SINVASTATINA; CPR REVEST 40 MG x 10; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 10MG COM REV CT 3BL AL PLAS INC X 10; SDZ
71622; SINVASTATINA; SINVASTATINA; CPR REVEST 40 MG x 30; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 5 MG COM REV CT BL AL PLAS INC X 30; SDZ
60521; SINVASTATINA; SINVASTATINA; CPR REVEST 20 MG x 10; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 40 MG COM REV CT 3 BL AL PLAS INC X 10; SDZ
77981; SINVASTATINA; SINVASTATINA; CPR REVEST 80 MG x 10; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 10 MG COM REV CT BL AL PLAS INC X 30; SDZ
60519; SINVASTATINA; SINVASTATINA; CPR REVEST 10 MG x 10; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 10 MG COM REV CT BL AL PLAS INC X 30; SDZ
78251; SINVASTATINA; SINVASTATINA; CPR REVEST 20 MG x 30; E3S;5,08E+14; SINVASTATINA; SINVASTATINA; 40 MG COM REV CT BL AL PLAS OPC X 30; E3S
77982; SINVASTATINA; SINVASTATINA; CPR REVEST 80 MG x 30; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 10 MG COM REV CT BL AL PLAS INC X 30; SDZ
63023; SINVASTATINA; SINVASTATINA; CPR 20 MG x 30; MD7;5,25E+14; SINVASTATINA; SINVASTATINA; 40 MG COM REVEST CT 3 BL AL PLAS INC X 10; MD7
63026; SINVASTATINA; SINVASTATINA; CPR 40 MG x 30; MD7;5,25E+14; SINVASTATINA; SINVASTATINA; 40 MG COM REVEST CT BL AL PLAS INC X 10; MD7
63021; SINVASTATINA; SINVASTATINA; CPR 5 MG x 30; MD7;5,25E+14; SINVASTATINA; SINVASTATINA; 40 MG COM REVEST CT 3 BL AL PLAS INC X 10; MD7
74302; SINVASTATINA; SINVASTATINA; CPR REVEST 20 MG x 60; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 20 MG COM REV CT BL AL PLAS INC X 30; SDZ
74302; SINVASTATINA; SINVASTATINA; CPR REVEST 20 MG x 60; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 40 MG COM REV CT 3 BL AL PLAS INC X 10; SDZ
60519; SINVASTATINA; SINVASTATINA; CPR REVEST 10 MG x 10; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 5MG COM REV CT 3BL AL PLAS INC X 10; SDZ
78307; SINVASTATINA; SINVASTATINA; CPR REVEST 10 MG x 30; GM2;5,26E+14; SINVASTATINA; SINVASTATINA; 40 MG COM REV CT BL AL PLAS OPC X 30; GM2
63025; SINVASTATINA; SINVASTATINA; CPR 40 MG x 10; MD7;5,25E+14; SINVASTATINA; SINVASTATINA; 5 MG COM REVEST CT 3 BL AL PLAS INC X 10; MD7
78251; SINVASTATINA; SINVASTATINA; CPR REVEST 20 MG x 30; E3S;5,08E+14; SINVASTATINA; SINVASTATINA; 10 MG COM REV CT BL AL PLAS INC X 90 (EMB FRAC); E3S
63852; SINVASTATINA; SINVASTATINA; CPR REVEST 40 MG x 10; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 10 MG COM REV CT BL AL PLAS INC X 30; SDZ
60519; SINVASTATINA; SINVASTATINA; CPR REVEST 10 MG x 10; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 20 MG COM REV CT BL AL PLAS INC X 10; SDZ
63851; SINVASTATINA; SINVASTATINA; CPR REVEST 20 MG x 30; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 40 MG COM REV CT BL AL PLAS INC X 30; SDZ
78307; SINVASTATINA; SINVASTATINA; CPR REVEST 10 MG x 30; GM2;5,26E+14; SINVASTATINA; SINVASTATINA; 20 MG COM REV CT BL AL PLAS OPC X 30; GM2
63024; SINVASTATINA; SINVASTATINA; CPR 20 MG x 60; MD7;5,25E+14; SINVASTATINA; SINVASTATINA; 20 MG COM REVEST CT 3 BL AL PLAS INC X 10; MD7
63852; SINVASTATINA; SINVASTATINA; CPR REVEST 40 MG x 10; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 40 MG COM REV CT 3 BL AL PLAS INC X 10; SDZ
63022; SINVASTATINA; SINVASTATINA; CPR 10 MG x 30; MD7;5,25E+14; SINVASTATINA; SINVASTATINA; 10 MG COM REVEST CT 2 BL AL PLAS INC X 30; MD7
78675; SINVASTATINA; SINVASTATINA; CPR REVEST 20 MG x 60; E3S;5,08E+14; SINVASTATINA; SINVASTATINA; 20 MG COM REV CT BL AL PLAS OPC X 30; E3S
71622; SINVASTATINA; SINVASTATINA; CPR REVEST 40 MG x 30; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 20 MG COM REV CT BL AL PLAS INC X 60; SDZ
63851; SINVASTATINA; SINVASTATINA; CPR REVEST 20 MG x 30; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 20 MG COM REV CT BL AL PLAS INC X 10; SDZ
63851; SINVASTATINA; SINVASTATINA; CPR REVEST 20 MG x 30; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 40 MG COM REV CT BL AL PLAS X 10; SDZ
63849; SINVASTATINA; SINVASTATINA; CPR REVEST 10 MG x 30; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 20 MG COM REV CT BL AL PLAS INC X 60; SDZ
63023; SINVASTATINA; SINVASTATINA; CPR 20 MG x 30; MD7;5,25E+14; SINVASTATINA; SINVASTATINA; 5 MG COM REVEST CT 3 BL AL PLAS INC X 10; MD7
60519; SINVASTATINA; SINVASTATINA; CPR REVEST 10 MG x 10; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 40 MG COM REV CT BL AL PLAS INC X 10; SDZ
63027; SINVASTATINA; SINVASTATINA; CPR 80 MG x 10; MD7;5,25E+14; SINVASTATINA; SINVASTATINA; 10 MG COM REV CT BL AL PLAS INC X 30; MD7
78676; SINVASTATINA; SINVASTATINA; CPR REVEST 80 MG x 10; E3S;5,08E+14; SINVASTATINA; SINVASTATINA; 10 MG 3 BL X 10 COMP; E3S
63721; SINVASTATINA; SINVASTATINA; CPR REVEST 20 MG x 30; BF8;5,05E+14; SINVASTATINA; SINVASTATINA; 10 MG COM REV CT BL AL PLAS INC X 30  ; BF8
63023; SINVASTATINA; SINVASTATINA; CPR 20 MG x 30; MD7;5,25E+14; SINVASTATINA; SINVASTATINA; 40 MG COM REVEST CT BL AL PLAS INC X 10; MD7
78252; SINVASTATINA; SINVASTATINA; CPR REVEST 40 MG x 30; E3S;5,08E+14; SINVASTATINA; SINVASTATINA; 10 MG 3 BL X 10 COMP; E3S
63852; SINVASTATINA; SINVASTATINA; CPR REVEST 40 MG x 10; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 5 MG COM REV CT BL AL PLAS INC X 30; SDZ
63021; SINVASTATINA; SINVASTATINA; CPR 5 MG x 30; MD7;5,25E+14; SINVASTATINA; SINVASTATINA; 10 MG COM REV CT BL AL PLAS INC X 30; MD7
63851; SINVASTATINA; SINVASTATINA; CPR REVEST 20 MG x 30; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 40 MG COM REV CT BL AL PLAS INC X 10; SDZ
74302; SINVASTATINA; SINVASTATINA; CPR REVEST 20 MG x 60; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 5MG COM REV CT 3BL AL PLAS INC X 10; SDZ
60521; SINVASTATINA; SINVASTATINA; CPR REVEST 20 MG x 10; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 20 MG COM REV CT BL AL PLAS INC X 60; SDZ
78676; SINVASTATINA; SINVASTATINA; CPR REVEST 80 MG x 10; E3S;5,08E+14; SINVASTATINA; SINVASTATINA; 40 MG COM REV CT BL AL PLAS OPC X 30; E3S
63021; SINVASTATINA; SINVASTATINA; CPR 5 MG x 30; MD7;5,25E+14; SINVASTATINA; SINVASTATINA; 20 MG COM REVEST CT 6 BL AL PLAS INC X 10 (EMBAL. HOSP.); MD7
63849; SINVASTATINA; SINVASTATINA; CPR REVEST 10 MG x 30; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 80 MG COM REV CT BL AL PLAS INC X 30; SDZ
63721; SINVASTATINA; SINVASTATINA; CPR REVEST 20 MG x 30; BF8;5,05E+14; SINVASTATINA; SINVASTATINA; 40 MG COM REV CT 1 BL AL PLAS INC X 10; BF8
71484; SINVASTATINA; SINVASTATINA; CPR REVEST 10 MG x 90; E3S;5,08E+14; SINVASTATINA; SINVASTATINA; 20 MG COM REV CT BL AL PLAS OPC X 30; E3S
77981; SINVASTATINA; SINVASTATINA; CPR REVEST 80 MG x 10; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 10 MG COM REV CT BL AL PLAS INC X 10; SDZ
63852; SINVASTATINA; SINVASTATINA; CPR REVEST 40 MG x 10; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 80 MG COM REV CT BL AL PLAS INC X 10; SDZ
63721; SINVASTATINA; SINVASTATINA; CPR REVEST 20 MG x 30; BF8;5,05E+14; SINVASTATINA; SINVASTATINA; 80 MG COM REV CT 1 BL AL PLAS INC X 10; BF8
60521; SINVASTATINA; SINVASTATINA; CPR REVEST 20 MG x 10; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 10 MG COM REV CT BL AL PLAS INC X 30; SDZ
63852; SINVASTATINA; SINVASTATINA; CPR REVEST 40 MG x 10; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 40 MG COM REV CT BL AL PLAS INC X 30; SDZ
63025; SINVASTATINA; SINVASTATINA; CPR 40 MG x 10; MD7;5,25E+14; SINVASTATINA; SINVASTATINA; 80 MG COM REVEST CT 1 BL AL PLAS INC X 10; MD7
63849; SINVASTATINA; SINVASTATINA; CPR REVEST 10 MG x 30; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 5 MG COM REV CT BL AL PLAS INC X 30; SDZ
77981; SINVASTATINA; SINVASTATINA; CPR REVEST 80 MG x 10; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 5MG COM REV CT 3BL AL PLAS INC X 10; SDZ
77981; SINVASTATINA; SINVASTATINA; CPR REVEST 80 MG x 10; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 40 MG COM REV CT BL AL PLAS X 10; SDZ
60521; SINVASTATINA; SINVASTATINA; CPR REVEST 20 MG x 10; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 20 MG COM REV CT BL AL PLAS INC X 30; SDZ
74302; SINVASTATINA; SINVASTATINA; CPR REVEST 20 MG x 60; SDZ;5,12E+14; SINVASTATINA; SINVASTATINA; 5 MG COM REV CT BL AL PLAS INC X 30; SDZ
63027; SINVASTATINA; SINVASTATINA; CPR 80 MG x 10; MD7;5,25E+14; SINVASTATINA; SINVASTATINA; 40 MG COM REVEST CT 3 BL AL PLAS INC X 10; MD7
78309; SINVASTATINA; SINVASTATINA; CPR REVEST 40 MG x 60; GM2;5,26E+14; SINVASTATINA; SINVASTATINA; 40 MG COM REV CT BL AL PLAS OPC X 30; GM2
68978; SULF GENTAMICIN; NOT FOUND; AMP. 20 MG 1 ML x 50 (/ML); N_Q;5,19E+14; SULFATO GENTAMICINA; SULFATO GENTAMICINA; INJ 80MG/2ML (CX C/1 AMP C/2ML); N_Q
61452; SULF GENTAMICIN; NOT FOUND; AMP. 40 MG 2 ML x 1 (/ML); N_Q;5,19E+14; SULFATO GENTAMICINA; SULFATO GENTAMICINA; INJ 80MG/2ML (CX C/1 AMP C/2ML); N_Q
73311; SULF GENTAMICIN; NOT FOUND; AMP. 40 MG 2 ML x 2 (/ML); N_Q;5,19E+14; SULFATO GENTAMICINA; SULFATO GENTAMICINA; INJ 80MG/2ML (CX C/1 AMP C/2ML); N_Q
56650; SULF SALBUTAMOL; NOT FOUND; XAROPE 2 MG 120 ML x 1 (/5ML); E3S;5,08E+14; SULFATO SALBUTAMOL; SULFATO SALBUTAMOL; 0.4 MG/ML SOL OR CT FR VD AMB X 120 ML + CP MED; E3S
59923; SULF SALBUTAMOL; NOT FOUND; XAROPE 2 MG 120 ML x 1 (/5ML); MD7;5,25E+14; SULFATO SALBUTAMOL; SULFATO SALBUTAMOL; 0.4 MG/ML XPE CT 1 FR VD AMB X 120 ML + 1 CP-MED X; MD7
56650; SULF SALBUTAMOL; NOT FOUND; XAROPE 2 MG 120 ML x 1 (/5ML); E3S;5,08E+14; SULFATO SALBUTAMOL; SULFATO SALBUTAMOL; FR C/120ML - LG; E3S
56526; SULF SALBUTAMOL; NOT FOUND; XAROPE 2 MG 120 ML x 1 (/5ML); N_Q;5,19E+14; SULFATO SALBUTAMOL; SULFATO SALBUTAMOL; LIQ 2MG (VD C/120ML); N_Q
59529; SULFATO TERBUTA; SULFATO TERBUTALINA; XAROPE 0.30 MG 100 ML x 1 (/ML); MD7;5,25E+14; SULFATO TERBUTALINA; SULFATO TERBUTALINA; 0.3 MG/ML XPE CT FR VD AMB X 100 ML + CP-MED; MD7
73527; SULFATO TERBUTA; SULFATO TERBUTALINA; XAROPE 0.30 MG 100 ML x 1 (/ML); E3S;5,08E+14; SULFATO TERBUTALINA; SULFATO TERBUTALINA; 0.3 MG/ML XPE CT FR VD AMB X 100 ML + CP MED ; E3S
77686; TAR METOPROLOL; NOT FOUND; CPR REVEST 100 MG x 30; E3S;5,08E+14; TARTARATO METOPROLOL; TARTARATO METOPROLOL; 100 MG COM REV CT BL AL PLAS OPC X 20; E3S
77704; TAR METOPROLOL; NOT FOUND; CPR REVEST 100 MG x 30; GM2;5,26E+14; TARTARATO METOPROLOL; TARTARATO METOPROLOL; 100 MG COM REV CT BL AL PLAS OPC X 20; GM2
77685; TAR METOPROLOL; NOT FOUND; CPR REVEST 100 MG x 20; E3S;5,08E+14; TARTARATO METOPROLOL; TARTARATO METOPROLOL; 100 MG COM REV CT BL AL PLAS OPC X 30; E3S
71592; TENOXICAM; TENOXICAM; CPR REVEST 20 MG x 60; E3S;5,08E+14; TENOXICAM; TENOXICAM; 20 MG COM REV CT BL AL PLAS INC X 10; E3S
71592; TENOXICAM; TENOXICAM; CPR REVEST 20 MG x 60; E3S;5,08E+14; TENOXICAM; TENOXICAM; 20MG 1 BL X 10 COMP-LG; E3S
