387453; ZINCO; ZINCO; NOT FOUND; SOB A FORMA DE GLICINA ZINCO QUELADO. 1 MG/ML. SOLUCAO ORAL EM BASE DE XAROPE SIMPLES. FORMULACAO ESPECIALMENTE MANIPULADA; NO_ACR; FRASCO; 50.00 ML
428674; ZINCO; ZINCO; NOT FOUND; SOB A FORMA DE GLICINA ZINCO QUELADO. 5 MG/ML. SOLUCAO ORAL EM BASE DE XAROPE SIMPLES. FORMULACAO ESPECIALMENTE MANIPULADA FRASCO 50.00 ML; NO_ACR

387453; ZINCO; ZINCO; NOT FOUND; SOB A FORMA DE GLICINA ZINCO QUELADO. 1 MG/ML. SOLUCAO ORAL EM BASE DE XAROPE SIMPLES. FORMULACAO ESPECIALMENTE MANIPULADA FRASCO 100.00 ML; NO_ACR

308890; ZIDOVUDINA; ZIDOVUDINA; ZIDOVUDINA; 10 MG/ML. XAROPE FRASCO 200.00 ML; NO_ACR

387453; ZINCO; ZINCO; NOT FOUND; SOB A FORMA DE GLICINA ZINCO QUELADO. 1 MG/ML. SOLUCAO ORAL EM BASE DE XAROPE SIMPLES. FORMULACAO ESPECIALMENTE MANIPULADA FRASCO 50.00 ML; NO_ACR

342319; ZIPRASIDONA; ZIPRASIDONA; ZIPRASIDONA; SAL CLORIDRATO. EQUIVALENTE EM ZIPRASIDONA BASE A 40 MG CÁPSULA; NO_ACR

272484; ZUCLOPENTIXOL; ZUCLOPENTIXOL; ZUCLOPENTIXOL; 50 MG/ML. INJETAVEL AMPOLA 1.00 ML; NO_ACR

278316; ZOLPIDEM; ZOLPIDEM; ZOLPIDEM; 10 MG COMPRIMIDO; NO_ACR

268361; ZIDOVUDINA; ZIDOVUDINA; ZIDOVUDINA; 10 MG/ML. INJETAVEL FRASCO-AMPOLA; NO_ACR

342320; ZIPRASIDONA; ZIPRASIDONA; ZIPRASIDONA; SAL CLORIDRATO. EQUIVALENTE EM ZIPRASIDONA BASE A 80 MG CÁPSULA; NO_ACR

342320; ZIPRASIDONA; ZIPRASIDONA; ZIPRASIDONA; SAL CLORIDRATO. EQUIVALENTE EM ZIPRASIDONA BASE A 80 MG FRASCO-AMPOLA; NO_ACR

272585; ZUCLOPENTIXOL; ZUCLOPENTIXOL; ZUCLOPENTIXOL; SAL DECANOATO. 200 MG/ML. INJETAVEL AMPOLA 1.00 ML; NO_ACR

272094; ZIDOVUDINA; ZIDOVUDINA; ZIDOVUDINA; ASSOCIADA COM LAMIVUDINA. 300MG + 150MG COMPRIMIDO; NO_ACR

428674; ZINCO; ZINCO; NOT FOUND; SOB A FORMA DE GLICINA ZINCO QUELADO. 5 MG/ML. SOLUCAO ORAL EM BASE DE XAROPE SIMPLES. FORMULACAO ESPECIALMENTE MANIPULADA FRASCO 50.00 ML; NO_ACR

387453; ZINCO; ZINCO; NOT FOUND; SOB A FORMA DE GLICINA ZINCO QUELADO. 1 MG/ML. SOLUCAO ORAL EM BASE DE XAROPE SIMPLES. FORMULACAO ESPECIALMENTE MANIPULADA FRASCO 100.00 ML; NO_ACR

308890; ZIDOVUDINA; ZIDOVUDINA; ZIDOVUDINA; 10 MG/ML. XAROPE FRASCO 200.00 ML; NO_ACR

387453; ZINCO; ZINCO; NOT FOUND; SOB A FORMA DE GLICINA ZINCO QUELADO. 1 MG/ML. SOLUCAO ORAL EM BASE DE XAROPE SIMPLES. FORMULACAO ESPECIALMENTE MANIPULADA FRASCO 50.00 ML; NO_ACR

342319; ZIPRASIDONA; ZIPRASIDONA; ZIPRASIDONA; SAL CLORIDRATO. EQUIVALENTE EM ZIPRASIDONA BASE A 40 MG CÁPSULA; NO_ACR

272484; ZUCLOPENTIXOL; ZUCLOPENTIXOL; ZUCLOPENTIXOL; 50 MG/ML. INJETAVEL AMPOLA 1.00 ML; NO_ACR

278316; ZOLPIDEM; ZOLPIDEM; ZOLPIDEM; 10 MG COMPRIMIDO; NO_ACR

268361; ZIDOVUDINA; ZIDOVUDINA; ZIDOVUDINA; 10 MG/ML. INJETAVEL FRASCO-AMPOLA; NO_ACR

342320; ZIPRASIDONA; ZIPRASIDONA; ZIPRASIDONA; SAL CLORIDRATO. EQUIVALENTE EM ZIPRASIDONA BASE A 80 MG CÁPSULA; NO_ACR

342320; ZIPRASIDONA; ZIPRASIDONA; ZIPRASIDONA; SAL CLORIDRATO. EQUIVALENTE EM ZIPRASIDONA BASE A 80 MG FRASCO-AMPOLA; NO_ACR

272585; ZUCLOPENTIXOL; ZUCLOPENTIXOL; ZUCLOPENTIXOL; SAL DECANOATO. 200 MG/ML. INJETAVEL AMPOLA 1.00 ML; NO_ACR

272094; ZIDOVUDINA; ZIDOVUDINA; ZIDOVUDINA; ASSOCIADA COM LAMIVUDINA. 300MG + 150MG COMPRIMIDO; NO_ACR

428674; ZINCO; ZINCO; NOT FOUND; SOB A FORMA DE GLICINA ZINCO QUELADO. 5 MG/ML. SOLUCAO ORAL EM BASE DE XAROPE SIMPLES. FORMULACAO ESPECIALMENTE MANIPULADA FRASCO 50.00 ML; NO_ACR

387453; ZINCO; ZINCO; NOT FOUND; SOB A FORMA DE GLICINA ZINCO QUELADO. 1 MG/ML. SOLUCAO ORAL EM BASE DE XAROPE SIMPLES. FORMULACAO ESPECIALMENTE MANIPULADA FRASCO 100.00 ML; NO_ACR

308890; ZIDOVUDINA; ZIDOVUDINA; ZIDOVUDINA; 10 MG/ML. XAROPE FRASCO 200.00 ML; NO_ACR

387453; ZINCO; ZINCO; NOT FOUND; SOB A FORMA DE GLICINA ZINCO QUELADO. 1 MG/ML. SOLUCAO ORAL EM BASE DE XAROPE SIMPLES. FORMULACAO ESPECIALMENTE MANIPULADA FRASCO 50.00 ML; NO_ACR

342319; ZIPRASIDONA; ZIPRASIDONA; ZIPRASIDONA; SAL CLORIDRATO. EQUIVALENTE EM ZIPRASIDONA BASE A 40 MG CÁPSULA; NO_ACR

272484; ZUCLOPENTIXOL; ZUCLOPENTIXOL; ZUCLOPENTIXOL; 50 MG/ML. INJETAVEL AMPOLA 1.00 ML; NO_ACR

278316; ZOLPIDEM; ZOLPIDEM; ZOLPIDEM; 10 MG COMPRIMIDO; NO_ACR

268361; ZIDOVUDINA; ZIDOVUDINA; ZIDOVUDINA; 10 MG/ML. INJETAVEL FRASCO-AMPOLA; NO_ACR

342320; ZIPRASIDONA; ZIPRASIDONA; ZIPRASIDONA; SAL CLORIDRATO. EQUIVALENTE EM ZIPRASIDONA BASE A 80 MG CÁPSULA; NO_ACR

342320; ZIPRASIDONA; ZIPRASIDONA; ZIPRASIDONA; SAL CLORIDRATO. EQUIVALENTE EM ZIPRASIDONA BASE A 80 MG FRASCO-AMPOLA; NO_ACR

272585; ZUCLOPENTIXOL; ZUCLOPENTIXOL; ZUCLOPENTIXOL; SAL DECANOATO. 200 MG/ML. INJETAVEL AMPOLA 1.00 ML; NO_ACR

272094; ZIDOVUDINA; ZIDOVUDINA; ZIDOVUDINA; ASSOCIADA COM LAMIVUDINA. 300MG + 150MG COMPRIMIDO; NO_ACR

428674; ZINCO; ZINCO; NOT FOUND; SOB A FORMA DE GLICINA ZINCO QUELADO. 5 MG/ML. SOLUCAO ORAL EM BASE DE XAROPE SIMPLES. FORMULACAO ESPECIALMENTE MANIPULADA FRASCO 50.00 ML; NO_ACR

387453; ZINCO; ZINCO; NOT FOUND; SOB A FORMA DE GLICINA ZINCO QUELADO. 1 MG/ML. SOLUCAO ORAL EM BASE DE XAROPE SIMPLES. FORMULACAO ESPECIALMENTE MANIPULADA FRASCO 100.00 ML; NO_ACR

308890; ZIDOVUDINA; ZIDOVUDINA; ZIDOVUDINA; 10 MG/ML. XAROPE FRASCO 200.00 ML; NO_ACR

387453; ZINCO; ZINCO; NOT FOUND; SOB A FORMA DE GLICINA ZINCO QUELADO. 1 MG/ML. SOLUCAO ORAL EM BASE DE XAROPE SIMPLES. FORMULACAO ESPECIALMENTE MANIPULADA FRASCO 50.00 ML; NO_ACR

342319; ZIPRASIDONA; ZIPRASIDONA; ZIPRASIDONA; SAL CLORIDRATO. EQUIVALENTE EM ZIPRASIDONA BASE A 40 MG CÁPSULA; NO_ACR

272484; ZUCLOPENTIXOL; ZUCLOPENTIXOL; ZUCLOPENTIXOL; 50 MG/ML. INJETAVEL AMPOLA 1.00 ML; NO_ACR

278316; ZOLPIDEM; ZOLPIDEM; ZOLPIDEM; 10 MG COMPRIMIDO; NO_ACR

268361; ZIDOVUDINA; ZIDOVUDINA; ZIDOVUDINA; 10 MG/ML. INJETAVEL FRASCO-AMPOLA; NO_ACR

342320; ZIPRASIDONA; ZIPRASIDONA; ZIPRASIDONA; SAL CLORIDRATO. EQUIVALENTE EM ZIPRASIDONA BASE A 80 MG CÁPSULA; NO_ACR

342320; ZIPRASIDONA; ZIPRASIDONA; ZIPRASIDONA; SAL CLORIDRATO. EQUIVALENTE EM ZIPRASIDONA BASE A 80 MG FRASCO-AMPOLA; NO_ACR

272585; ZUCLOPENTIXOL; ZUCLOPENTIXOL; ZUCLOPENTIXOL; SAL DECANOATO. 200 MG/ML. INJETAVEL AMPOLA 1.00 ML; NO_ACR

272094; ZIDOVUDINA; ZIDOVUDINA; ZIDOVUDINA; ASSOCIADA COM LAMIVUDINA. 300MG + 150MG COMPRIMIDO; NO_ACR

428674; ZINCO; ZINCO; NOT FOUND; SOB A FORMA DE GLICINA ZINCO QUELADO. 5 MG/ML. SOLUCAO ORAL EM BASE DE XAROPE SIMPLES. FORMULACAO ESPECIALMENTE MANIPULADA FRASCO 50.00 ML; NO_ACR

387453; ZINCO; ZINCO; NOT FOUND; SOB A FORMA DE GLICINA ZINCO QUELADO. 1 MG/ML. SOLUCAO ORAL EM BASE DE XAROPE SIMPLES. FORMULACAO ESPECIALMENTE MANIPULADA FRASCO 100.00 ML; NO_ACR

308890; ZIDOVUDINA; ZIDOVUDINA; ZIDOVUDINA; 10 MG/ML. XAROPE FRASCO 200.00 ML; NO_ACR

387453; ZINCO; ZINCO; NOT FOUND; SOB A FORMA DE GLICINA ZINCO QUELADO. 1 MG/ML. SOLUCAO ORAL EM BASE DE XAROPE SIMPLES. FORMULACAO ESPECIALMENTE MANIPULADA FRASCO 50.00 ML; NO_ACR

342319; ZIPRASIDONA; ZIPRASIDONA; ZIPRASIDONA; SAL CLORIDRATO. EQUIVALENTE EM ZIPRASIDONA BASE A 40 MG CÁPSULA; NO_ACR

272484; ZUCLOPENTIXOL; ZUCLOPENTIXOL; ZUCLOPENTIXOL; 50 MG/ML. INJETAVEL AMPOLA 1.00 ML; NO_ACR

278316; ZOLPIDEM; ZOLPIDEM; ZOLPIDEM; 10 MG COMPRIMIDO; NO_ACR

268361; ZIDOVUDINA; ZIDOVUDINA; ZIDOVUDINA; 10 MG/ML. INJETAVEL FRASCO-AMPOLA; NO_ACR

342320; ZIPRASIDONA; ZIPRASIDONA; ZIPRASIDONA; SAL CLORIDRATO. EQUIVALENTE EM ZIPRASIDONA BASE A 80 MG CÁPSULA; NO_ACR

342320; ZIPRASIDONA; ZIPRASIDONA; ZIPRASIDONA; SAL CLORIDRATO. EQUIVALENTE EM ZIPRASIDONA BASE A 80 MG FRASCO-AMPOLA; NO_ACR

272585; ZUCLOPENTIXOL; ZUCLOPENTIXOL; ZUCLOPENTIXOL; SAL DECANOATO. 200 MG/ML. INJETAVEL AMPOLA 1.00 ML; NO_ACR

272094; ZIDOVUDINA; ZIDOVUDINA; ZIDOVUDINA; ASSOCIADA COM LAMIVUDINA. 300MG + 150MG COMPRIMIDO; NO_ACR

428674; ZINCO; ZINCO; NOT FOUND; SOB A FORMA DE GLICINA ZINCO QUELADO. 5 MG/ML. SOLUCAO ORAL EM BASE DE XAROPE SIMPLES. FORMULACAO ESPECIALMENTE MANIPULADA FRASCO 50.00 ML; NO_ACR

387453; ZINCO; ZINCO; NOT FOUND; SOB A FORMA DE GLICINA ZINCO QUELADO. 1 MG/ML. SOLUCAO ORAL EM BASE DE XAROPE SIMPLES. FORMULACAO ESPECIALMENTE MANIPULADA FRASCO 100.00 ML; NO_ACR

308890; ZIDOVUDINA; ZIDOVUDINA; ZIDOVUDINA; 10 MG/ML. XAROPE FRASCO 200.00 ML; NO_ACR

387453; ZINCO; ZINCO; NOT FOUND; SOB A FORMA DE GLICINA ZINCO QUELADO. 1 MG/ML. SOLUCAO ORAL EM BASE DE XAROPE SIMPLES. FORMULACAO ESPECIALMENTE MANIPULADA FRASCO 50.00 ML; NO_ACR

342319; ZIPRASIDONA; ZIPRASIDONA; ZIPRASIDONA; SAL CLORIDRATO. EQUIVALENTE EM ZIPRASIDONA BASE A 40 MG CÁPSULA; NO_ACR

272484; ZUCLOPENTIXOL; ZUCLOPENTIXOL; ZUCLOPENTIXOL; 50 MG/ML. INJETAVEL AMPOLA 1.00 ML; NO_ACR

278316; ZOLPIDEM; ZOLPIDEM; ZOLPIDEM; 10 MG COMPRIMIDO; NO_ACR

268361; ZIDOVUDINA; ZIDOVUDINA; ZIDOVUDINA; 10 MG/ML. INJETAVEL FRASCO-AMPOLA; NO_ACR

342320; ZIPRASIDONA; ZIPRASIDONA; ZIPRASIDONA; SAL CLORIDRATO. EQUIVALENTE EM ZIPRASIDONA BASE A 80 MG CÁPSULA; NO_ACR

342320; ZIPRASIDONA; ZIPRASIDONA; ZIPRASIDONA; SAL CLORIDRATO. EQUIVALENTE EM ZIPRASIDONA BASE A 80 MG FRASCO-AMPOLA; NO_ACR

272585; ZUCLOPENTIXOL; ZUCLOPENTIXOL; ZUCLOPENTIXOL; SAL DECANOATO. 200 MG/ML. INJETAVEL AMPOLA 1.00 ML; NO_ACR

272094; ZIDOVUDINA; ZIDOVUDINA; ZIDOVUDINA; ASSOCIADA COM LAMIVUDINA. 300MG + 150MG COMPRIMIDO; NO_ACR

428674; ZINCO; ZINCO; NOT FOUND; SOB A FORMA DE GLICINA ZINCO QUELADO. 5 MG/ML. SOLUCAO ORAL EM BASE DE XAROPE SIMPLES. FORMULACAO ESPECIALMENTE MANIPULADA FRASCO 50.00 ML; NO_ACR

387453; ZINCO; ZINCO; NOT FOUND; SOB A FORMA DE GLICINA ZINCO QUELADO. 1 MG/ML. SOLUCAO ORAL EM BASE DE XAROPE SIMPLES. FORMULACAO ESPECIALMENTE MANIPULADA FRASCO 100.00 ML; NO_ACR

308890; ZIDOVUDINA; ZIDOVUDINA; ZIDOVUDINA; 10 MG/ML. XAROPE FRASCO 200.00 ML; NO_ACR

387453; ZINCO; ZINCO; NOT FOUND; SOB A FORMA DE GLICINA ZINCO QUELADO. 1 MG/ML. SOLUCAO ORAL EM BASE DE XAROPE SIMPLES. FORMULACAO ESPECIALMENTE MANIPULADA FRASCO 50.00 ML; NO_ACR

342319; ZIPRASIDONA; ZIPRASIDONA; ZIPRASIDONA; SAL CLORIDRATO. EQUIVALENTE EM ZIPRASIDONA BASE A 40 MG CÁPSULA; NO_ACR

272484; ZUCLOPENTIXOL; ZUCLOPENTIXOL; ZUCLOPENTIXOL; 50 MG/ML. INJETAVEL AMPOLA 1.00 ML; NO_ACR

278316; ZOLPIDEM; ZOLPIDEM; ZOLPIDEM; 10 MG COMPRIMIDO; NO_ACR

268361; ZIDOVUDINA; ZIDOVUDINA; ZIDOVUDINA; 10 MG/ML. INJETAVEL FRASCO-AMPOLA; NO_ACR

342320; ZIPRASIDONA; ZIPRASIDONA; ZIPRASIDONA; SAL CLORIDRATO. EQUIVALENTE EM ZIPRASIDONA BASE A 80 MG CÁPSULA; NO_ACR

342320; ZIPRASIDONA; ZIPRASIDONA; ZIPRASIDONA; SAL CLORIDRATO. EQUIVALENTE EM ZIPRASIDONA BASE A 80 MG FRASCO-AMPOLA; NO_ACR

272585; ZUCLOPENTIXOL; ZUCLOPENTIXOL; ZUCLOPENTIXOL; SAL DECANOATO. 200 MG/ML. INJETAVEL AMPOLA 1.00 ML; NO_ACR

272094; ZIDOVUDINA; ZIDOVUDINA; ZIDOVUDINA; ASSOCIADA COM LAMIVUDINA. 300MG + 150MG COMPRIMIDO; NO_ACR

428674; ZINCO; ZINCO; NOT FOUND; SOB A FORMA DE GLICINA ZINCO QUELADO. 5 MG/ML. SOLUCAO ORAL EM BASE DE XAROPE SIMPLES. FORMULACAO ESPECIALMENTE MANIPULADA FRASCO 50.00 ML; NO_ACR

387453; ZINCO; ZINCO; NOT FOUND; SOB A FORMA DE GLICINA ZINCO QUELADO. 1 MG/ML. SOLUCAO ORAL EM BASE DE XAROPE SIMPLES. FORMULACAO ESPECIALMENTE MANIPULADA FRASCO 100.00 ML; NO_ACR

308890; ZIDOVUDINA; ZIDOVUDINA; ZIDOVUDINA; 10 MG/ML. XAROPE FRASCO 200.00 ML; NO_ACR

387453; ZINCO; ZINCO; NOT FOUND; SOB A FORMA DE GLICINA ZINCO QUELADO. 1 MG/ML. SOLUCAO ORAL EM BASE DE XAROPE SIMPLES. FORMULACAO ESPECIALMENTE MANIPULADA FRASCO 50.00 ML; NO_ACR

342319; ZIPRASIDONA; ZIPRASIDONA; ZIPRASIDONA; SAL CLORIDRATO. EQUIVALENTE EM ZIPRASIDONA BASE A 40 MG CÁPSULA; NO_ACR

272484; ZUCLOPENTIXOL; ZUCLOPENTIXOL; ZUCLOPENTIXOL; 50 MG/ML. INJETAVEL AMPOLA 1.00 ML; NO_ACR

278316; ZOLPIDEM; ZOLPIDEM; ZOLPIDEM; 10 MG COMPRIMIDO; NO_ACR

268361; ZIDOVUDINA; ZIDOVUDINA; ZIDOVUDINA; 10 MG/ML. INJETAVEL FRASCO-AMPOLA; NO_ACR

342320; ZIPRASIDONA; ZIPRASIDONA; ZIPRASIDONA; SAL CLORIDRATO. EQUIVALENTE EM ZIPRASIDONA BASE A 80 MG CÁPSULA; NO_ACR

342320; ZIPRASIDONA; ZIPRASIDONA; ZIPRASIDONA; SAL CLORIDRATO. EQUIVALENTE EM ZIPRASIDONA BASE A 80 MG FRASCO-AMPOLA; NO_ACR

272585; ZUCLOPENTIXOL; ZUCLOPENTIXOL; ZUCLOPENTIXOL; SAL DECANOATO. 200 MG/ML. INJETAVEL AMPOLA 1.00 ML; NO_ACR

272094; ZIDOVUDINA; ZIDOVUDINA; ZIDOVUDINA; ASSOCIADA COM LAMIVUDINA. 300MG + 150MG COMPRIMIDO; NO_ACR

428674; ZINCO; ZINCO; NOT FOUND; SOB A FORMA DE GLICINA ZINCO QUELADO. 5 MG/ML. SOLUCAO ORAL EM BASE DE XAROPE SIMPLES. FORMULACAO ESPECIALMENTE MANIPULADA FRASCO 50.00 ML; NO_ACR

387453; ZINCO; ZINCO; NOT FOUND; SOB A FORMA DE GLICINA ZINCO QUELADO. 1 MG/ML. SOLUCAO ORAL EM BASE DE XAROPE SIMPLES. FORMULACAO ESPECIALMENTE MANIPULADA FRASCO 100.00 ML; NO_ACR

308890; ZIDOVUDINA; ZIDOVUDINA; ZIDOVUDINA; 10 MG/ML. XAROPE FRASCO 200.00 ML; NO_ACR

387453; ZINCO; ZINCO; NOT FOUND; SOB A FORMA DE GLICINA ZINCO QUELADO. 1 MG/ML. SOLUCAO ORAL EM BASE DE XAROPE SIMPLES. FORMULACAO ESPECIALMENTE MANIPULADA FRASCO 50.00 ML; NO_ACR

342319; ZIPRASIDONA; ZIPRASIDONA; ZIPRASIDONA; SAL CLORIDRATO. EQUIVALENTE EM ZIPRASIDONA BASE A 40 MG CÁPSULA; NO_ACR

272484; ZUCLOPENTIXOL; ZUCLOPENTIXOL; ZUCLOPENTIXOL; 50 MG/ML. INJETAVEL AMPOLA 1.00 ML; NO_ACR

278316; ZOLPIDEM; ZOLPIDEM; ZOLPIDEM; 10 MG COMPRIMIDO; NO_ACR

268361; ZIDOVUDINA; ZIDOVUDINA; ZIDOVUDINA; 10 MG/ML. INJETAVEL FRASCO-AMPOLA; NO_ACR

342320; ZIPRASIDONA; ZIPRASIDONA; ZIPRASIDONA; SAL CLORIDRATO. EQUIVALENTE EM ZIPRASIDONA BASE A 80 MG CÁPSULA; NO_ACR

342320; ZIPRASIDONA; ZIPRASIDONA; ZIPRASIDONA; SAL CLORIDRATO. EQUIVALENTE EM ZIPRASIDONA BASE A 80 MG FRASCO-AMPOLA; NO_ACR

272585; ZUCLOPENTIXOL; ZUCLOPENTIXOL; ZUCLOPENTIXOL; SAL DECANOATO. 200 MG/ML. INJETAVEL AMPOLA 1.00 ML; NO_ACR

272094; ZIDOVUDINA; ZIDOVUDINA; ZIDOVUDINA; ASSOCIADA COM LAMIVUDINA. 300MG + 150MG COMPRIMIDO; NO_ACR

428674; ZINCO; ZINCO; NOT FOUND; SOB A FORMA DE GLICINA ZINCO QUELADO. 5 MG/ML. SOLUCAO ORAL EM BASE DE XAROPE SIMPLES. FORMULACAO ESPECIALMENTE MANIPULADA FRASCO 50.00 ML; NO_ACR

387453; ZINCO; ZINCO; NOT FOUND; SOB A FORMA DE GLICINA ZINCO QUELADO. 1 MG/ML. SOLUCAO ORAL EM BASE DE XAROPE SIMPLES. FORMULACAO ESPECIALMENTE MANIPULADA FRASCO 100.00 ML; NO_ACR

308890; ZIDOVUDINA; ZIDOVUDINA; ZIDOVUDINA; 10 MG/ML. XAROPE FRASCO 200.00 ML; NO_ACR

387453; ZINCO; ZINCO; NOT FOUND; SOB A FORMA DE GLICINA ZINCO QUELADO. 1 MG/ML. SOLUCAO ORAL EM BASE DE XAROPE SIMPLES. FORMULACAO ESPECIALMENTE MANIPULADA FRASCO 50.00 ML; NO_ACR

342319; ZIPRASIDONA; ZIPRASIDONA; ZIPRASIDONA; SAL CLORIDRATO. EQUIVALENTE EM ZIPRASIDONA BASE A 40 MG CÁPSULA; NO_ACR

272484; ZUCLOPENTIXOL; ZUCLOPENTIXOL; ZUCLOPENTIXOL; 50 MG/ML. INJETAVEL AMPOLA 1.00 ML; NO_ACR

278316; ZOLPIDEM; ZOLPIDEM; ZOLPIDEM; 10 MG COMPRIMIDO; NO_ACR

268361; ZIDOVUDINA; ZIDOVUDINA; ZIDOVUDINA; 10 MG/ML. INJETAVEL FRASCO-AMPOLA; NO_ACR

342320; ZIPRASIDONA; ZIPRASIDONA; ZIPRASIDONA; SAL CLORIDRATO. EQUIVALENTE EM ZIPRASIDONA BASE A 80 MG CÁPSULA; NO_ACR

342320; ZIPRASIDONA; ZIPRASIDONA; ZIPRASIDONA; SAL CLORIDRATO. EQUIVALENTE EM ZIPRASIDONA BASE A 80 MG FRASCO-AMPOLA; NO_ACR

272585; ZUCLOPENTIXOL; ZUCLOPENTIXOL; ZUCLOPENTIXOL; SAL DECANOATO. 200 MG/ML. INJETAVEL AMPOLA 1.00 ML; NO_ACR

272094; ZIDOVUDINA; ZIDOVUDINA; ZIDOVUDINA; ASSOCIADA COM LAMIVUDINA. 300MG + 150MG COMPRIMIDO; NO_ACR

428674; ZINCO; ZINCO; NOT FOUND; SOB A FORMA DE GLICINA ZINCO QUELADO. 5 MG/ML. SOLUCAO ORAL EM BASE DE XAROPE SIMPLES. FORMULACAO ESPECIALMENTE MANIPULADA FRASCO 50.00 ML; NO_ACR

387453; ZINCO; ZINCO; NOT FOUND; SOB A FORMA DE GLICINA ZINCO QUELADO. 1 MG/ML. SOLUCAO ORAL EM BASE DE XAROPE SIMPLES. FORMULACAO ESPECIALMENTE MANIPULADA FRASCO 100.00 ML; NO_ACR

308890; ZIDOVUDINA; ZIDOVUDINA; ZIDOVUDINA; 10 MG/ML. XAROPE FRASCO 200.00 ML; NO_ACR

387453; ZINCO; ZINCO; NOT FOUND; SOB A FORMA DE GLICINA ZINCO QUELADO. 1 MG/ML. SOLUCAO ORAL EM BASE DE XAROPE SIMPLES. FORMULACAO ESPECIALMENTE MANIPULADA FRASCO 50.00 ML; NO_ACR

342319; ZIPRASIDONA; ZIPRASIDONA; ZIPRASIDONA; SAL CLORIDRATO. EQUIVALENTE EM ZIPRASIDONA BASE A 40 MG CÁPSULA; NO_ACR

272484; ZUCLOPENTIXOL; ZUCLOPENTIXOL; ZUCLOPENTIXOL; 50 MG/ML. INJETAVEL AMPOLA 1.00 ML; NO_ACR

278316; ZOLPIDEM; ZOLPIDEM; ZOLPIDEM; 10 MG COMPRIMIDO; NO_ACR

268361; ZIDOVUDINA; ZIDOVUDINA; ZIDOVUDINA; 10 MG/ML. INJETAVEL FRASCO-AMPOLA; NO_ACR

342320; ZIPRASIDONA; ZIPRASIDONA; ZIPRASIDONA; SAL CLORIDRATO. EQUIVALENTE EM ZIPRASIDONA BASE A 80 MG CÁPSULA; NO_ACR

342320; ZIPRASIDONA; ZIPRASIDONA; ZIPRASIDONA; SAL CLORIDRATO. EQUIVALENTE EM ZIPRASIDONA BASE A 80 MG FRASCO-AMPOLA; NO_ACR

272585; ZUCLOPENTIXOL; ZUCLOPENTIXOL; ZUCLOPENTIXOL; SAL DECANOATO. 200 MG/ML. INJETAVEL AMPOLA 1.00 ML; NO_ACR

272094; ZIDOVUDINA; ZIDOVUDINA; ZIDOVUDINA; ASSOCIADA COM LAMIVUDINA. 300MG + 150MG COMPRIMIDO; NO_ACR

428674; ZINCO; ZINCO; NOT FOUND; SOB A FORMA DE GLICINA ZINCO QUELADO. 5 MG/ML. SOLUCAO ORAL EM BASE DE XAROPE SIMPLES. FORMULACAO ESPECIALMENTE MANIPULADA FRASCO 50.00 ML; NO_ACR

387453; ZINCO; ZINCO; NOT FOUND; SOB A FORMA DE GLICINA ZINCO QUELADO. 1 MG/ML. SOLUCAO ORAL EM BASE DE XAROPE SIMPLES. FORMULACAO ESPECIALMENTE MANIPULADA FRASCO 100.00 ML; NO_ACR

308890; ZIDOVUDINA; ZIDOVUDINA; ZIDOVUDINA; 10 MG/ML. XAROPE FRASCO 200.00 ML; NO_ACR

387453; ZINCO; ZINCO; NOT FOUND; SOB A FORMA DE GLICINA ZINCO QUELADO. 1 MG/ML. SOLUCAO ORAL EM BASE DE XAROPE SIMPLES. FORMULACAO ESPECIALMENTE MANIPULADA FRASCO 50.00 ML; NO_ACR

342319; ZIPRASIDONA; ZIPRASIDONA; ZIPRASIDONA; SAL CLORIDRATO. EQUIVALENTE EM ZIPRASIDONA BASE A 40 MG CÁPSULA; NO_ACR

272484; ZUCLOPENTIXOL; ZUCLOPENTIXOL; ZUCLOPENTIXOL; 50 MG/ML. INJETAVEL AMPOLA 1.00 ML; NO_ACR

278316; ZOLPIDEM; ZOLPIDEM; ZOLPIDEM; 10 MG COMPRIMIDO; NO_ACR

268361; ZIDOVUDINA; ZIDOVUDINA; ZIDOVUDINA; 10 MG/ML. INJETAVEL FRASCO-AMPOLA; NO_ACR

342320; ZIPRASIDONA; ZIPRASIDONA; ZIPRASIDONA; SAL CLORIDRATO. EQUIVALENTE EM ZIPRASIDONA BASE A 80 MG CÁPSULA; NO_ACR

342320; ZIPRASIDONA; ZIPRASIDONA; ZIPRASIDONA; SAL CLORIDRATO. EQUIVALENTE EM ZIPRASIDONA BASE A 80 MG FRASCO-AMPOLA; NO_ACR

272585; ZUCLOPENTIXOL; ZUCLOPENTIXOL; ZUCLOPENTIXOL; SAL DECANOATO. 200 MG/ML. INJETAVEL AMPOLA 1.00 ML; NO_ACR

272094; ZIDOVUDINA; ZIDOVUDINA; ZIDOVUDINA; ASSOCIADA COM LAMIVUDINA. 300MG + 150MG COMPRIMIDO; NO_ACR

