58701; DECONGEX PLUS NF ; DECONGEX PLUS NF; NOT FOUND; CPR.RE.LP x 12; A4H
77198; DICLOFEN.POTASI MG ; DICLOFEN POTASI; NOT FOUND; CPR 50 MG x 10; N_Q

53477; DUCTOVERAN ; DUCTOVERAN; NOT FOUND; GOTAS ORAL 25 ML x 1; N_Q

75290; DICLOFENACO SOD.MG ; DICLOFENACO SOD; DICLOFENACO SODICO; SOLN OFTAL 1 MG 5 ML x 1 (/ML); N_Q

75078; DIGOX ; DIGOX; NOT FOUND; CPR 0.25 MG x 500; P7B

62686; DERMOVAT ; DERMOVAT; NOT FOUND; POM. 1 MG 30 G x 1 (/G); P7B

83746; DIGOXINA MG ; DIGOXINA; DIGOXINA; CPR 0.25 MG x 500; P7B

89146; DOXICLIN ; DOXICLIN; NOT FOUND; CPR REVEST 100 MG x 600; P7B

89148; DOXICLIN ; DOXICLIN; NOT FOUND; CPR REVEST 100 MG x 15; P7B

73255; DIGOXINA MG ; DIGOXINA; DIGOXINA; CPR 0.25 MG x 20; P7B

62684; DAKNAX ; DAKNAX; NOT FOUND; LOC. 20 MG 30 ML x 1; P7B

62125; DIGOX ; DIGOX; NOT FOUND; CPR 0.25 MG x 20; P7B

62685; DERMOVAT ; DERMOVAT; NOT FOUND; CREME 1 MG 30 G x 1 (/G); P7B

62506; DECNAZOL ; DECNAZOL; NOT FOUND; CPR 1000 MG x 2; P7B

75709; DICLOFEN.DIETIL.MG ; DICLOFEN DIETIL; DICLOFENACO DIETILAMONIO; GEL. 11.6 MG 60 G x 1 (/G); P7B

76081; DETRUSITOL ; DETRUSITOL; NOT FOUND; CAPS LA 4 MG x 30; PFZ

30561; DALACIN-C ; DALACIN C; NOT FOUND; AMP. 300 MG 2 ML x 1; PFZ

55613; DEPO-PROVERA ; DEPO PROVERA; NOT FOUND; SER.PRE-ENCH 150 MG 1 ML x 1; PFZ

55378; DOSTINEX ; DOSTINEX; NOT FOUND; CPR 0.50 MG x 8; PFZ

48268; DIABINESE ; DIABINESE; NOT FOUND; CPR 250 MG x 30; PFZ

53038; DEPO-PROVERA ; DEPO PROVERA; NOT FOUND; F.AMP 150 MG 1 ML x 1 (/ML); PFZ

53981; DETRUSITOL ; DETRUSITOL; NOT FOUND; CPR 2 MG x 28; PFZ

47585; DILTIZEM ; DILTIZEM; NOT FOUND; CPR REVES.AP 90 MG x 20; PFZ

53982; DETRUSITOL ; DETRUSITOL; NOT FOUND; CPR 2 MG x 60; PFZ

3089; DEPO-PROVERA ; DEPO PROVERA; NOT FOUND; AMP. RETARD 50 MG 1 ML x 1 (/ML); PFZ

51170; DALACIN-T ; DALACIN T; NOT FOUND; SOLN TOP. 10 MG 30 ML x 1 (/ML); PFZ

28462; DAUNOBLASTINA ; DAUNOBLASTINA; NOT FOUND; F.AMP LIOF 20 MG x 1; PFZ

64055; DETRUSITOL ; DETRUSITOL; NOT FOUND; CAPS LA 4 MG x 28; PFZ

51029; DALACIN-C ; DALACIN C; NOT FOUND; CAPS 300 MG x 16; PFZ

57510; DOSTINEX ; DOSTINEX; NOT FOUND; CPR 0.50 MG x 2; PFZ

53036; DALACIN-V ; DALACIN V; NOT FOUND; CR.VAG.3 APL 2 % 20 G x 1; PFZ

49641; DILTIZEM ; DILTIZEM; NOT FOUND; CPR REVES.AP 240 MG x 10; PFZ

3088; DEPO-MEDROL ; DEPO MEDROL; NOT FOUND; F.AMP RETARD 40 MG 2 ML x 1 (/ML); PFZ

50701; DILTIZEM ; DILTIZEM; NOT FOUND; CPR 60 MG x 60; PFZ

64054; DETRUSITOL ; DETRUSITOL; NOT FOUND; CAPS LA 4 MG x 14; PFZ

47586; DILTIZEM ; DILTIZEM; NOT FOUND; CPR REVES.AP 120 MG x 20; PFZ

3622; DRENOL ; DRENOL; NOT FOUND; CPR 50 MG x 30; PFZ

3196; DIABINESE ; DIABINESE; NOT FOUND; CPR 250 MG x 100; PFZ

53980; DETRUSITOL ; DETRUSITOL; NOT FOUND; CPR 1 MG x 28; PFZ

64642; DEXAMETASONA MG ; DEXAMETASONA; DEXAMETASONA; ELIXIR 0.50 MG 120 ML x 50 (/5ML); PZ8

79165; DIPIRONA SODICA MG ; DIPIRONA SODICA; NOT FOUND; CPR 500 MG x 480; PZ8

66262; DIP.BET+AC.SALI MG ; DIP BET AC SALI; NOT FOUND; POM. 30 G x 1; PZ8

75392; DICLOFENACO SOD.MG ; DICLOFENACO SOD; DICLOFENACO SODICO; CPR REVEST 50 MG x 20; PZ8

72332; DIP.BET+SUL.GEN.MG ; DIP BET SUL GEN; NOT FOUND; POM. 30 G x 1; PZ8

62784; DUZIMICIN ; DUZIMICIN; NOT FOUND; CAPS 500 MG x 12; PZ8

73151; D.SOD+ISOME+CAF.MG ; D SOD ISOME CAF; NOT FOUND; GOTAS 15 ML x 1; PZ8

62350; DIPIRONA SODICA MG ; DIPIRONA SODICA; NOT FOUND; CPR 500 MG x 100; PZ8

64646; DROPROPIZINA MG ; DROPROPIZINA; DROPROPIZINA; XAR. 1.50 MG 120 ML x 1 (/ML); PZ8

66352; DICLOFEN.DIETIL.MG ; DICLOFEN DIETIL; DICLOFENACO DIETILAMONIO; GEL. 10 MG 60 G x 1 (/G); PZ8

62351; DIPIRONA SODICA MG ; DIPIRONA SODICA; NOT FOUND; CPR 500 MG x 500; PZ8

71313; DESONIDA MG ; DESONIDA; DESONIDA; LOC. 0.50 MG 60 G x 1 (/G); PZ8

62781; DUZIMICIN ; DUZIMICIN; NOT FOUND; POLVO SUSP. 250 MG 150 ML x 1; PZ8

64644; DICLOR.CETIRIZI.MG ; DICLOR CETIRIZI; DICLORIDRATO CETIRIZINA; SOLN ORAL 1 MG 120 ML x 1 (/ML; PZ8

144302; DIPIRONA SODICA MG ; DIPIRONA SODICA; NOT FOUND; CPR 1000 MG x 10; PZ8

72331; DIP.BET+SUL.GEN.MG ; DIP BET SUL GEN; NOT FOUND; CREME 30 G x 1; PZ8

73886; DIPIRONA SODICA MG ; DIPIRONA SODICA; NOT FOUND; SOLN ORAL 50 MG 100 ML x 1 (/ML; PZ8

165700; DEXPROTENOL ; DEXPROTENOL; NOT FOUND; POM DERM 30 G x 1; PZ8

62785; DUZIMICIN ; DUZIMICIN; NOT FOUND; CAPS 500 MG x 300; PZ8

62352; DIPIRONA SODICA MG ; DIPIRONA SODICA; NOT FOUND; GOTAS 500 MG 10 ML x 1 (/ML); PZ8

79166; DICLOFENACO SOD.MG ; DICLOFENACO SOD; DICLOFENACO SODICO; CPR REVEST 50 MG x 400; PZ8

71565; DESONIDA MG ; DESONIDA; DESONIDA; CREME 0.50 MG 30 G x 1 (/G); PZ8

63079; DICLONATRIUM ; DICLONATRIUM; NOT FOUND; CPR REVEST 50 MG x 500; PZ8

64643; DICLOR.CETIRIZI.MG ; DICLOR CETIRIZI; DICLORIDRATO CETIRIZINA; SOLN ORAL 1 MG 80 ML x 1 (/ML); PZ8

65979; DIGOXINA MG ; DIGOXINA; DIGOXINA; ELIXIR 0.05 MG 60 ML x 1 (/ML); PZ8

62783; DUZIMICIN ; DUZIMICIN; NOT FOUND; POLVO SUSP. 250 MG 150 ML x 50; PZ8

63078; DICLOKALIUM ; DICLOKALIUM; NOT FOUND; CPR REVEST 50 MG x 500; PZ8

64640; DEXAMETASONA MG ; DEXAMETASONA; DEXAMETASONA; ELIXIR 0.50 MG 120 ML x 1 (/5ML); PZ8

64641; DEXAMETASONA MG ; DEXAMETASONA; DEXAMETASONA; ELIXIR 0.50 MG 100 ML x 50 (/5ML); PZ8

64647; DROPROPIZINA MG ; DROPROPIZINA; DROPROPIZINA; XAR. 3 MG 120 ML x 1 (/ML); PZ8

85541; DIP SOD+ADI+PRO MG ; DIP SOD ADI PRO; NOT FOUND; GOTAS 15 ML x 1; PZ8

78539; DIP SOD+ADI+PRO MG ; DIP SOD ADI PRO; NOT FOUND; GOTAS 20 ML x 1; PZ8

65980; DIP.BET+AC.SALI MG ; DIP BET AC SALI; NOT FOUND; SOLN TOP. 30 ML x 1; PZ8

74716; DUXIDINA ; DUXIDINA; NOT FOUND; SPRAY 10 MG 45 ML x 1 (/ML); PZ8

74715; DUXIDINA ; DUXIDINA; NOT FOUND; SOLN TOP. 10 MG 30 ML x 1 (/ML); PZ8

70049; DIPIRONA SODICA MG ; DIPIRONA SODICA; NOT FOUND; CPR 500 MG x 200; PZ8

69018; DICLOFEN.DIETIL.MG ; DICLOFEN DIETIL; DICLOFENACO DIETILAMONIO; GEL. 10 MG 60 G x 50 (/G); PZ8

62353; DIPIRONA SODICA MG ; DIPIRONA SODICA; NOT FOUND; GOTAS 500 MG 20 ML x 1 (/ML); PZ8

85416; DESLORATADINA MG ; DESLORATADINA; DESLORATADINA; XAR. 0.50 MG 60 ML x 1 (/ML); PZ8

55949; DUZIMICIN ; DUZIMICIN; NOT FOUND; SUSP 250 MG 60 ML x 1 (/5ML); PZ8

62782; DUZIMICIN ; DUZIMICIN; NOT FOUND; POLVO SUSP. 250 MG 60 ML x 50; PZ8

75393; DICLOFENACO SOD.MG ; DICLOFENACO SOD; DICLOFENACO SODICO; CPR REVEST 50 MG x 500; PZ8

68233; DUCRAY LACTOCERAT ; DUCRAY LACTOCERAT; NOT FOUND; COND C/SECO 150 ML x 1; P_F

63175; DARBIN ; DARBIN; NOT FOUND; AMP+SOLV 100 MG 5 ML x 10; P_F

50039; DARROWCOR ; DARROWCOR; NOT FOUND; CPR 0.25 MG x 20; P_F

56699; DERMACARE ; DERMACARE; NOT FOUND; CREME 15 G x 1; P_F

69480; DUCRAY LACTOCERAT ; DUCRAY LACTOCERAT; NOT FOUND; EMULS 100 ML x 1; P_F

66183; DUCRAY SELEGEL ; DUCRAY SELEGEL; NOT FOUND; SHAMP A/CASP 125 ML x 1; P_F

64142; DUCRAY ARGEAL ; DUCRAY ARGEAL; NOT FOUND; SH CREME 150 ML x 1; P_F

68234; DUCRAY LACTOCERAT ; DUCRAY LACTOCERAT; NOT FOUND; MASC U/NUT 150 ML x 1; P_F

63176; DARBIN ; DARBIN; NOT FOUND; AMP+SOLV 500 MG 10 ML x 2; P_F

56700; DERMACARE ; DERMACARE; NOT FOUND; POM. 15 G x 1; P_F

64189; DUCRAY SABAL ; DUCRAY SABAL; NOT FOUND; XAMP 125 ML x 1; P_F

69142; DUCRAY LACTOCERAT ; DUCRAY LACTOCERAT; NOT FOUND; SHAMP C/SECO 125 ML x 1; P_F

58998; DICLOFENACO SOD.MG ; DICLOFENACO SOD; DICLOFENACO SODICO; CPR 50 MG x 10; RBY

61928; DICLOFENACO SOD.MG ; DICLOFENACO SOD; DICLOFENACO SODICO; CPR 100 MG x 10; RBY

65415; DICLOFEN.DIETIL.MG ; DICLOFEN DIETIL; DICLOFENACO DIETILAMONIO; GEL. 10 MG 60 G x 1 (/G); RBY

95812; DICL BETAISTINA MG ; DICL BETAISTINA; DICLORIDRATO BETAISTINA; CPR 24 MG x 30; RBY

63147; DIAZEPAM MG ; DIAZEPAM; DIAZEPAM; CPR 10 MG x 20; RBY

58999; DICLOFENACO SOD.MG ; DICLOFENACO SOD; DICLOFENACO SODICO; CPR 50 MG x 20; RBY

76448; DIP.BET+SUL.GEN.MG ; DIP BET SUL GEN; NOT FOUND; CREME 30 G x 1; RBY

57607; DICLOFEN.POTASI MG ; DICLOFEN POTASI; NOT FOUND; DRAG 50 MG x 20; RBY

73000; DOMPERIDONA MG ; DOMPERIDONA; DOMPERIDONA; CPR 10 MG x 30; RBY

63146; DIAZEPAM MG ; DIAZEPAM; DIAZEPAM; CPR 5 MG x 20; RBY

73001; DOMPERIDONA MG ; DOMPERIDONA; DOMPERIDONA; CPR 10 MG x 60; RBY

47216; DORMONID ; DORMONID; NOT FOUND; AMP. 5 MG 5 ML x 5; ROC

45340; DORMONID ; DORMONID; NOT FOUND; AMP. 15 MG 3 ML x 5; ROC

50112; DORMONID ; DORMONID; NOT FOUND; AMP. 50 MG 10 ML x 5; ROC

45250; DORMONID ; DORMONID; NOT FOUND; CPR 15 MG x 20; ROC

59576; DORMONID ; DORMONID; NOT FOUND; CPR 7.50 MG x 20; ROC

59577; DORMONID ; DORMONID; NOT FOUND; CPR 7.50 MG x 30; ROC

65414; DIABUR ; DIABUR; NOT FOUND; TIRAS TESTE x 50; ROC

57255; DORMONID ; DORMONID; NOT FOUND; CPR 15 MG x 30; ROC

57504; DIFENAN ; DIFENAN; NOT FOUND; CPR 50 MG x 20; ROY

57741; DIURETIC ; DIURETIC; NOT FOUND; CPR 50 MG x 20; ROY

57740; DIURETIC ; DIURETIC; NOT FOUND; CPR 25 MG x 20; ROY

62867; DIFENAN ; DIFENAN; NOT FOUND; CPR 50 MG x 500; ROY

68653; DIURETIC ; DIURETIC; NOT FOUND; CPR 25 MG x 500; ROY

68654; DIURETIC ; DIURETIC; NOT FOUND; CPR 50 MG x 500; ROY

72997; DICLOTON ; DICLOTON; NOT FOUND; DRAG 50 MG x 500; ROY

72996; DICLOTON ; DICLOTON; NOT FOUND; DRAG 50 MG x 10; ROY

57505; DIFENAN ; DIFENAN; NOT FOUND; AMP. 75 MG x 5; ROY

86231; DOXURAN ; DOXURAN; NOT FOUND; CPR 2 MG x 30; SDZ

83395; DICLOR.CETIRIZI.MG ; DICLOR CETIRIZI; DICLORIDRATO CETIRIZINA; CPR REVEST 10 MG x 6; SDZ

80937; DEXAMETONAL ; DEXAMETONAL; NOT FOUND; CREME. 0.10 % 10 G x 1; SDZ

74093; DOXURAN ; DOXURAN; NOT FOUND; CPR 4 MG x 30; SDZ

59708; DICLAC SR ; DICLAC SR; NOT FOUND; CPR RETARD 75 MG x 20; SDZ

82748; DICLOR.CETIRIZI.MG ; DICLOR CETIRIZI; DICLORIDRATO CETIRIZINA; CPR REVEST 10 MG x 12; SDZ

52325; DIASEC ; DIASEC; NOT FOUND; CPR 2 MG x 12; SDZ

59220; DOXICICLINA MG ; DOXICICLINA; DOXICICLINA; CPR SOLUVEL 100 MG x 20; SDZ

78461; DESARCOR ; DESARCOR; NOT FOUND; CPR 16 MG x 30; SDZ

78541; DICL PRAMIPEXOL MG ; DICL PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; CPR 0.25 MG x 30; SDZ

63003; DICLAC ; DICLAC; NOT FOUND; CPR REVEST 50 MG x 20; SDZ

86230; DOXURAN ; DOXURAN; NOT FOUND; CPR 2 MG x 10; SDZ

55733; DIASEC ; DIASEC; NOT FOUND; CPR 2 MG x 200; SDZ

141233; DROSPI+ETINILES MG ; DROSPI ETINILES; NOT FOUND; CPR REV 3 MG x 21 (/.03); SDZ

78540; DICL PRAMIPEXOL MG ; DICL PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; CPR 1 MG x 30; SDZ

61445; DOXICICLINA MG ; DOXICICLINA; DOXICICLINA; CPR SOLUVEL 100 MG x 15; SDZ

47326; DEXAMETONAL ; DEXAMETONAL; NOT FOUND; POM. 0.10 % 10 G x 1; SDZ

72116; DOCETAXEL MG ; DOCETAXEL; DOCETAXEL; F.AMP 80 MG 6 ML x 1; SDZ

71962; DOCETAXEL MG ; DOCETAXEL; DOCETAXEL; F.AMP 20 MG 1.50 ML x 1; SDZ

78462; DESARCOR ; DESARCOR; NOT FOUND; CPR 8 MG x 30; SDZ

100866; DESOGESTREL MG ; DESOGESTREL; DESOGESTREL; CPR REVEST 75 Y x 28; SDZ

59709; DICLOFENACO SOD.MG ; DICLOFENACO SOD; DICLOFENACO SODICO; CPR LAQ ENT. 50 MG x 20; SDZ

150191; DESOGES+ETINILE.MG ; DESOGES ETINILE; NOT FOUND; CPR REVEST 0.15 MG x 21 (/.02); SDZ

62023; DICLOR.CETIRIZI.MG ; DICLOR CETIRIZI; DICLORIDRATO CETIRIZINA; CPR REVEST 10 MG x 14; SDZ

80318; DICL PRAMIPEXOL MG ; DICL PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; CPR 0.125 MG x 30; SDZ

74094; DOXURAN ; DOXURAN; NOT FOUND; CPR 4 MG x 20; SDZ

62024; DICLOR.CETIRIZI.MG ; DICLOR CETIRIZI; DICLORIDRATO CETIRIZINA; CPR REVEST 10 MG x 7; SDZ

56141; DERMAZOL ; DERMAZOL; NOT FOUND; CREME 10 MG 25 G x 1 (/G); SNV

68040; DILAVAX ; DILAVAX; NOT FOUND; CPR 10 MG x 30; SNV

72287; DIABECONTROL ; DIABECONTROL; NOT FOUND; CPR 250 MG x 500; SNV

73820; DILAVAX ; DILAVAX; NOT FOUND; CPR 10 MG x 500; SNV

54839; DIABECONTROL ; DIABECONTROL; NOT FOUND; CPR 250 MG x 100; SNV

72796; DEFLAREN ; DEFLAREN; NOT FOUND; CREME 0.10 % 10 G x 50; SNV

49793; DEFLAREN ; DEFLAREN; NOT FOUND; CREME 0.10 % 10 G x 1; SNV

58997; DEXAMETASONA MG ; DEXAMETASONA; DEXAMETASONA; ELIXIR 0.50 MG 120 ML x 1 (/5ML); SNV

48082; DILAMOL ; DILAMOL; NOT FOUND; XAR. 2 MG 120 ML x 1 (/5ML); SNV

49059; DILAMOL ; DILAMOL; NOT FOUND; CPR 2 MG x 20; SNV

74545; DAZOTIL ; DAZOTIL; NOT FOUND; CPR 500 MG x 6; SNV

74904; DAZOTIL ; DAZOTIL; NOT FOUND; SUSP 250 MG 60 ML x 1 (/5ML); SNV

50590; DUOFILM PLANTAR ; DUOFILM PLANTAR; NOT FOUND; GEL. 20 G x 1; STF

62018; DERMAVITE ; DERMAVITE; NOT FOUND; CPR REVEST x 30; STF

83751; DIAMICRON MR ; DIAMICRON MR; NOT FOUND; CPR AP. 60 MG x 30; SVR

57715; DIAMICRON MR ; DIAMICRON MR; NOT FOUND; CPR AP. 30 MG x 30; SVR

48546; DAFLON 500 ; DAFLON 500; NOT FOUND; CPR REVEST 500 MG x 30; SVR

31123; DAFLON ; DAFLON; NOT FOUND; DRAG 375 MG x 16 (/150); SVR

48763; DAFLON 500 ; DAFLON 500; NOT FOUND; CPR REVEST 500 MG x 60; SVR

87316; DIAMICRON MR ; DIAMICRON MR; NOT FOUND; CPR AP. 60 MG x 60; SVR

83750; DIAMICRON MR ; DIAMICRON MR; NOT FOUND; CPR AP. 60 MG x 15; SVR

58543; DIAMICRON MR ; DIAMICRON MR; NOT FOUND; CPR AP. 30 MG x 15; SVR

31124; DAFLON ; DAFLON; NOT FOUND; DRAG 375 MG x 30 (/150); SVR

63174; DIAMICRON MR ; DIAMICRON MR; NOT FOUND; CPR AP. 30 MG x 60; SVR

131347; DAFLON 1000 ; DAFLON 1000; NOT FOUND; CPR REV 1000 MG x 30; SVR

58542; DAFLON 500 ; DAFLON 500; NOT FOUND; CPR REVEST 500 MG x 15; SVR

47583; DIAMICRON ; DIAMICRON; NOT FOUND; CPR 80 MG x 60; SVR

71669; DERMACYD ; DERMACYD; NOT FOUND; KIT 1X1 D/NE 200 ML x 1; S_A

73435; DERMACYD ; DERMACYD; NOT FOUND; KIT1X1 F/LEN 200 ML x 1; S_A

30161; DIGESAN ; DIGESAN; NOT FOUND; CAPS 10 MG x 20; S_A

80688; DEPURA ; DEPURA; NOT FOUND; GOTAS 5600 IU 10 ML x 1 (/ML); S_A

74393; DERMACYD ; DERMACYD; NOT FOUND; LIQ BREEZE 200 ML x 1; S_A

59762; DERMACYD ; DERMACYD; NOT FOUND; LIQD FEMINA 200 ML x 1; S_A

80498; DERMACYD ; DERMACYD; NOT FOUND; K BREEZE+TOA 200 ML x 1; S_A

150192; DEPURA ; DEPURA; NOT FOUND; GOTAS 200 IU 30 ML x 1; S_A

137571; DORFLEX ICYHOT ; DORFLEX ICYHOT; NOT FOUND; ADES FLE EG x 3; S_A

155059; DERMACYD ; DERMACYD; NOT FOUND; L DEL F 24H 200 ML x 1; S_A

56416; DORFLEX ; DORFLEX; NOT FOUND; CPR x 240; S_A

120475; DERMACYD ; DERMACYD; NOT FOUND; LIQ 24H NEUT 200 ML x 1; S_A

43507; DOGMATIL ; DOGMATIL; NOT FOUND; GOTAS PED 20 MG 30 ML x 1 (/ML); S_A

155060; DERMACYD ; DERMACYD; NOT FOUND; L FEM F 24H 200 ML x 1; S_A

2949; DAONIL ; DAONIL; NOT FOUND; CPR 5 MG x 30; S_A

91099; DERMACYD ; DERMACYD; NOT FOUND; K FEM+FEM FL 300 ML x 1; S_A

30532; DOGMATIL ; DOGMATIL; NOT FOUND; CAPS 50 MG x 20; S_A

3296; DIENTRIN ; DIENTRIN; NOT FOUND; CPR 400 MG x 12 (/80); S_A

59763; DERMACYD ; DERMACYD; NOT FOUND; LIQD INF 200 ML x 1; S_A

78409; DERMACYD ; DERMACYD; NOT FOUND; K T F MI+NEC 120 ML x 1; S_A

93811; DERMACYD ; DERMACYD; NOT FOUND; LIQ FEMI 24H 200 ML x 1; S_A

52204; DORICO ; DORICO; NOT FOUND; CPR 750 MG x 20; S_A

30612; DIGESAN ; DIGESAN; NOT FOUND; SOLN 1 MG 120 ML x 1 (/ML); S_A

112798; DERMACYD ; DERMACYD; NOT FOUND; K1X1 INF+INF 300 ML x 1; S_A

52203; DORICO ; DORICO; NOT FOUND; CPR 750 MG x 10; S_A

3298; DIENTRIN ; DIENTRIN; NOT FOUND; SUSP 240 MG 60 ML x 1 (/5ML); S_A

75928; DERMACYD ; DERMACYD; NOT FOUND; K1X1 DEL+BRE 320 ML x 1; S_A

80502; DERMACYD ; DERMACYD; NOT FOUND; K FEMI+TOA 200 ML x 1; S_A

72940; DERMACYD ; DERMACYD; NOT FOUND; POCKET LENCO x 12; S_A

85714; DERMACYD ; DERMACYD; NOT FOUND; KIT BREZZE 220 ML x 1; S_A

75439; DERMACYD ; DERMACYD; NOT FOUND; L T FRES MIX 120 ML x 1; S_A

72513; DERMACYD ; DERMACYD; NOT FOUND; K1X1 INF/ES 200 ML x 1; S_A

93803; DERMACYD ; DERMACYD; NOT FOUND; K 24H DEL+DE 300 ML x 1; S_A

150193; DEPURA ; DEPURA; NOT FOUND; GOTAS L3P2 200 IU 20 ML x 3; S_A

81176; DERMACYD ; DERMACYD; NOT FOUND; KIT DUO FEM 400 ML x 1; S_A

27822; DORICO ; DORICO; NOT FOUND; CPR 500 MG x 100; S_A

46203; DIGESAN ; DIGESAN; NOT FOUND; CAPS RETARD 20 MG x 20; S_A

93810; DERMACYD ; DERMACYD; NOT FOUND; LIQ DELI 24H 200 ML x 1; S_A

93802; DERMACYD ; DERMACYD; NOT FOUND; K 24H BRE+BR 300 ML x 1; S_A

3488; DOLANTINA ; DOLANTINA; NOT FOUND; AMP. 100 MG 2 ML x 25; S_A

130492; DERMACYD ; DERMACYD; NOT FOUND; S L FEMI 24H 250 ML x 1; S_A

73468; DERMACYD ; DERMACYD; NOT FOUND; POCKET L SAC x 10; S_A

53039; DORICO ; DORICO; NOT FOUND; GOTAS 200 MG 10 ML x 1 (/ML); S_A

3289; DIENPAX ; DIENPAX; NOT FOUND; CPR 5 MG x 20; S_A

75022; DERMACYD ; DERMACYD; NOT FOUND; KIT1X1 B/LEN 200 ML x 1; S_A

95230; DERMACYD ; DERMACYD; NOT FOUND; LIQ FEMI 24H 100 ML x 1; S_A

73550; DIPIRONA SODICA MG ; DIPIRONA SODICA; NOT FOUND; GOTAS 500 MG 10 ML x 1 (/ML); S_A

75930; DERMACYD ; DERMACYD; NOT FOUND; K1X1 INF+INF 320 ML x 1; S_A

56415; DORFLEX ; DORFLEX; NOT FOUND; CPR x 30; S_A

3297; DIENTRIN ; DIENTRIN; NOT FOUND; CPR 400 MG x 120 (/80); S_A

91095; DERMACYD ; DERMACYD; NOT FOUND; LIQ FEM FLOR 100 ML x 1; S_A

73434; DERMACYD ; DERMACYD; NOT FOUND; KIT1X1 D/LEN 200 ML x 1; S_A

80506; DERMACYD ; DERMACYD; NOT FOUND; K PROMO DELI 200 ML x 1; S_A

93807; DERMACYD ; DERMACYD; NOT FOUND; LIQ BREE 24H 100 ML x 1; S_A

76550; DERMACYD ; DERMACYD; NOT FOUND; K FEM+T S FL 320 ML x 1; S_A

42322; DIGESAN ; DIGESAN; NOT FOUND; GOTAS INF 4 MG 20 ML x 1 (/ML); S_A

30160; DIGESAN ; DIGESAN; NOT FOUND; AMP. 10 MG 2 ML x 6; S_A

93804; DERMACYD ; DERMACYD; NOT FOUND; K 24H FEM+FE 300 ML x 1; S_A

93809; DERMACYD ; DERMACYD; NOT FOUND; LIQ DELI 24H 100 ML x 1; S_A

155063; DERMACYD ; DERMACYD; NOT FOUND; LIQ NEU FO 200 ML x 1; S_A

71611; DERMACYD ; DERMACYD; NOT FOUND; KIT1X1 F/NE 200 ML x 1; S_A

73552; DIPIRONA SODICA MG ; DIPIRONA SODICA; NOT FOUND; GOTAS 500 MG 20 ML x 1 (/ML); S_A

56417; DORFLEX ; DORFLEX; NOT FOUND; GOTAS 20 ML x 1; S_A

130494; DERMACYD ; DERMACYD; NOT FOUND; S L BREE 24H 250 ML x 1; S_A

85716; DERMACYD ; DERMACYD; NOT FOUND; KIT DELICAT 220 ML x 1; S_A

45651; DIMETROSE ; DIMETROSE; NOT FOUND; CAPS 2.50 MG x 8; S_A

87334; DEPURA KIDS ; DEPURA KIDS; NOT FOUND; GOTAS 5600 IU 10 ML x 1 (/ML); S_A

2933; DACTIL-OB ; DACTIL OB; NOT FOUND; DRAG x 30; S_A

93805; DERMACYD ; DERMACYD; NOT FOUND; L T F MI 24H 120 ML x 1; S_A

137577; DORFLEX ICYHOT ; DORFLEX ICYHOT; NOT FOUND; ADES FLE GRA x 5; S_A

80507; DERMACYD ; DERMACYD; NOT FOUND; K PROMO BREE 200 ML x 1; S_A

73551; DIPIRONA SODICA MG ; DIPIRONA SODICA; NOT FOUND; SOLN ORAL 50 MG 100 ML x 1 (/ML; S_A

137592; DORFLEX ICYHOT ; DORFLEX ICYHOT; NOT FOUND; SPRAY 118 ML x 1; S_A

75929; DERMACYD ; DERMACYD; NOT FOUND; K1X1 FEM+BRE 320 ML x 1; S_A

85718; DERMACYD ; DERMACYD; NOT FOUND; KIT FEMINA 220 ML x 1; S_A

80495; DERMACYD ; DERMACYD; NOT FOUND; K DELICA+COL 200 ML x 1; S_A

73549; DIPIRONA SODICA MG ; DIPIRONA SODICA; NOT FOUND; CPR 500 MG x 240; S_A

49394; DERMATOP ; DERMATOP; NOT FOUND; CREME 0.25 % 20 G x 1; S_A

57611; DIMERCAPROL ; DIMERCAPROL; DIMERCAPROL; AMP. 100 MG 1 ML x 5; S_A

75438; DERMACYD ; DERMACYD; NOT FOUND; L T SWEET FL 120 ML x 1; S_A

93806; DERMACYD ; DERMACYD; NOT FOUND; L T SW F 24H 120 ML x 1; S_A

33820; DERMACYD ; DERMACYD; NOT FOUND; LIQD 200 ML x 1; S_A

80500; DERMACYD ; DERMACYD; NOT FOUND; K DELICA+TOA 200 ML x 1; S_A

52202; DORICO ; DORICO; NOT FOUND; GOTAS 200 MG 15 ML x 1 (/ML); S_A

74394; DERMACYD ; DERMACYD; NOT FOUND; LIQ 2X1 200 ML x 1; S_A

3286; DIENPAX ; DIENPAX; NOT FOUND; CPR 10 MG x 20; S_A

84794; DERMACYD ; DERMACYD; NOT FOUND; L FEM PROMO 120 ML x 1; S_A

