104561; CORUS ; CORUS; NOT FOUND; CPR REVEST 25 MG x 30; A4H
74768; CEPACOL ; CEPACOL; NOT FOUND; KIT TRAD+EST 300 ML x 1; S_A

85666; CEPACOL ; CEPACOL; NOT FOUND; K 3X2. 250 ML x 1; S_A

76498; CLOR.METFORMINA MG ; CLOR METFORMINA; CLORIDRATO METFORMINA; CPR REVEST 500 MG x 60; S_A

77660; CEPACOL ; CEPACOL; NOT FOUND; SOL TEEN 250 ML x 1; S_A

75279; CEPACOL ; CEPACOL; NOT FOUND; LOC TANG ICE 300 ML x 1; S_A

73604; CEPACOL ; CEPACOL; NOT FOUND; K FLUO+CDICE 300 ML x 1; S_A

76923; CEPACOL ; CEPACOL; NOT FOUND; K MENTA600ML 300 ML x 1; S_A

51164; CEWIN EFERVESCENTE ; CEWIN EFERVESCENTE; NOT FOUND; CPR EFE LARA 2 G x 10; S_A

51163; CEWIN ; CEWIN; NOT FOUND; CPR EFE LARA 1 G x 10; S_A

73541; CETOPROFENO MG ; CETOPROFENO; CETOPROFENO; CPR REVEST 100 MG x 20; S_A

78261; CLEXANE ; CLEXANE; NOT FOUND; SER.SAF LOCK 80 MG 0.80 ML x 2; S_A

75973; CEPACOL ; CEPACOL; NOT FOUND; K1X1 MEN/NEC 300 ML x 1; S_A

2230; CEPACOL P ; CEPACOL P; NOT FOUND; PASTILLAS 1.34 MG x 16; S_A

82383; CEPACOL PLUS ; CEPACOL PLUS; NOT FOUND; SOL ADVANCED 250 ML x 1; S_A

82385; CEPACOL PLUS ; CEPACOL PLUS; NOT FOUND; SOL REVITALI 250 ML x 1; S_A

2661; COLUBIAZOL ; COLUBIAZOL; NOT FOUND; SPRAY 20 ML x 1; S_A

78258; CLEXANE ; CLEXANE; NOT FOUND; SER.SAF LOCK 40 MG 0.40 ML x 2; S_A

75407; CLOR.AMIODARONA MG ; CLOR AMIODARONA; CLORIDRATO AMIODARONA; CPR 200 MG x 20; S_A

49580; CALCORT ; CALCORT; NOT FOUND; CPR 30 MG x 10; S_A

71767; CEPACOL ; CEPACOL; NOT FOUND; KIT1X1 TR/ES 300 ML x 1; S_A

2885; CREMEFENERGAN ; CREMEFENERGAN; NOT FOUND; CREME 20 MG 30 G x 1 (/G); S_A

78262; CLEXANE ; CLEXANE; NOT FOUND; SER.SAF LOCK 100 MG 1 ML x 2; S_A

2451; CLORANA ; CLORANA; NOT FOUND; CPR 50 MG x 20; S_A

75972; CEPACOL ; CEPACOL; NOT FOUND; K1X1 FLU/NEC 300 ML x 1; S_A

48536; CEPACAINA ; CEPACAINA; NOT FOUND; PASTILLAS x 12; S_A

73545; CLOR.METOCLOP.MG ; CLOR METOCLOP; CLORIDRATO METOCLOPRAMIDA; CPR 10 MG x 20; S_A

2659; COLTRAX ; COLTRAX; NOT FOUND; AMP. 4 MG 2 ML x 3; S_A

56390; CEPACOL ; CEPACOL; NOT FOUND; SOLN MENTA 300 ML x 1; S_A

77659; CEPACOL ; CEPACOL; NOT FOUND; SOLN MENTA 250 ML x 1; S_A

75198; CEWIN ; CEWIN; NOT FOUND; K 3X2 CPR EF 500 MG x 1; S_A

75012; CLOR.METOCLOP.MG ; CLOR METOCLOP; CLORIDRATO METOCLOPRAMIDA; GOTAS 4 MG 10 ML x 1 (/ML); S_A

74770; CEPACOL ; CEPACOL; NOT FOUND; KIT FLUO+EST 300 ML x 1; S_A

70290; CEPACOL ; CEPACOL; NOT FOUND; KIT1X1ME/P/E 300 ML x 1; S_A

2624; COLIRIO MOURA BRAS ; COLIRIO MOURA BRAS; NOT FOUND; COLIRIO 20 ML x 1; S_A

69656; CEPACOL ; CEPACOL; NOT FOUND; SOLN TRADIC 600 ML x 1; S_A

78260; CLEXANE ; CLEXANE; NOT FOUND; SER.SAF LOCK 60 MG 0.60 ML x 2; S_A

72548; CLOPIDOGREL MG ; CLOPIDOGREL; CLOPIDOGREL; CPR REVEST 75 MG x 28; S_A

95229; CEPACOL ; CEPACOL; NOT FOUND; K TRADI600ML 350 ML x 1; S_A

75974; CEPACOL ; CEPACOL; NOT FOUND; K1X1 TRA/NEC 300 ML x 1; S_A

78256; CLEXANE ; CLEXANE; NOT FOUND; SER.SAF LOCK 20 MG 0.20 ML x 2; S_A

71769; CEPACOL ; CEPACOL; NOT FOUND; KIT1X1 FL/ES 300 ML x 1; S_A

75406; CLOR.AMIODARONA MG ; CLOR AMIODARONA; CLORIDRATO AMIODARONA; CPR 100 MG x 20; S_A

75199; CEWIN ; CEWIN; NOT FOUND; K 3X2 CPR EF 1 G x 1; S_A

49579; CALCORT ; CALCORT; NOT FOUND; CPR 6 MG x 20; S_A

82380; CEPACOL PLUS ; CEPACOL PLUS; NOT FOUND; SOL WHITENIN 250 ML x 1; S_A

28395; CEWIN ; CEWIN; NOT FOUND; CPR RETARD 500 MG x 30; S_A

71386; CEPACOL ; CEPACOL; NOT FOUND; SOL COOL ICE 300 ML x 1; S_A

72544; CEPACOL ; CEPACOL; NOT FOUND; KIT1X1TR/TO 300 ML x 1; S_A

63775; CLEXANE ; CLEXANE; NOT FOUND; SER.PRE-ENCH 40 MG 0.40 ML x 2; S_A

46004; CEWIN ; CEWIN; NOT FOUND; GOTAS 200 MG 20 ML x 1 (/ML); S_A

56388; CEPACOL ; CEPACOL; NOT FOUND; SOLN FLURO 300 ML x 1; S_A

56389; CEPACOL ; CEPACOL; NOT FOUND; SOLN TRADIC 300 ML x 1; S_A

71768; CEPACOL ; CEPACOL; NOT FOUND; KIT1X1 ME/ES 300 ML x 1; S_A

70292; CEPACOL ; CEPACOL; NOT FOUND; KIT1X1TR/P/E 300 ML x 1; S_A

75007; CETOPROFENO MG ; CETOPROFENO; CETOPROFENO; GEL. 25 MG 30 G x 1 (/G); S_A

112270; CEPACOL ; CEPACOL; NOT FOUND; S F L500P350 500 ML x 1; S_A

71869; CEPACOL ; CEPACOL; NOT FOUND; KIT JR Q FAN 300 ML x 1; S_A

76499; CLOR.METFORMINA MG ; CLOR METFORMINA; CLORIDRATO METFORMINA; CPR REVEST 500 MG x 30; S_A

76925; CEPACOL ; CEPACOL; NOT FOUND; K TRAD 600ML 300 ML x 1; S_A

42070; CLAFORAN ; CLAFORAN; NOT FOUND; F.AMP LIOF 1 G 4 ML x 1; S_A

73495; CEPACOL ; CEPACOL; NOT FOUND; SOL COOL ICE 600 ML x 1; S_A

112274; CEPACOL ; CEPACOL; NOT FOUND; S T L500P350 500 ML x 1; S_A

113092; CEPACOL PLUS ; CEPACOL PLUS; NOT FOUND; K A L500P350 500 ML x 1; S_A

77658; CEPACOL ; CEPACOL; NOT FOUND; SOLN FLURO 250 ML x 1; S_A

50159; CLEXANE ; CLEXANE; NOT FOUND; SER.DISP.S.C 40 MG 0.40 ML x 10; S_A

71868; CEPACOL ; CEPACOL; NOT FOUND; SOL CAN POW 300 ML x 1; S_A

72547; CLOPIDOGREL MG ; CLOPIDOGREL; CLOPIDOGREL; CPR REVEST 75 MG x 14; S_A

52733; CLEXANE ; CLEXANE; NOT FOUND; SER.DISP.S.C 60 MG 0.60 ML x 2; S_A

72545; CEPACOL ; CEPACOL; NOT FOUND; KIT1X1 ME/TO 300 ML x 1; S_A

52734; CLEXANE ; CLEXANE; NOT FOUND; SER.DISP.S.C 80 MG 0.80 ML x 2; S_A

74879; CETOPROFENO MG ; CETOPROFENO; CETOPROFENO; GOTAS 20 MG 20 ML x 1 (/ML); S_A

77662; CEPACOL ; CEPACOL; NOT FOUND; SOL.TU.FRU 250 ML x 1; S_A

73432; CEPACOL ; CEPACOL; NOT FOUND; SOLN EXTR 300 ML x 1; S_A

48533; CEPACOL P ; CEPACOL P; NOT FOUND; PAST CER.HOR 1.34 MG x 16; S_A

64627; CALCIGENOL NF ; CALCIGENOL NF; NOT FOUND; SUSP 300 ML x 1; S_A

78259; CLEXANE ; CLEXANE; NOT FOUND; SER.SAF LOCK 40 MG 0.40 ML x 10; S_A

79964; CEWIN ; CEWIN; NOT FOUND; CPR EFE LARA 500 MG x 30; S_A

82389; CEPACOL PLUS ; CEPACOL PLUS; NOT FOUND; SOL SENSIVIT 250 ML x 1; S_A

45334; CEPACOL P ; CEPACOL P; NOT FOUND; PAST MENTA 1.34 MG x 16; S_A

77192; CETOCONAZOL MG ; CETOCONAZOL; CETOCONAZOL; CPR 200 MG x 10; S_A

76924; CEPACOL ; CEPACOL; NOT FOUND; K FLUOR600ML 300 ML x 1; S_A

72695; CEPACOL ; CEPACOL; NOT FOUND; KIT JR+ESC 300 ML x 1; S_A

113096; CEPACOL PLUS ; CEPACOL PLUS; NOT FOUND; KW L500P350 500 ML x 1; S_A

73605; CEPACOL ; CEPACOL; NOT FOUND; K MENT+CDICE 300 ML x 1; S_A

112272; CEPACOL ; CEPACOL; NOT FOUND; S M L500P350 500 ML x 1; S_A

50157; CLEXANE ; CLEXANE; NOT FOUND; SER.DISP.S.C 20 MG 0.20 ML x 10; S_A

69657; CEPACOL ; CEPACOL; NOT FOUND; SOLN MENTA 600 ML x 1; S_A

112273; CEPACOL ; CEPACOL; NOT FOUND; S T L500P300 500 ML x 1; S_A

56806; CLORANA ; CLORANA; NOT FOUND; CPR 25 MG x 30; S_A

74389; CEPACOL ; CEPACOL; NOT FOUND; KIT 3X2 300 ML x 1; S_A

73606; CEPACOL ; CEPACOL; NOT FOUND; K TRAD+CDICE 300 ML x 1; S_A

54834; CINERARIA MARITIMA ; CINERARIA MARITIMA; CINERARIA MARITIMA; COLIRIO 6 ML x 1; S_S

71800; COPAXONE ; COPAXONE; NOT FOUND; SER.PRELL 20 MG 1 ML x 28; TEV

47988; COLPOTROFINE ; COLPOTROFINE; NOT FOUND; CAPS VAGI 10 MG x 20; TEV

48761; COLPOTROFINE ; COLPOTROFINE; NOT FOUND; CREME VAG. 1 % 30 G x 1; TEV

108225; CLO PIOGLITAZO MG ; CLO PIOGLITAZO; CLORIDRATO PIOGLITAZONA; CPR 15 MG x 30; TNT

61818; CLONOTRIL ; CLONOTRIL; NOT FOUND; CPR 2 MG x 20; TNT

108237; CLOR NEBIVOLOL MG ; CLOR NEBIVOLOL; CLORIDRATO NEBIVOLOL; CPR 5 MG x 30; TNT

112419; CARVEDILOL MG ; CARVEDILOL; CARVEDILOL; CPR 12.5 MG x 15; TNT

112802; CARVEDILOL MG ; CARVEDILOL; CARVEDILOL; CPR 25 MG x 15; TNT

108238; CLOR.DONEPEZILA MG ; CLOR DONEPEZILA; CLORIDRATO DONEPEZILA; CPR REVEST 5 MG x 30; TNT

112420; CARVEDILOL MG ; CARVEDILOL; CARVEDILOL; CPR 6.25 MG x 15; TNT

61817; CLONOTRIL ; CLONOTRIL; NOT FOUND; CPR 0.50 MG x 20; TNT

106856; CARVEDILOL MG ; CARVEDILOL; CARVEDILOL; CPR 25 MG x 30; TNT

108229; CLO PIOGLITAZO MG ; CLO PIOGLITAZO; CLORIDRATO PIOGLITAZONA; CPR 45 MG x 30; TNT

108227; CLO PIOGLITAZO MG ; CLO PIOGLITAZO; CLORIDRATO PIOGLITAZONA; CPR 30 MG x 30; TNT

108239; CLOR.DONEPEZILA MG ; CLOR DONEPEZILA; CLORIDRATO DONEPEZILA; CPR REVEST 10 MG x 30; TNT

108210; CARVEDILOL MG ; CARVEDILOL; CARVEDILOL; CPR 12.5 MG x 30; TNT

108214; CARVEDILOL MG ; CARVEDILOL; CARVEDILOL; CPR 6.25 MG x 30; TNT

76114; CLEANY ; CLEANY; NOT FOUND; LOC. 100 ML x 1; TSK

49694; CETRILAN ; CETRILAN; NOT FOUND; CREME 40 G x 1; TSK

74435; CAPILOS ; CAPILOS; NOT FOUND; LOC. 100 ML x 1; TSK

29173; CAMOMILINA C ; CAMOMILINA C; NOT FOUND; CAPS x 20; TSK

71819; CETRILAN ; CETRILAN; NOT FOUND; LOC. 100 G x 1; TSK

83666; CETRILAN ; CETRILAN; NOT FOUND; SAB LIQ INF 120 ML x 1; TSK

53335; CLINDACNE ; CLINDACNE; NOT FOUND; GEL. 1 % 25 G x 1; TSK

66009; CETRILAN ; CETRILAN; NOT FOUND; SAB.INF 100 G x 1; TSK

154169; CELECOXIBE MG ; CELECOXIBE; CELECOXIBE; CAPS GEL 200 MG x 30; TTB

73669; CLOR.METFORMINA MG ; CLOR METFORMINA; CLORIDRATO METFORMINA; CPR 850 MG x 50; TTB

75390; CLOR.RANITIDINA MG ; CLOR RANITIDINA; CLORIDRATO RANITIDINA; CPR REVEST 300 MG x 20; TTB

62793; CEFALEXINA MG ; CEFALEXINA; CEFALEXINA; CPR 500 MG x 40; TTB

70118; CIMETIDINA MG ; CIMETIDINA; CIMETIDINA; AMP. 150 MG 2 ML x 100 (/ML); TTB

62709; CARDICORON ; CARDICORON; NOT FOUND; CPR 200 MG x 20; TTB

76208; COLPATRIN ; COLPATRIN; NOT FOUND; CREME 50 G x 1; TTB

62789; CEFALEXINA MG ; CEFALEXINA; CEFALEXINA; CPR 500 MG x 8; TTB

131979; CLOR.DONEPEZILA MG ; CLOR DONEPEZILA; CLORIDRATO DONEPEZILA; CPR REVEST 5 MG x 60; TTB

123859; COLAGENO H FOLLIUM ; COLAGENO H FOLLIUM; NOT FOUND; SACHE 10 G x 30; TTB

75848; CARBAMAZEPINA MG ; CARBAMAZEPINA; CARBAMAZEPINA; CPR 200 MG x 500; TTB

62484; CIMETIDINA MG ; CIMETIDINA; CIMETIDINA; CPR 400 MG x 16; TTB

77085; CALSUPRE D ; CALSUPRE D; NOT FOUND; CAPS x 75; TTB

78194; CEFANAXIL ; CEFANAXIL; NOT FOUND; CAPS 500 MG x 8; TTB

80424; CETOPROFENO MG ; CETOPROFENO; CETOPROFENO; GOTAS 20 MG 20 ML x 1 (/ML); TTB

61332; CLO PROPRANOLOL MG ; CLO PROPRANOLOL; CLORIDRATO PROPRANOLOL; CPR 80 MG x 30; TTB

154166; CELECOXIBE MG ; CELECOXIBE; CELECOXIBE; CAPS GEL 100 MG x 20; TTB

85266; CIT SILDENAFILA MG ; CIT SILDENAFILA; CITRATO SILDENAFILA; CPR REVEST 50 MG x 8; TTB

66350; CORDIL ; CORDIL; NOT FOUND; CPR REVES.AP 90 MG x 20; TTB

62710; CARDICORON ; CARDICORON; NOT FOUND; CPR 100 MG x 20; TTB

49164; CANDITRAT ; CANDITRAT; NOT FOUND; CREME VAG. 25 K 60 G x 1 (/G); TTB

71510; CLOR.FLUOXETINA MG ; CLOR FLUOXETINA; CLORIDRATO FLUOXETINA; CAPS 20 MG x 28; TTB

109739; COLPATRIN ; COLPATRIN; NOT FOUND; CR VAG 10APL 50 G x 1; TTB

85264; CIT SILDENAFILA MG ; CIT SILDENAFILA; CITRATO SILDENAFILA; CPR REVEST 50 MG x 4; TTB

76747; CLOCEF ; CLOCEF; NOT FOUND; F.AMP 2 G x 50; TTB

68410; CARBAMAZEPINA MG ; CARBAMAZEPINA; CARBAMAZEPINA; CPR 400 MG x 20; TTB

140539; CLOR.MEMANTINA MG ; CLOR MEMANTINA; CLORIDRATO MEMANTINA; CPR REVEST 10 MG x 500; TTB

75408; CLOR. AMBROXOL MG ; CLOR AMBROXOL; CLORIDRATO AMBROXOL; XAR. PED. 15 MG 120 ML x 50 (/5M; TTB

61244; CLO PROPRANOLOL MG ; CLO PROPRANOLOL; CLORIDRATO PROPRANOLOL; CPR 40 MG x 40; TTB

75502; CETIRTEC ; CETIRTEC; NOT FOUND; SOLN ORAL 1 MG 120 ML x 1 (/ML); TTB

66149; CIPRANE ; CIPRANE; NOT FOUND; DRAG x 21; TTB

71548; CETO+DIP BETAME MG ; CETO DIP BETAME; NOT FOUND; CREME 30 G x 1; TTB

74324; CIMETIDINA MG ; CIMETIDINA; CIMETIDINA; AMP. 150 MG 2 ML x 120 (/ML); TTB

73417; CLOR TRAMADOL MG ; CLOR TRAMADOL; CLORIDRATO TRAMADOL; AMP. 50 MG 1 ML x 60 (/ML); TTB

53227; CETOCORT ; CETOCORT; NOT FOUND; POM. 30 G x 1; TTB

78940; CLOR.METFORMINA MG ; CLOR METFORMINA; CLORIDRATO METFORMINA; CPR 500 MG x 30; TTB

52187; CO-PRESSOTEC ; CO PRESSOTEC; NOT FOUND; CPR 10 MG x 30; TTB

102148; CEFALEXINA MG ; CEFALEXINA; CEFALEXINA; CPR 500 MG x 500; TTB

95232; CLOR.FLUOXETINA MG ; CLOR FLUOXETINA; CLORIDRATO FLUOXETINA; SOLN ORAL 20 MG 20 ML x 1 (/ML); TTB

95881; CAPTOPRIL MG ; CAPTOPRIL; CAPTOPRIL; CPR 25 MG x 60; TTB

68189; CET+D.BET+S.NEO MG ; CET D BET S NEO; NOT FOUND; POM. 30 G x 1; TTB

53961; CAPRIL ; CAPRIL; NOT FOUND; CPR 50 MG x 30; TTB

52186; CLORDOX ; CLORDOX; NOT FOUND; DRAG 100 MG x 15; TTB

132069; CLO PIOGLITAZO MG ; CLO PIOGLITAZO; CLORIDRATO PIOGLITAZONA; CPR 30 MG x 60; TTB

137872; CLO PROMETAZINA MG ; CLO PROMETAZINA; CLORIDRATO PROMETAZINA; CPR REVEST 25 MG x 20; TTB

53614; CARMAZIN ; CARMAZIN; NOT FOUND; CPR 400 MG x 20; TTB

61930; CETOCONAZOL MG ; CETOCONAZOL; CETOCONAZOL; CPR 200 MG x 10; TTB

56136; CLO LINCOMICINA MG ; CLO LINCOMICINA; CLORIDRATO LINCOMICINA; AMP. 600 MG 2 ML x 1; TTB

51931; CARDCOR ; CARDCOR; NOT FOUND; CPR 0.25 MG x 20; TTB

147801; CLOR.MEMANTINA MG ; CLOR MEMANTINA; CLORIDRATO MEMANTINA; CPR REVEST 10 MG x 60; TTB

81184; CLONAZEPAM MG ; CLONAZEPAM; CLONAZEPAM; GOTAS 2.50 MG 20 ML x 1 (/ML); TTB

98206; CAPTOPRIL MG ; CAPTOPRIL; CAPTOPRIL; CPR 50 MG x 60; TTB

68648; CLO CLINDAMICIN MG ; CLO CLINDAMICIN; CLORIDRATO CLINDAMICINA; CAPS 300 MG x 16; TTB

85485; CLO TERBINAFINA MG ; CLO TERBINAFINA; CLORIDRATO TERBINAFINA; CREME 10 MG 20 G x 1 (/G); TTB

76748; CLOCEF ; CLOCEF; NOT FOUND; F.AMP 1 G x 50; TTB

82234; CLOR.METFORMINA MG ; CLOR METFORMINA; CLORIDRATO METFORMINA; CPR 500 MG x 60; TTB

85866; CLOTRIMAZOL MG ; CLOTRIMAZOL; CLOTRIMAZOL; CREME DERMAT 10 MG 20 G x 1 (/G); TTB

68121; CLOR.OXIMETAZOL.MG ; CLOR OXIMETAZOL; CLORIDRATO OXIMETAZOLINA; SOLN NASAL 0.50 MG 10 ML x 1 (; TTB

75387; CEFALEXINA MG ; CEFALEXINA; CEFALEXINA; CPR 500 MG x 10; TTB

80840; CLO DOR+MAL TIM MG ; CLO DOR MAL TIM; NOT FOUND; SOLN OFTAL 5 ML x 1; TTB

75347; CIMETIDINA MG ; CIMETIDINA; CIMETIDINA; CPR 200 MG x 20; TTB

102147; CARBIDOL ; CARBIDOL; NOT FOUND; CPR 25 MG x 50 (/250); TTB

57025; CARBIDOL ; CARBIDOL; NOT FOUND; CPR 25 MG x 30 (/250); TTB

132732; CLOR.CIPROFLOXA.MG ; CLOR CIPROFLOXA; CLORIDRATO CIPROFLOXACINO; CPR REVEST 500 MG x 14; TTB

56385; CEFALOTINA SODI.MG ; CEFALOTINA SODI; CEFALOTINA SODICA; F.AMP LIOF 1 G x 1; TTB

53090; CAPRIL ; CAPRIL; NOT FOUND; CPR 25 MG x 15; TTB

85530; CETOPROFENO MG ; CETOPROFENO; CETOPROFENO; GEL. 25 MG 30 G x 1 (/G); TTB

60790; CLOR. VERAPAMIL MG ; CLOR VERAPAMIL; CLORIDRATO VERAPAMIL; CPR REVEST 80 MG x 30; TTB

56134; CLOR.METOCLOP.MG ; CLOR METOCLOP; CLORIDRATO METOCLOPRAMIDA; AMP. 10 MG 2 ML x 100; TTB

87343; CALSUPRE M ; CALSUPRE M; NOT FOUND; CPR MAST LIM x 60; TTB

52442; CEVITA ; CEVITA; NOT FOUND; CPR 500 MG x 20; TTB

104617; CICATRIDERM ; CICATRIDERM; NOT FOUND; GEL 15 G x 1; TTB

70115; CEFALEXINA MG ; CEFALEXINA; CEFALEXINA; CPR 500 MG x 80; TTB

147800; CLOR.MEMANTINA MG ; CLOR MEMANTINA; CLORIDRATO MEMANTINA; CPR REVEST 10 MG x 30; TTB

32171; COLPATRIN ; COLPATRIN; NOT FOUND; CREME 40 G x 1; TTB

57059; CLOR. AMBROXOL MG ; CLOR AMBROXOL; CLORIDRATO AMBROXOL; XAR. AD 6 MG 120 ML x 1 (/ML); TTB

56135; CLOR.METOCLOP.MG ; CLOR METOCLOP; CLORIDRATO METOCLOPRAMIDA; GOTAS 4 MG 10 ML x 1 (/ML); TTB

58996; CLOTREN ; CLOTREN; NOT FOUND; CREME 10 MG 50 G x 1 (/G); TTB

73059; CLOR.FLUOXETINA MG ; CLOR FLUOXETINA; CLORIDRATO FLUOXETINA; CAPS 20 MG x 70; TTB

64272; CLOR DOPAMINA MG ; CLOR DOPAMINA; CLORIDRATO DOPAMINA; AMP. 5 MG 10 ML x 10 (/ML); TTB

154168; CELECOXIBE MG ; CELECOXIBE; CELECOXIBE; CAPS GEL 200 MG x 15; TTB

65528; CAPTOPRIL MG ; CAPTOPRIL; CAPTOPRIL; CPR 12.5 MG x 30; TTB

77091; CLO TICLOPIDINA MG ; CLO TICLOPIDINA; CLORIDRATO TICLOPIDINA; CPR REVEST 250 MG x 30; TTB

57050; CLINDAMIN C ; CLINDAMIN C; NOT FOUND; CAPS 300 MG x 16; TTB

90042; CVIT ; CVIT; NOT FOUND; CAPS 45 MG x 60; TTB

61932; CLO PROPRANOLOL MG ; CLO PROPRANOLOL; CLORIDRATO PROPRANOLOL; CPR 40 MG x 30; TTB

56122; CETOCONAZOL MG ; CETOCONAZOL; CETOCONAZOL; CREME 2 % 30 G x 1; TTB

74211; CEFALEXINA MG ; CEFALEXINA; CEFALEXINA; SUSP 250 MG 60 ML x 50 (/5ML); TTB

73385; CLOR TRAMADOL MG ; CLOR TRAMADOL; CLORIDRATO TRAMADOL; CAPS 50 MG x 10; TTB

135647; CLOR.AMITRIPTIL.MG ; CLOR AMITRIPTIL; CLORIDRATO AMITRIPTILINA; CPR REVEST 25 MG x 30; TTB

66349; CORDIL ; CORDIL; NOT FOUND; CPR 60 MG x 50; TTB

73466; CLOR.METOCLOP.MG ; CLOR METOCLOP; CLORIDRATO METOCLOPRAMIDA; AMP. 5 MG 2 ML x 120 (/ML); TTB

62020; CARBOCISTEINA MG ; CARBOCISTEINA; CARBOCISTEINA; XAR. PED. 20 MG 100 ML x 1 (/ML); TTB

53616; CEVITA INJETAVEL ; CEVITA INJETAVEL; NOT FOUND; AMP. 500 MG 5 ML x 100; TTB

112394; CLO PIOGLITAZO MG ; CLO PIOGLITAZO; CLORIDRATO PIOGLITAZONA; CPR 45 MG x 60; TTB

78104; CEFADROXILA MG ; CEFADROXILA; CEFADROXILA; CAPS 500 MG x 8; TTB

74216; CLOR.RANITIDINA MG ; CLOR RANITIDINA; CLORIDRATO RANITIDINA; AMP. 25 MG 2 ML x 120 (/ML); TTB

68124; CLOR.OXIMETAZOL.MG ; CLOR OXIMETAZOL; CLORIDRATO OXIMETAZOLINA; SOLN NASAL 0.25 MG 20 ML x 1 (; TTB

135643; CLOR.CIPROFLOXA.MG ; CLOR CIPROFLOXA; CLORIDRATO CIPROFLOXACINO; CPR REVEST 500 MG x 7; TTB

73384; CLOR.METFORMINA MG ; CLOR METFORMINA; CLORIDRATO METFORMINA; CPR 850 MG x 60; TTB

93702; CLOR.PAROXETINA MG ; CLOR PAROXETINA; NOT FOUND; CPR REVEST 20 MG x 20; TTB

85481; CETOFENID ; CETOFENID; NOT FOUND; GEL . 25 MG 30 G x 1 (/G); TTB

64086; CARBITAL ; CARBITAL; NOT FOUND; CPR 100 MG x 20; TTB

147799; CLO PROMETAZINA MG ; CLO PROMETAZINA; CLORIDRATO PROMETAZINA; CPR REVEST 25 MG x 200; TTB

75409; CLOR. AMBROXOL MG ; CLOR AMBROXOL; CLORIDRATO AMBROXOL; XAR. AD 30 MG 120 ML x 50 (/5ML); TTB

73814; CLOR DOPAMINA MG ; CLOR DOPAMINA; CLORIDRATO DOPAMINA; AMP. 5 MG 10 ML x 50 (/ML); TTB

95876; CAPTOPRIL MG ; CAPTOPRIL; CAPTOPRIL; CPR 12.5 MG x 60; TTB

70040; CLO PROPRANOLOL MG ; CLO PROPRANOLOL; CLORIDRATO PROPRANOLOL; CPR 40 MG x 100; TTB

53088; CAPRIL ; CAPRIL; NOT FOUND; CPR 12.5 MG x 15; TTB

76595; CARBAMAZEPINA MG ; CARBAMAZEPINA; CARBAMAZEPINA; CPR 400 MG x 500; TTB

132060; CEFADROXILA MG ; CEFADROXILA; CEFADROXILA; PO P/SUSP 250 MG 100 ML x 1 (/5ML); TTB

57058; CLOR. AMBROXOL MG ; CLOR AMBROXOL; CLORIDRATO AMBROXOL; XAR. PED. 3 MG 120 ML x 1 (/ML); TTB

77086; CALSUPRE D ; CALSUPRE D; NOT FOUND; CAPS x 60; TTB

61931; CETOCONAZOL MG ; CETOCONAZOL; CETOCONAZOL; CPR 200 MG x 30; TTB

64275; CLOR.RANITIDINA MG ; CLOR RANITIDINA; CLORIDRATO RANITIDINA; CPR REVEST 300 MG x 10; TTB

74210; CEFALEXINA MG ; CEFALEXINA; CEFALEXINA; SUSP 250 MG 100 ML x 1 (/5ML); TTB

68188; CET+D.BET+S.NEO MG ; CET D BET S NEO; NOT FOUND; CREME 30 G x 1; TTB

65529; CAPTOPRIL MG ; CAPTOPRIL; CAPTOPRIL; CPR 50 MG x 30; TTB

70042; CLOR.RANITIDINA MG ; CLOR RANITIDINA; CLORIDRATO RANITIDINA; CPR REVEST 150 MG x 100; TTB

69002; CETOCONAZOL SHA.MG ; CETOCONAZOL SHA; NOT FOUND; XAMP 20 MG 100 ML x 1 (/ML); TTB

85647; CLOR.TETRACICLI.MG ; CLOR TETRACICLI; CLORIDRATO TETRACICLINA; CAPS 500 MG x 8; TTB

77092; CLOR. LIDOCAINA MG ; CLOR LIDOCAINA; CLORIDRATO LIDOCAINA; F.AMP 20 MG 20 ML x 50 (/ML); TTB

73383; CLOR.METFORMINA MG ; CLOR METFORMINA; CLORIDRATO METFORMINA; CPR 850 MG x 30; TTB

85258; CIT SILDENAFILA MG ; CIT SILDENAFILA; CITRATO SILDENAFILA; CPR REVEST 50 MG x 1; TTB

85261; CIT SILDENAFILA MG ; CIT SILDENAFILA; CITRATO SILDENAFILA; CPR REVEST 50 MG x 2; TTB

80467; CLOR.PAROXETINA MG ; CLOR PAROXETINA; NOT FOUND; CPR REVEST 20 MG x 30; TTB

71549; CETO+DIP BETAME MG ; CETO DIP BETAME; NOT FOUND; POM. 30 G x 1; TTB

62482; CIMETIDINA MG ; CIMETIDINA; CIMETIDINA; CPR 200 MG x 10; TTB

154167; CELECOXIBE MG ; CELECOXIBE; CELECOXIBE; CAPS GEL 200 MG x 10; TTB

72154; CEVITA INJETAVEL ; CEVITA INJETAVEL; NOT FOUND; AMP. 500 MG 5 ML x 120; TTB

